,price,offer date,ID,Oferta od,Kategoria,Marka pojazdu,Model pojazdu,Generacja,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Typ,Liczba drzwi,Liczba miejsc,Kolor,Metalik,Możliwość finansowania,Pierwsza rejestracja,Numer rejestracyjny pojazdu,Zarejestrowany w Polsce,Serwisowany w ASO,Stan,ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,Bluetooth,Czujniki parkowania przednie,Elektrochromatyczne lusterko wsteczne,Gniazdo AUX,Klimatyzacja automatyczna,Kurtyny powietrzne,Relingi dachowe,Światła przeciwmgielne,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alufelgi,Czujnik deszczu,Czujniki parkowania tylne,Elektryczne szyby tylne,Gniazdo USB,Klimatyzacja dwustrefowa,Nawigacja GPS,System Start-Stop,Tempomat,Centralny zamek,Immobilizer,Radio fabryczne,ASR (kontrola trakcji),Czujnik zmierzchu,Elektrochromatyczne lusterka boczne,ESP (stabilizacja toru jazdy),Isofix,Komputer pokładowy,Podgrzewane lusterka boczne,Światła do jazdy dziennej,Wielofunkcyjna kierownica,Kraj pochodzenia,Elektrycznie ustawiane fotele,Poduszki boczne przednie,Przyciemniane szyby,Tapicerka skórzana,Hak,MP3,Podgrzewane przednie siedzenia,Wersja,Emisja CO2,VAT marża,Pierwszy właściciel,Bezwypadkowy,Podgrzewana przednia szyba,Faktura VAT,Tempomat aktywny,Alarm,Asystent pasa ruchu,Czujnik martwego pola,Łopatki zmiany biegów,Ogranicznik prędkości,Poduszki boczne tylne,Tapicerka welurowa,Gniazdo SD,Poduszka powietrzna chroniąca kolana,Światła LED,Zmieniarka CD,Perłowy,Leasing,Odtwarzacz DVD,Kamera cofania,Klimatyzacja manualna,Światła Xenonowe,Kierownica po prawej (Anglik),Filtr cząstek stałych,Uszkodzony,Akryl (niemetalizowany),Asystent parkowania,Podgrzewane tylne siedzenia,Klimatyzacja czterostrefowa,Dach panoramiczny,HUD (wyświetlacz przezierny),Tuner TV,Opłata początkowa,Miesięczna rata,Liczba pozostałych rat,Wartość wykupu,Regulowane zawieszenie,Szyberdach,Ogrzewanie postojowe,Gwarancja dealerska (w cenie),lub do (przebieg km),Radio niefabryczne,Matowy,Okres gwarancji producenta,Homologacja ciężarowa,Tuning,VIN
1437,79000,"11:02, 16 lutego 2021",6081102136,Osoby prywatnej,Osobowe,Volkswagen,Passat,B8 (2014-),2017,108 000 km,1 968 cm3,Diesel,150 KM,Automatyczna,Na przednie koła,Kombi,5,5,Szary,Tak,,08/12/2017,WW0540X,Tak,Tak,Używane,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,,,True,True,True,True,True,,True,Polska,,True,True,True,,,True,Variant 2.0 TDI SCR DSG BlueMotion,115 g/km,,,,,,True,True,,,True,,True,True,True,,True,,,,,True,,,,,,,,True,,True,,,,,,,,,,,,,,,,,
1438,13500,"10:57, 16 lutego 2021",6080628906,Osoby prywatnej,Osobowe,Volkswagen,Passat,B6 (2005-2010),2006,240 000 km,1 896 cm3,Diesel,105 KM,Manualna,Na przednie koła,Kombi,5,5,Srebrny,Tak,,,,,,Używane,True,True,True,True,,,True,,,True,,True,True,True,True,,True,,,,,,,True,True,True,True,True,True,True,True,,True,True,,True,,,,,,,True,True,1.9 TDI Comfortline,153 g/km,,,,,,,True,,,,True,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
1439,55900,"10:53, 16 lutego 2021",6071511310,Firmy,Osobowe,Volkswagen,Passat,,2015,183 240 km,1 598 cm3,Diesel,120 KM,Manualna,,Kombi,5,5,Czarny,Tak,,,,,Tak,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6 TDI BMT Trendline,,Tak,Tak,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440,75900,"10:53, 16 lutego 2021",6071511083,Firmy,Osobowe,Volkswagen,Passat,B8 (2014-),2015,46 050 km,1 968 cm3,Diesel,150 KM,Automatyczna,Na przednie koła,Kombi,5,5,Niebieski,Tak,,,,,Tak,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Variant 2.0 TDI DSG (BlueMotion Technology),121 g/km,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1441,79900,"10:53, 16 lutego 2021",6078546501,Firmy,Osobowe,Volkswagen,Passat,B8 (2014-),2018,22 860 km,1 984 cm3,Benzyna,180 KM,Automatyczna,,Sedan,5,5,Srebrny,Tak,,,,Tak,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442,59900,"10:53, 16 lutego 2021",6071360742,Firmy,Osobowe,Volkswagen,Passat,,2016,155 480 km,1 598 cm3,Diesel,120 KM,Manualna,,Sedan,5,5,Szary,Tak,,,,,Tak,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B8 (2014-),,Tak,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443,45903,"10:53, 16 lutego 2021",6072330488,Firmy,Osobowe,Volkswagen,Passat,,2014,228 570 km,1 968 cm3,Diesel,140 KM,Manualna,,Kombi,5,5,Srebrny,Tak,,,,,Tak,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0 TDI Comfortline,,,Tak,Tak,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1444,22900,"10:53, 16 lutego 2021",6015309875,Firmy,Osobowe,Volkswagen,Passat,,2007,244 280 km,1 896 cm3,Diesel,105 KM,Manualna,,Kombi,5,5,Srebrny,Tak,,,,,Tak,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B6 (2005-2010),,Tak,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1445,46900,"10:53, 16 lutego 2021",6017655615,Firmy,Osobowe,Volkswagen,Passat,,2014,159 670 km,1 968 cm3,Diesel,140 KM,Manualna,,Kombi,5,5,Szary,Tak,,,,,Tak,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B7 (2010-2014),,Tak,Tak,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1446,59500,"10:48, 16 lutego 2021",6081945084,Firmy,Osobowe,Volkswagen,Passat,B8 (2014-),2017,167 000 km,1 968 cm3,Diesel,150 KM,Manualna,Na przednie koła,Kombi,5,5,Czarny,Tak,Tak,20/10/2017,WF5943P,Tak,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Polska,,True,True,,,True,,2.0 TDI BMT Comfortline,110 g/km,,Tak,Tak,True,Tak,,True,,,,True,True,True,True,True,True,True,,,True,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,
1447,104900,"10:46, 16 lutego 2021",6082183068,Firmy,Osobowe,Volkswagen,Passat,B8 (2014-),2019,34 859 km,1 968 cm3,Diesel,150 KM,Automatyczna,Na przednie koła,Sedan,4,5,Szary,Tak,Tak,24/10/2019,,Tak,,Używane,True,,True,True,,,,,True,True,,,,True,True,True,,,,,,,True,True,True,True,,,True,,True,True,True,True,True,True,Polska,,True,,,,,,,,,Tak,Tak,,Tak,,,,,,,,,,,True,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448,5500,"10:46, 16 lutego 2021",6082055489,Firmy,Osobowe,Volkswagen,Passat,B5 FL (2000-2005),2002,330 000 km,1 896 cm3,Diesel,100 KM,Manualna,Na przednie koła,Kombi,5,5,Czarny,Tak,,,,Tak,,Używane,True,True,True,True,,,,,,,,True,True,True,True,,,,,,,,,,True,True,True,True,,,True,,True,,,,Niemcy,,True,,,,,,1.9 TDI Comfortline,156 g/km,Tak,,,,,,True,,,,,True,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
1449,59900,"10:42, 16 lutego 2021",6080853538,Firmy,Osobowe,Volkswagen,Passat,B8 (2014-),2017,94 000 km,1 968 cm3,Diesel,150 KM,Manualna,Na przednie koła,Sedan,5,5,Szary,Tak,Tak,08/01/2018,WE639SH,Tak,Tak,Używane,True,True,True,True,True,True,True,True,True,True,,,True,True,True,,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Polska,,True,,,,,,2.0 TDI BMT Trendline,110 g/km,,Tak,Tak,,Tak,,True,,,,,True,,True,True,True,,,Tak,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1450,33600,"10:40, 16 lutego 2021",6080879387,Firmy,Osobowe,Volkswagen,Passat,B7 (2010-2014),2014,192 000 km,1 600 cm3,Diesel,105 KM,Manualna,Na przednie koła,Kombi,5,5,Beżowy,Tak,Tak,21/03/2014,,Tak,Tak,Używane,True,True,True,True,,True,,,True,True,True,True,True,True,True,True,,True,True,,True,,,,True,True,True,,,True,True,True,True,True,True,,Polska,,True,True,,,True,,,,,Tak,Tak,,Tak,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451,27900,"10:40, 16 lutego 2021",6080536148,Firmy,Osobowe,Volkswagen,Passat,B7 (2010-2014),2011,238 000 km,1 598 cm3,Diesel,105 KM,Manualna,Na przednie koła,Kombi,5,5,Inny kolor,Tak,Tak,,,,Tak,Używane,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,,,True,,True,True,,True,True,True,True,,True,,,True,True,True,,,,,True,,,,True,True,1.6 TDI DPF BlueMot Comfortline,118 g/km,Tak,Tak,Tak,,,,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1452,3950,"10:27, 16 lutego 2021",6082053904,Osoby prywatnej,Osobowe,Volkswagen,Passat,B5 (1996-2000),2000,285 969 km,1 896 cm3,Diesel,115 KM,Manualna,Na przednie koła,Kombi,5,5,Niebieski,Tak,,02/03/2000,,,,Używane,True,True,True,True,,,,,True,True,True,,,True,True,,,,,,True,,,,True,True,,,,,True,,True,True,,,Niemcy,,True,,,True,,,1.9 TDI Comfortline,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453,42000,"10:27, 16 lutego 2021",6081100178,Osoby prywatnej,Osobowe,Volkswagen,Passat,,2013,243 500 km,1 968 cm3,Diesel,140 KM,Automatyczna,Na przednie koła,Kombi,5,5,Inny kolor,Tak,,,,Tak,,Używane,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,,,,True,True,,,True,Niemcy,True,True,True,,True,True,True,2.0 TDI,,,,Tak,,,,True,,,True,True,True,True,True,,True,,,,,,,True,,Tak,,,,,,,,,,,,,,,,,,,,,,,
1454,9500,"10:25, 16 lutego 2021",6082054772,Osoby prywatnej,Osobowe,Volkswagen,Passat,B5 FL (2000-2005),2003,282 000 km,1 896 cm3,Diesel,130 KM,Manualna,,Kombi,5,5,Zielony,Tak,,01/08/2003,,,,Używane,True,True,True,True,,,,,True,True,True,,True,True,True,True,,,True,,True,,,True,True,True,True,,,,True,,True,,,,Niemcy,,True,,,True,,,1.9 TDI 4Mot Comfortline,,Tak,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455,68265,"10:21, 16 lutego 2021",6082054552,Firmy,Osobowe,Volkswagen,Passat,B8 (2014-),2016,165 400 km,1 798 cm3,Benzyna,180 KM,Automatyczna,Na przednie koła,Kombi,5,5,Szary,Tak,,04/05/2016,,Tak,Tak,Używane,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,Polska,True,True,True,True,,,True,1.8 TSI BMT Highline DSG,130 g/km,,Tak,,True,Tak,True,True,True,True,,True,True,,True,True,True,,,,,,,True,,,,,True,True,,,,,,,,,,,,,,,,,,,
1456,49000,"10:20, 16 lutego 2021",6082054625,Osoby prywatnej,Osobowe,Volkswagen,Passat,B8 (2014-),2016,186 000 km,1 968 cm3,Diesel,150 KM,Manualna,,Kombi,5,,Szary,Tak,,,,,,Używane,True,True,True,True,True,True,,True,True,True,,True,True,True,True,,True,True,True,True,,True,True,True,True,True,True,True,,,True,,True,True,True,True,,,True,,,,True,True,,,,,,True,,True,,,,,,True,True,True,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1457,35900,"10:19, 16 lutego 2021",6079933162,Osoby prywatnej,Osobowe,Volkswagen,Passat,B7 (2010-2014),2013,142 870 km,1 390 cm3,Benzyna,160 KM,Manualna,Na przednie koła,Sedan,4,5,Czarny,,,29/03/2013,,Tak,Tak,Używane,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Polska,True,True,,,,True,,1.4 TSI,149 g/km,,,,,,,True,,,,,True,True,True,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1458,6500,"10:17, 16 lutego 2021",6082353187,Osoby prywatnej,Osobowe,Volkswagen,Passat,B5 FL (2000-2005),2005,320 000 km,1 896 cm3,Diesel,130 KM,Manualna,Na przednie koła,Kombi,5,5,Czarny,,,,DGR448AV,Tak,,Używane,True,True,True,True,True,,True,True,True,,True,True,True,True,True,,True,,True,True,True,,,True,True,True,,,,,True,,,True,True,,Niemcy,,True,,True,,True,True,1.9 TDI Highline,,,,Tak,,,,True,,,,,,,True,,,,,,True,True,,True,,,,,,,,,,,,,,,,,,,,True,,,,,
1459,9900,"10:16, 16 lutego 2021",6079059869,Osoby prywatnej,Osobowe,Volkswagen,Passat,B5 FL (2000-2005),2001,214 000 km,2 771 cm3,Benzyna,193 KM,Manualna,4x4 (dołączany automatycznie),Sedan,4,5,Zielony,Tak,Tak,,,,,Używane,True,True,True,True,,,,,True,,,,True,True,True,True,,,True,,True,,,True,True,True,True,,,,True,,True,,,,Niemcy,,True,,,,,True,2.8 V6 4Mot Highline,,Tak,,Tak,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1460,5500,"10:11, 16 lutego 2021",6082054335,Firmy,Osobowe,Volkswagen,Passat,B5 (1996-2000),2005,330 000 km,1 896 cm3,Diesel,100 KM,Manualna,Na przednie koła,Kombi,5,5,Czarny,Tak,,,KR412LV,Tak,,Używane,True,True,True,True,,,,,True,,,True,True,True,True,True,,,True,,,,,,True,True,True,True,,,True,True,,,,True,Niemcy,,True,,,,,,1.9 TDI Basis,156 g/km,Tak,,,,,,True,,,,,True,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1461,63000,"10:08, 16 lutego 2021",6079782756,Firmy,Osobowe,Volkswagen,Passat,B8 (2014-),2017,150 133 km,1 968 cm3,Diesel,150 KM,Automatyczna,Na przednie koła,Kombi,5,5,Czarny,,Tak,02/06/2017,,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,,True,True,True,True,True,,True,True,True,True,True,True,Niemcy,,True,,,True,True,True,,,,Tak,Tak,,Tak,True,,,,,,,,True,,True,,Tak,Tak,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1462,142900,"10:04, 16 lutego 2021",6081460078,Firmy,Osobowe,Volkswagen,Passat,B8 (2014-),2019,15 048 km,1 984 cm3,Benzyna,190 KM,Automatyczna,Na przednie koła,Sedan,5,5,Szary,Tak,Tak,,,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,,True,True,True,,,,True,,,,Tak,Tak,,Tak,True,True,True,,,,True,,,True,True,,,Tak,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1463,68900,"10:00, 16 lutego 2021",6082181567,Firmy,Osobowe,Volkswagen,Passat,B8 (2014-),2016,103 742 km,1 798 cm3,Benzyna,180 KM,Automatyczna,Na przednie koła,Sedan,4,5,Niebieski,Tak,Tak,18/11/2016,,Tak,Tak,Używane,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,Polska,True,,,,,,True,1.8 TSI BMT Comfortline DSG,,,Tak,Tak,,Tak,True,True,,True,True,True,True,,True,,True,True,Tak,Tak,,,,True,,,,,,,,,,,,,,,,,,6 miesięcy,,,,,,,
1464,18900,"10:00, 16 lutego 2021",6081942046,Firmy,Osobowe,Volkswagen,Passat,B6 (2005-2010),2006,161 000 km,1 968 cm3,Diesel,140 KM,Manualna,Na przednie koła,Kombi,5,5,Szary,Tak,Tak,,,,,Używane,True,True,True,True,,,,,True,True,True,,True,True,True,True,True,,True,,,,,True,True,True,True,True,True,,True,True,True,True,,,Niemcy,,True,,True,,,True,2.0 TDI DPF Sportline,153 g/km,Tak,,Tak,True,,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1465,37000,"09:59, 16 lutego 2021",6082052086,Osoby prywatnej,Osobowe,Volkswagen,Passat,B7 (2010-2014),2014,274 800 km,1 968 cm3,Diesel,177 KM,Automatyczna,Na przednie koła,Kombi,5,5,Szary,,,15/12/2014,ZST82542,Tak,,Używane,True,True,True,True,True,True,True,True,True,,True,,,True,True,,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,True,True,True,Niemcy,True,,,,True,,True,2.0 TDI Highline DSG,136 g/km,,,Tak,True,,,,,,True,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,
1466,18900,"09:59, 16 lutego 2021",6082053896,Osoby prywatnej,Osobowe,Volkswagen,Passat,B6 (2005-2010),2008,238 781 km,1 968 cm3,Diesel,170 KM,Manualna,Na przednie koła,Kombi,5,5,Czarny,,,,,Tak,,Używane,True,True,True,True,True,,True,True,True,,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,,,,Niemcy,True,True,,,,True,True,Variant 2.0 TDI DPF,149 g/km,Tak,,Tak,,,,True,,,,True,True,,,True,,True,,,True,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,
1467,2500,"09:57, 16 lutego 2021",6081657801,Osoby prywatnej,Osobowe,Volkswagen,Passat,B5 (1996-2000),1996,303 444 km,1 896 cm3,Diesel,110 KM,Manualna,Na przednie koła,Sedan,4,5,Inny kolor,,,,PKA95VJ,Tak,,Używane,True,True,True,True,,,,,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,1.9 TDI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1468,44900,"09:57, 16 lutego 2021",6081551430,Osoby prywatnej,Osobowe,Volkswagen,Passat,B7 (2010-2014),2014,114 000 km,1 968 cm3,Diesel,140 KM,Manualna,Na przednie koła,Kombi,5,5,Niebieski,Tak,,,SRC HN35,Tak,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Niemcy,True,True,True,,True,,True,Variant 2.0 TDI BlueMotion Technology,120 g/km,Tak,,,,,,,,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469,76900,"09:56, 16 lutego 2021",6081082967,Firmy,Osobowe,Volkswagen,Passat,B8 (2014-),2017,153 227 km,1 968 cm3,Diesel,150 KM,Manualna,Na przednie koła,Kombi,5,5,Szary,Tak,Tak,20/12/2017,,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,,True,True,True,True,True,,True,True,True,True,True,True,Niemcy,True,True,True,True,True,True,True,,,,Tak,,,Tak,True,,,,,True,,,True,,True,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1470,58000,"09:56, 16 lutego 2021",6081083108,Firmy,Osobowe,Volkswagen,Passat,B8 (2014-),2016,149 810 km,1 968 cm3,Diesel,150 KM,Manualna,Na przednie koła,Kombi,5,5,Bordowy,Tak,Tak,13/06/2016,,,Tak,Używane,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,,True,True,True,True,True,,True,True,True,True,True,True,Niemcy,,True,True,,True,True,True,,,,Tak,,,Tak,True,,,,,True,,,True,,,,,Tak,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1471,79900,"09:56, 16 lutego 2021",6081083162,Firmy,Osobowe,Volkswagen,Passat,B8 (2014-),2016,119 568 km,1 968 cm3,Diesel,150 KM,Manualna,Na przednie koła,Kombi,5,5,Niebieski,Tak,Tak,01/09/2016,,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,,True,True,True,True,True,,True,True,True,True,True,True,Niemcy,,True,True,True,True,True,True,,,,Tak,Tak,,Tak,True,True,True,True,,True,True,,True,True,True,,,Tak,,True,,,,,,,,True,,True,,,,,,,,,,,,,,,,,
1472,52900,"09:55, 16 lutego 2021",6077413969,Firmy,Osobowe,Volkswagen,Passat,B8 (2014-),2016,103 000 km,1 598 cm3,Diesel,120 KM,Manualna,Na przednie koła,Kombi,5,5,Szary,,Tak,09/12/2016,,Tak,Tak,Używane,True,True,True,True,True,,,True,,,,,True,True,True,True,,,,,,,True,True,True,True,True,,,,True,True,True,,True,True,Niemcy,,True,,,,True,,1.6 TDI BMT Trendline,110 g/km,Tak,,,,,,,,,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
1473,28999,"09:54, 16 lutego 2021",6036093047,Firmy,Osobowe,Volkswagen,Passat,B7 (2010-2014),2012,301 232 km,1 598 cm3,Diesel,105 KM,Manualna,Na przednie koła,Kombi,5,5,Biały,Tak,,04/05/2012,,,Tak,Używane,True,True,True,True,True,,,,True,,True,True,True,True,True,True,,,True,,True,,True,True,True,True,True,True,,,True,True,True,,True,,Niemcy,,,,,,,,,,,Tak,,,Tak,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1474,82000,"09:53, 16 lutego 2021",6082352374,Osoby prywatnej,Osobowe,Volkswagen,Passat,B8 (2014-),2016,70 500 km,1 798 cm3,Benzyna,180 KM,Automatyczna,Na przednie koła,Kombi,5,5,Biały,,,11/02/2016,GD333KW,Tak,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,,True,,True,True,1.8 TSI BMT Highline DSG,130 g/km,,Tak,Tak,,Tak,True,True,,,,True,True,True,True,,True,,Tak,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1475,22900,"09:50, 16 lutego 2021",6082352224,Firmy,Osobowe,Volkswagen,Passat,B6 (2005-2010),2008,189 000 km,1 968 cm3,Diesel,170 KM,Manualna,Na przednie koła,Kombi,4,5,Srebrny,Tak,Tak,27/03/2009,,Tak,,Używane,True,True,True,True,,True,,,True,True,True,True,True,True,True,True,,True,True,,True,,,True,True,True,True,True,True,,True,True,True,True,True,True,Polska,,,,True,,True,True,2.0 TDI DPF Highline,160 g/km,Tak,Tak,,,,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1476,42900,"09:48, 16 lutego 2021",6080183571,Firmy,Osobowe,Volkswagen,Passat,B8 (2014-),2016,198 200 km,1 598 cm3,Diesel,120 KM,Manualna,Na przednie koła,Kombi,5,5,Srebrny,Tak,Tak,14/12/2015,,Tak,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,,,True,,1.6 TDI BMT Comfortline,110 g/km,Tak,Tak,,True,,,True,,True,,True,True,True,True,True,True,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1477,36900,"09:46, 16 lutego 2021",6082284532,Firmy,Osobowe,Volkswagen,Passat,B7 (2010-2014),2014,205 029 km,1 968 cm3,Diesel,140 KM,Manualna,Na przednie koła,Kombi,5,5,Inny kolor,Tak,Tak,,,Tak,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,Niemcy,True,True,True,,True,True,True,Variant 2.0 TDI BlueMotion Technology,120 g/km,Tak,Tak,Tak,True,,,True,,,,True,True,True,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1478,16000,"09:42, 16 lutego 2021",6079079374,Osoby prywatnej,Osobowe,Volkswagen,Passat,B6 (2005-2010),2008,236 506 km,1 968 cm3,Diesel,170 KM,Automatyczna,Na przednie koła,Kombi,5,5,Biały,,,02/06/2008,ZS300EX,Tak,,Używane,True,True,True,True,,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,,,True,True,True,True,True,True,,True,True,True,True,True,True,Szwecja,True,True,,,True,,True,2.0 TDI DPF Highline DSG,177 g/km,,,Tak,True,Tak,,True,,,,True,,True,True,,,True,,,,,,True,,Tak,,Tak,,,,,,,,,,,,,True,,,,,,,,
1479,172900,"09:41, 16 lutego 2021",6082352021,Firmy,Osobowe,Volkswagen,Passat,B8 (2014-),2019,3 014 km,2 000 cm3,Diesel,190 KM,Automatyczna,Na przednie koła,Kombi,5,,Szary,Tak,,01/09/2019,,,Tak,Używane,True,True,True,True,True,True,,,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,,,True,True,True,,True,True,Polska,True,,True,,,,True,,,,Tak,Tak,,Tak,True,True,True,,True,True,True,True,,True,True,,,Tak,,True,True,,,,,,,,,,True,,,,,,,,,,,,,,,,
1480,64900,"09:40, 16 lutego 2021",6081940641,Firmy,Osobowe,Volkswagen,Passat,B8 (2014-),2016,136 260 km,1 968 cm3,Diesel,150 KM,Automatyczna,Na przednie koła,Kombi,5,5,Srebrny,Tak,Tak,25/05/2016,WI939EV,Tak,Tak,Używane,True,,True,True,,,,,True,True,True,,,True,True,True,,True,,,,,True,True,True,True,,,True,,True,True,True,True,True,True,Polska,,True,,,,True,,,,,Tak,,,Tak,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1481,57000,"09:40, 16 lutego 2021",6081212036,Firmy,Osobowe,Volkswagen,Passat,B8 (2014-),2016,139 500 km,1 968 cm3,Diesel,150 KM,Manualna,Na przednie koła,Sedan,4,5,Szary,,Tak,,,Tak,Tak,Używane,True,True,True,True,True,,,,True,True,,,,True,True,True,True,,True,True,,True,True,,True,True,True,True,True,,True,,True,,True,True,Polska,,True,,,,,,2.0 TDI BMT Trendline,109 g/km,Tak,Tak,Tak,,,,,,,,,,True,True,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
