,price,offer date,ID,Oferta od,Kategoria,Marka pojazdu,Model pojazdu,Generacja,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Typ,Liczba drzwi,Liczba miejsc,Kolor,Możliwość finansowania,Faktura VAT,Kraj pochodzenia,Serwisowany w ASO,Stan,ABS,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Elektrochromatyczne lusterka boczne,CD,Immobilizer,Radio fabryczne,Centralny zamek,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,Wersja,Metalik,Alufelgi,Czujniki parkowania przednie,Elektryczne szyby tylne,Isofix,Podgrzewana przednia szyba,Czujnik deszczu,Czujniki parkowania tylne,Elektrycznie ustawiane fotele,Klimatyzacja automatyczna,Wielofunkcyjna kierownica,Elektryczne szyby przednie,Czujnik zmierzchu,Gniazdo USB,Nawigacja GPS,Perłowy,Zarejestrowany w Polsce,ASR (kontrola trakcji),Bluetooth,Dach panoramiczny,Kurtyny powietrzne,Podgrzewane lusterka boczne,Poduszka powietrzna chroniąca kolana,Przyciemniane szyby,Światła do jazdy dziennej,Tapicerka skórzana,Alarm,Asystent parkowania,Elektrochromatyczne lusterko wsteczne,ESP (stabilizacja toru jazdy),Klimatyzacja dwustrefowa,Łopatki zmiany biegów,Podgrzewane przednie siedzenia,Poduszki boczne przednie,System Start-Stop,Światła LED,Tempomat aktywny,Asystent pasa ruchu,Czujnik martwego pola,Gniazdo AUX,Kamera cofania,Komputer pokładowy,Podgrzewane tylne siedzenia,Poduszki boczne tylne,Szyberdach,Światła przeciwmgielne,Emisja CO2,VAT marża,Gwarancja dealerska (w cenie),Pierwsza rejestracja,Numer rejestracyjny pojazdu,Pierwszy właściciel,Bezwypadkowy,MP3,Relingi dachowe,Hak,Tempomat,Tapicerka welurowa,Leasing,Miesięczna rata,Klimatyzacja manualna,Filtr cząstek stałych,Ogranicznik prędkości,Gniazdo SD,HUD (wyświetlacz przezierny),Światła Xenonowe,Opłata początkowa,Liczba pozostałych rat,Wartość wykupu,Klimatyzacja czterostrefowa,Ogrzewanie postojowe,Uszkodzony,Tuning,Odtwarzacz DVD,Zmieniarka CD,Radio niefabryczne,Akryl (niemetalizowany),Homologacja ciężarowa,lub do (przebieg km),Regulowane zawieszenie,Tuner TV,Okres gwarancji producenta,VIN,Kierownica po prawej (Anglik),Matowy,Zarejestrowany jako zabytek
1420,15900,"16:37, 2 lutego 2021",6081865648,Firmy,Osobowe,Ford,Focus,Mk2 (2004-2011),2009,209 000 km,1 798 cm3,Benzyna,125 KM,Manualna,Na przednie koła,Kombi,5,5,Czarny,Tak,,Niemcy,Tak,Używane,True,True,True,,True,True,,True,True,True,,Tak,True,,,,True,True,,,,True,True,True,,True,,,True,,,True,,,,,,True,,,True,,,True,True,,,,,,,,True,,,,True,,Tak,,11/07/2009,,Tak,Tak,True,True,,,,,,True,,,,,,,,,,,,,,,True,,,,,,,,,,
1421,8900,"16:37, 2 lutego 2021",6080479942,Firmy,Osobowe,Ford,C-MAX,I (2003-2010),2006,253 000 km,2 000 cm3,Benzyna+CNG,145 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Srebrny,,,,,Używane,True,True,True,True,True,True,True,True,True,True,,Tak,True,True,True,,True,True,True,,True,True,True,,,,,,,,,True,True,True,,,,True,,,True,True,,True,True,,,,,,,,True,,True,,True,,Tak,,,,Tak,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,14900,"16:36, 2 lutego 2021",6081865877,Firmy,Osobowe,Ford,Focus,Mk2 (2004-2011),2010,172 000 km,1 596 cm3,Benzyna,100 KM,Manualna,Na przednie koła,Kompakt,3,5,Czarny,,,,Tak,Używane,True,True,True,,True,True,True,True,True,True,1.6 16V,Tak,,,,True,True,True,,,,,True,True,True,,,,,True,,True,True,,,,,True,,,True,,,,True,,,,,,,,True,,,,True,159 g/km,Tak,,,,Tak,Tak,True,,,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1423,48900,"16:36, 2 lutego 2021",6081498389,Firmy,Osobowe,Ford,Focus,Mk3 (2010-),2017,22 000 km,1 500 cm3,Diesel,120 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Szary,Tak,,,Tak,Używane,True,True,True,,True,True,True,True,True,True,,Tak,True,,,True,True,True,True,,,True,True,True,True,True,,Tak,True,True,,True,True,,True,True,,True,,,True,,,,True,,True,,,,,,True,,True,,True,,,,,,,Tak,True,,,True,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,
1424,3400,"16:36, 2 lutego 2021",6081263947,Osoby prywatnej,Osobowe,Ford,Mondeo,Mk3 (2000-2006),2003,213 000 km,1 998 cm3,Diesel,115 KM,Manualna,Na przednie koła,Sedan,5,5,Srebrny,,,,,Używane,True,True,True,,True,True,True,True,True,True,,Tak,True,,True,,True,True,,True,True,True,True,True,,,,,True,,,True,,True,,,,,,True,True,True,,,,,,,,,,,True,,,,,,,,14/11/2003,TOS4G02,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425,17900,"16:36, 2 lutego 2021",6081558280,Osoby prywatnej,Osobowe,Ford,Mondeo,Mk4 (2007-2014),2009,212 000 km,1 997 cm3,Diesel,140 KM,Automatyczna,Na przednie koła,Kombi,5,5,Biały,,,,,Używane,True,True,,,,True,True,,True,True,2.0 TDCi,,True,True,True,,,,True,True,True,True,True,,,True,,,,True,,,True,,,,,,,,True,,,,True,,,,,,,,True,,,,True,147 g/km,,,06/10/2009,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,53900,"16:35, 2 lutego 2021",6081263904,Osoby prywatnej,Osobowe,Ford,Kuga,II (2012-),2014,123 000 km,1 997 cm3,Diesel,140 KM,Manualna,Na przednie koła,SUV,5,5,Biały,,,Belgia,Tak,Używane,True,True,True,,True,True,True,True,True,True,2.0 TDCi FWD Titanium Plus,Tak,True,True,True,True,True,True,True,,True,True,True,True,True,True,,,True,True,,True,True,True,True,True,True,True,True,True,True,True,,True,True,,,,,,True,,True,,True,,True,,,,,,Tak,Tak,True,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,28900,"16:34, 2 lutego 2021",6081865809,Firmy,Osobowe,Ford,Focus,Mk3 (2010-),2014,110 000 km,998 cm3,Benzyna,125 KM,Manualna,Na przednie koła,Kompakt,5,5,Czarny,Tak,,Francja,Tak,Używane,True,True,True,True,True,True,True,True,True,True,1.0 EcoBoost Start-Stopp-System,Tak,True,,True,True,,True,True,,True,True,True,True,,,,,True,True,,,True,True,True,True,,True,,True,,True,,,True,,,,,,True,,True,,,,True,114 g/km,Tak,,,,,Tak,True,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,46740,"16:33, 2 lutego 2021",6081263876,Osoby prywatnej,Osobowe,Ford,Transit,VII (2013-),2014,175 100 km,2 198 cm3,Diesel,125 KM,Manualna,Na przednie koła,SUV,5,3,Żółty,,Tak,,,Używane,True,True,,,,True,True,True,True,True,,,,,,,True,True,,,,True,True,True,True,,,Tak,True,True,,,True,,,True,,True,,,True,,,,,,True,,,True,,,True,,,,True,,,,,EL6V391,Tak,Tak,,,True,True,,,,True,,True,,,,,,,,,,,,,,Tak,Tak,,,,,,,,
1429,18500,"16:33, 2 lutego 2021",6081498241,Firmy,Osobowe,Ford,Fiesta,Mk7 (2008-),2009,149 000 km,1 388 cm3,Benzyna,96 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Srebrny,Tak,,,,Używane,True,True,True,True,True,True,True,True,True,True,1.4 Silver X,Tak,True,,,True,True,,,,,True,True,,True,,,,,True,,True,,True,,True,,,,True,,,,True,True,,,,,,True,,True,,True,,True,133 g/km,Tak,,11/12/2009,,Tak,,True,,,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1430,237610,"16:33, 2 lutego 2021",6075864969,Firmy,Osobowe,Ford,Mustang,,2019,1 000 km,4 951 cm3,Benzyna,460 KM,Manualna,Na tylne koła,Coupe,3,4,Czarny,Tak,Tak,,,Używane,,,,,,,,,,,5.0 V8 Bullitt,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431,139900,"16:32, 2 lutego 2021",6081865718,Osoby prywatnej,Osobowe,Ford,S-Max,II (2015-),2019,36 500 km,1 998 cm3,Diesel,240 KM,Automatyczna,Na przednie koła,Minivan,5,7,Czarny,,Tak,Niemcy,Tak,Używane,True,True,True,True,True,True,True,True,True,True,2.0 EcoBlue Bi-Turbo,Tak,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,Tak,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,,,,True,154 g/km,,,18/06/2019,,,Tak,True,,True,True,,,,,Tak,,True,,,,,,,,,,,,,,,,,,18/06/2021,,,,
1432,29900,"16:32, 2 lutego 2021",6081678663,Firmy,Osobowe,Ford,Focus,Mk3 (2010-),2015,205 000 km,1 498 cm3,Diesel,120 KM,Manualna,Na przednie koła,Kombi,5,5,Biały,Tak,Tak,Niemcy,Tak,Używane,True,True,True,,True,True,True,True,True,True,,,,,,True,True,True,True,,,True,True,True,True,True,,,True,True,,True,True,True,True,,,,,True,,,,True,True,,,,,,True,,True,,,,True,,,,,,Tak,Tak,True,,,True,True,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,
1433,14900,"16:32, 2 lutego 2021",6081865721,Firmy,Osobowe,Ford,Focus,Mk2 (2004-2011),2008,243 000 km,1 997 cm3,Diesel,136 KM,Manualna,Na przednie koła,Coupe,2,4,Brązowy,Tak,,,,Używane,True,True,True,,True,True,True,True,True,True,Coupe-Cabriolet 2.0 TDCi DPF,Tak,True,,True,True,,,True,,,,True,,,,,Tak,,,,,,,,,,,,True,True,,,True,,,,,,,True,,True,,,,,156 g/km,Tak,,12/06/2008,EPA15070,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1434,29900,"16:32, 2 lutego 2021",6081263587,Firmy,Osobowe,Ford,S-Max,I (2006-2015),2012,204 000 km,1 997 cm3,Diesel,163 KM,Manualna,Na przednie koła,Minivan,5,5,Srebrny,Tak,,Belgia,Tak,Używane,True,True,True,,True,True,True,True,True,True,2.0 TDCi DPF Trend,Tak,True,True,True,True,True,True,True,,True,True,True,True,True,True,,,True,True,,True,True,True,True,,,,,True,True,True,,,True,,,,,,True,,True,,,,True,152 g/km,Tak,,29/05/2012,1HKD281,,,True,,,True,,,,,Tak,True,True,,,,,,,,,,,,,,,,,,,,,,
1435,58900,"16:32, 2 lutego 2021",6078546542,Firmy,Osobowe,Ford,Mondeo,Mk5 (2014-),2015,147 199 km,1 997 cm3,Diesel,150 KM,Manualna,Na przednie koła,Sedan,5,5,Czarny,Tak,Tak,Polska,Tak,Używane,True,True,True,,True,True,True,True,True,True,2.0 TDCi Titanium,Tak,True,True,True,True,True,True,True,,,True,True,True,True,True,,Tak,,True,,True,True,True,,True,,True,True,True,True,True,,True,True,True,True,,,,True,,True,,,,True,,,,,WE313LK,Tak,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436,41500,"16:31, 2 lutego 2021",6077548666,Osoby prywatnej,Osobowe,Ford,Focus,Mk3 (2010-),2018,57 307 km,1 999 cm3,Benzyna,169 KM,Automatyczna,Na przednie koła,Kompakt,5,5,Czarny,,Tak,Stany Zjednoczone,,Używane,True,True,True,,True,True,True,True,True,True,,,True,,True,,,True,,,True,True,True,True,True,,,,True,True,,,,True,,,,True,,,True,,,True,,,,,,,,True,,,,,,,,,,,,,,,,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1437,19200,"16:31, 2 lutego 2021",6081558220,Osoby prywatnej,Osobowe,Ford,Mondeo,Mk4 (2007-2014),2012,346 666 km,1 560 cm3,Diesel,115 KM,Manualna,Na przednie koła,Kombi,5,5,Srebrny,,,Niemcy,,Używane,True,True,True,,True,True,True,True,True,True,1.6 TDCi,Tak,True,True,True,,True,True,True,True,True,True,True,True,True,True,,Tak,True,True,,True,,,True,,,,,,True,True,,True,True,,,,,,True,,True,,,,True,129 g/km,,,,,,Tak,True,True,True,True,True,,,,,True,,,,,,,,,,,True,True,,,,,,,,,,,
1438,11499,"16:31, 2 lutego 2021",6080712929,Osoby prywatnej,Osobowe,Ford,Mondeo,Mk4 (2007-2014),2008,342 500 km,1 753 cm3,Diesel,125 KM,Manualna,Na przednie koła,Kombi,5,5,Czerwony,Tak,,Dania,,Używane,True,True,True,,True,True,True,True,True,True,1.8 TDCi Trend,,True,,True,True,True,,,,True,True,True,,,,,Tak,True,,,True,True,True,,,,True,,,True,True,,True,,,,,,,True,,True,,,,True,154 g/km,Tak,,26/02/2008,RZE40087,,Tak,True,True,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1439,39900,"16:28, 2 lutego 2021",6081321517,Firmy,Osobowe,Ford,Tourneo Courier,,2018,97 000 km,998 cm3,Benzyna,100 KM,Manualna,Na przednie koła,Minivan,5,5,Niebieski,Tak,Tak,Polska,Tak,Używane,True,True,True,,,True,True,True,True,True,1.0 EcoBoost Trend,,,,,True,True,,,,,True,True,,True,,,Tak,True,True,,,,,,,,True,,,True,,,,True,,,,,,,,True,,,,True,131 g/km,,,20/11/2018,WE153UU,Tak,Tak,,True,,True,,Tak,,True,,True,,,,,,,,,,,,,,,,,,,,,,,
1440,29999,"16:26, 2 lutego 2021",6079534505,Firmy,Osobowe,Ford,C-MAX,II (2010-),2013,139 417 km,998 cm3,Benzyna,125 KM,Manualna,Na przednie koła,Minivan,5,5,Czarny,Tak,,Niemcy,Tak,Używane,True,True,True,,True,True,True,True,True,True,,Tak,True,True,True,True,True,True,True,,True,True,True,,True,,,,True,True,,True,True,,,True,,,,,True,True,,True,True,True,,,,,True,,True,,,,True,,Tak,,18/03/2013,,Tak,Tak,True,,,True,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1441,26600,"16:26, 2 lutego 2021",6081171853,Firmy,Osobowe,Ford,Focus,Mk3 (2010-),2013,171 129 km,1 560 cm3,Diesel,95 KM,Manualna,Na przednie koła,Kombi,5,5,Srebrny,,,Polska,,Używane,True,True,True,,True,True,True,True,True,True,1.6 TDCi Trend,,,,,True,True,True,,,,True,True,,True,,,Tak,,True,,True,True,,,True,,True,,,True,,,,,,,,,,True,,True,,,,,109 g/km,Tak,,27/03/2013,EL232PT,,,True,,,,True,,,True,Tak,,,,,,,,,,,,,,,Tak,,,,,,,,,
1442,37800,"16:26, 2 lutego 2021",6079352286,Firmy,Osobowe,Ford,Ka+,,2018,41 000 km,1 197 cm3,Benzyna,85 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Czarny,,,Polska,Tak,Używane,True,True,True,,,True,True,True,True,True,,,True,,,True,,,,,,True,True,,True,,,Tak,,True,,,,,,True,,,,,True,,,,,True,,,,,,,True,,,,True,,Tak,,28/09/2018,,,Tak,,,,True,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,
1443,22800,"16:25, 2 lutego 2021",6080897069,Osoby prywatnej,Osobowe,Ford,Focus,Mk3 (2010-),2012,193 000 km,999 cm3,Benzyna,125 KM,Manualna,Na przednie koła,Kombi,5,5,Inny kolor,,,Niemcy,Tak,Używane,True,True,True,True,True,True,True,True,True,True,1.0 EcoBoost Titanium,,True,,True,True,True,True,,,True,True,True,True,True,True,,,True,True,,True,True,True,,True,,True,,True,True,True,,True,True,True,True,,,,True,True,True,,True,,True,117 g/km,,,,,Tak,Tak,True,True,True,True,True,,,,,,True,,True,,,,,,,,True,,,,,,,,,,,,
1444,12999,"16:25, 2 lutego 2021",6081263690,Osoby prywatnej,Osobowe,Ford,Mondeo,Mk4 (2007-2014),2007,250 000 km,1 997 cm3,Diesel,130 KM,Manualna,,Kombi,5,,Czarny,,,,,Używane,True,True,True,True,True,True,True,True,True,True,,Tak,True,,True,True,True,,True,True,True,True,True,,,,,,True,,,,True,True,True,True,,True,,True,True,,,True,True,,,,,,,,True,,True,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1445,9997,"16:24, 2 lutego 2021",6075184311,Firmy,Osobowe,Ford,Mondeo,Mk3 (2000-2006),2006,178 000 km,1 800 cm3,Benzyna,125 KM,Manualna,Na przednie koła,Sedan,4,5,Szary,,,,Tak,Używane,True,True,True,,True,True,True,True,True,True,,Tak,True,,True,True,True,True,True,True,True,True,True,,,True,,,True,,,True,True,,,,True,True,,True,True,,,True,True,,,,,,True,,True,,True,,True,4 g/km,Tak,,,,Tak,Tak,True,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1446,15700,"16:24, 2 lutego 2021",6080792112,Osoby prywatnej,Osobowe,Ford,Fiesta,Mk7 (2008-),2008,134 500 km,1 242 cm3,Benzyna,60 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Srebrny,,,Polska,,Używane,True,True,,,True,True,True,True,True,True,1.25 Ambiente,Tak,True,,,,,,,,,,True,,,,,Tak,,True,,,,,,,,True,,,True,,,,,,,,,,True,,True,,,,,128 g/km,,,29/12/2008,PKE29VG,Tak,Tak,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1447,32800,"16:24, 2 lutego 2021",6066517533,Firmy,Osobowe,Ford,C-MAX,II (2010-),2014,200 000 km,1 560 cm3,Diesel,115 KM,Manualna,Na przednie koła,Minivan,5,5,Brązowy,,,Niemcy,Tak,Używane,True,True,True,True,True,True,True,True,True,True,1.6 TDCi Titanium,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Tak,Tak,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,True,True,True,,True,,True,119 g/km,,,,,Tak,Tak,True,True,True,True,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,Tak,,
1448,37900,"16:23, 2 lutego 2021",6081495922,Osoby prywatnej,Osobowe,Ford,Tourneo Connect,II (2013-),2015,182 031 km,1 499 cm3,Diesel,120 KM,Manualna,Na przednie koła,Minivan,5,7,Biały,,,Niemcy,Tak,Używane,True,True,True,,True,True,True,True,True,True,Grand 1.5 TDCi Start/Stop,Tak,,,,True,True,,,,True,True,True,True,,,Tak,,,,,,,,,,,True,,True,True,True,,,True,,,,,,True,True,True,,True,,True,119 g/km,,,,,,Tak,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449,45900,"16:23, 2 lutego 2021",6081865391,Firmy,Osobowe,Ford,C-MAX,II (2010-),2016,90 314 km,1 997 cm3,Diesel,150 KM,Automatyczna,Na przednie koła,Minivan,,,Szary,,,,,Używane,True,True,True,True,True,True,True,True,True,True,,,True,,True,True,,True,True,True,True,True,True,True,True,True,,,True,True,,True,,True,True,True,True,True,,True,True,True,,True,True,True,True,,,,True,True,True,,,,True,,,,,,,,True,True,,True,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,
1450,44526,"16:23, 2 lutego 2021",6081263655,Firmy,Osobowe,Ford,Mondeo,Mk5 (2014-),2017,164 505 km,1 997 cm3,Diesel,150 KM,Manualna,Na przednie koła,Kombi,5,5,Srebrny,Tak,Tak,Polska,,Używane,True,True,True,,,True,True,True,True,,2.0 TDCi Silver X (Amb.),Tak,,,,,,,,,,,True,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109 g/km,,,,DW3M787,Tak,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,
1451,28000,"16:23, 2 lutego 2021",6077789066,Osoby prywatnej,Osobowe,Ford,Focus,Mk3 (2010-),2014,155 000 km,1 560 cm3,Diesel,95 KM,Manualna,Na przednie koła,Kombi,5,5,Inny kolor,,,Polska,,Używane,True,True,True,,True,True,True,True,True,True,1.6 TDCi Edition,,,,,True,,,True,,,,True,,True,,,,True,True,,,,,True,True,,True,,,True,,,,True,,,,,,,,True,,,,,109 g/km,,,03/03/2015,,,,True,,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,Tak,
1452,75000,"16:23, 2 lutego 2021",6081321319,Firmy,Osobowe,Ford,Mondeo,Mk5 (2014-),2017,169 546 km,1 997 cm3,Diesel,210 KM,Automatyczna,Na przednie koła,Kombi,5,5,Czarny,Tak,Tak,Niemcy,Tak,Używane,True,True,True,True,True,True,True,True,True,True,Turnier 2.0 TDCi Bi-Turbo PowerShift-Aut,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Tak,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,134 g/km,,,,,,,True,True,True,True,,Tak,,,,True,True,,True,,,,True,True,,,True,True,,,,,,,,,,,
1453,3400,"16:22, 2 lutego 2021",6081558079,Osoby prywatnej,Osobowe,Ford,Mondeo,Mk3 (2000-2006),2002,286 771 km,1 798 cm3,Benzyna,125 KM,Manualna,Na przednie koła,Sedan,5,4,Srebrny,,,,,Używane,True,True,True,,True,,True,True,True,True,,,True,,True,,True,,,,,True,True,,,,,Tak,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,True,,,,22/05/2002,DW1HC27,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1454,60000,"16:22, 2 lutego 2021",6076011555,Osoby prywatnej,Osobowe,Ford,Mondeo,Mk5 (2014-),2014,109 419 km,1 999 cm3,Benzyna,240 KM,Automatyczna,Na przednie koła,Sedan,5,5,Szary,,,,,Używane,True,True,True,True,True,True,True,True,True,True,2.0 T Platinium X Plus (Titanium) MPS6,Tak,True,True,True,,True,True,True,True,True,True,True,True,True,True,,Tak,True,True,,True,True,True,True,,True,True,,True,True,True,True,True,True,,,True,True,True,True,True,True,,True,True,,,Tak,,04/02/2014,,,,True,,,True,,,,,,True,True,,,,,,,True,,,,,,,,,,,,,,,
1455,29900,"16:21, 2 lutego 2021",6078155099,Firmy,Osobowe,Ford,Mercury,,1980,100 000 km,4 942 cm3,Benzyna,162 KM,Automatyczna,,Sedan,5,5,Szary,Tak,,,,Używane,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1456,40900,"16:21, 2 lutego 2021",6080917295,Firmy,Osobowe,Ford,S-Max,I (2006-2015),2010,255 618 km,1 976 cm3,Benzyna,240 KM,Automatyczna,Na przednie koła,Minivan,5,7,Szary,Tak,,Dania,Tak,Używane,True,True,True,True,True,True,,True,True,True,2.0 EcoBoost,,True,True,True,True,True,True,True,,True,True,True,True,,True,Tak,Tak,True,True,,True,,True,True,True,,True,,True,True,True,,True,True,,True,,,,,,True,,True,,True,194 g/km,Tak,,,,,Tak,True,True,True,True,True,,,,,,,,True,,,,,,,,True,,True,,,,,True,,,,,
1457,29900,"16:21, 2 lutego 2021",6081865244,Osoby prywatnej,Osobowe,Ford,Mustang,,1967,999 999 km,4 700 cm3,Benzyna,220 KM,Automatyczna,,Coupe,2,,Inny kolor,Tak,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1458,44612,"16:21, 2 lutego 2021",6081677520,Firmy,Osobowe,Ford,Mondeo,Mk5 (2014-),2015,348 527 km,1 997 cm3,Diesel,150 KM,Manualna,Na przednie koła,Kombi,5,5,Szary,,Tak,,,Używane,True,True,True,,True,True,True,True,True,True,2.0 TDCi Titanium,Tak,True,True,,True,True,,True,,True,True,True,,True,True,,Tak,,True,,,True,,,True,,,,,True,,,,,True,True,,,,True,,True,,,,,109 g/km,,,,EL6L782,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459,16900,"16:21, 2 lutego 2021",6081864276,Firmy,Osobowe,Ford,Mondeo,Mk4 (2007-2014),2007,240 000 km,1 753 cm3,Diesel,125 KM,Manualna,Na przednie koła,Kombi,5,5,Inny kolor,,,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,1.8 TDCi Ambiente,Tak,True,True,True,True,,True,True,,True,True,True,True,,True,,,,True,,,,,,,,True,,True,True,True,,,True,,,,,,True,,True,,True,,True,156 g/km,Tak,,,,,,True,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1460,12500,"16:21, 2 lutego 2021",6081263551,Firmy,Osobowe,Ford,Fiesta,Mk7 (2008-),2009,155 000 km,1 242 cm3,Benzyna,82 KM,Manualna,Na przednie koła,Auta miejskie,3,5,Niebieski,,,,,Używane,True,True,True,,True,True,True,True,True,True,1.25,,,,,True,,,,,,True,True,,,,,,,,,,,,,,,True,,,True,,,,True,,,,,,True,,,,True,,,133 g/km,Tak,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1461,29900,"16:21, 2 lutego 2021",6081865315,Osoby prywatnej,Osobowe,Ford,Grand C-MAX,,2013,148 000 km,1 997 cm3,Diesel,140 KM,Automatyczna,Na przednie koła,Minivan,5,7,Szary,,,,Tak,Używane,True,True,True,,True,True,True,True,True,True,,Tak,True,True,True,True,,True,True,,True,True,True,True,True,True,,Tak,True,True,,True,True,,True,True,,,True,True,True,True,,,True,,,,,,True,,True,,True,,True,,Tak,,12/06/2013,,Tak,,True,True,True,True,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,
1462,8900,"16:21, 2 lutego 2021",6081863626,Firmy,Osobowe,Ford,Fusion,,2008,194 000 km,1 388 cm3,Benzyna,80 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Inny kolor,,,Polska,,Używane,True,,True,,True,True,True,True,True,True,1.4 Ambiente,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1463,14100,"16:21, 2 lutego 2021",6079871813,Osoby prywatnej,Osobowe,Ford,Mondeo,Mk4 (2007-2014),2009,273 000 km,1 997 cm3,Diesel,115 KM,Manualna,Na przednie koła,Kombi,5,5,Szary,,,,,Używane,True,True,True,,True,True,True,True,True,True,2.0 TDCi Ghia,,True,,,,True,True,,,,,True,,,,,,,True,,,,,,,,,,,,True,,True,,,,,,,True,,,,,,,156 g/km,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1464,33900,"16:21, 2 lutego 2021",6080606390,Firmy,Osobowe,Ford,Kuga,I (2008-2012),2012,240 000 km,1 997 cm3,Diesel,140 KM,Manualna,Na przednie koła,SUV,5,5,Srebrny,,,,,Używane,True,True,True,,True,True,True,True,True,True,2.0 TDCi Trend,Tak,True,True,True,True,,,True,,True,True,True,,,,,,True,,,True,True,,True,,,,,,,True,,,True,,,,,,True,,True,,,,True,159 g/km,Tak,,,,,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1465,16200,"16:21, 2 lutego 2021",6081865337,Firmy,Osobowe,Ford,Fiesta,Mk7 (2008-),2012,115 000 km,1 242 cm3,Benzyna,82 KM,Manualna,Na przednie koła,Auta miejskie,3,5,Czarny,,,,,Używane,True,True,True,,,True,True,True,True,True,1.25 Ambiente,Tak,True,,,,,,,,,True,True,,,,,,,,,,,True,True,True,,,,,,,,,,,,,,,True,,,,,,,120 g/km,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
