,price,offer date,ID,Oferta od,Kategoria,Marka pojazdu,Model pojazdu,Generacja,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Typ,Liczba drzwi,Liczba miejsc,Kolor,Możliwość finansowania,Faktura VAT,Kraj pochodzenia,Serwisowany w ASO,Stan,ABS,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Elektrochromatyczne lusterka boczne,CD,Immobilizer,Radio fabryczne,Centralny zamek,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,Wersja,Metalik,Alufelgi,Czujniki parkowania przednie,Elektryczne szyby tylne,Isofix,Podgrzewana przednia szyba,Czujnik deszczu,Czujniki parkowania tylne,Elektrycznie ustawiane fotele,Klimatyzacja automatyczna,Wielofunkcyjna kierownica,Elektryczne szyby przednie,Czujnik zmierzchu,Gniazdo USB,Nawigacja GPS,Perłowy,Zarejestrowany w Polsce,ASR (kontrola trakcji),Bluetooth,Dach panoramiczny,Kurtyny powietrzne,Podgrzewane lusterka boczne,Poduszka powietrzna chroniąca kolana,Przyciemniane szyby,Światła do jazdy dziennej,Tapicerka skórzana,Alarm,Asystent parkowania,Elektrochromatyczne lusterko wsteczne,ESP (stabilizacja toru jazdy),Klimatyzacja dwustrefowa,Łopatki zmiany biegów,Podgrzewane przednie siedzenia,Poduszki boczne przednie,System Start-Stop,Światła LED,Tempomat aktywny,Asystent pasa ruchu,Czujnik martwego pola,Gniazdo AUX,Kamera cofania,Komputer pokładowy,Podgrzewane tylne siedzenia,Poduszki boczne tylne,Szyberdach,Światła przeciwmgielne,Emisja CO2,VAT marża,Gwarancja dealerska (w cenie),Pierwsza rejestracja,Numer rejestracyjny pojazdu,Pierwszy właściciel,Bezwypadkowy,MP3,Relingi dachowe,Hak,Tempomat,Tapicerka welurowa,Leasing,Miesięczna rata,Klimatyzacja manualna,Filtr cząstek stałych,Ogranicznik prędkości,Gniazdo SD,HUD (wyświetlacz przezierny),Światła Xenonowe,Opłata początkowa,Liczba pozostałych rat,Wartość wykupu,Klimatyzacja czterostrefowa,Ogrzewanie postojowe,Uszkodzony,Tuning,Odtwarzacz DVD,Zmieniarka CD,Radio niefabryczne,Akryl (niemetalizowany),Homologacja ciężarowa,lub do (przebieg km),Regulowane zawieszenie,Tuner TV,Okres gwarancji producenta,VIN,Kierownica po prawej (Anglik),Matowy,Zarejestrowany jako zabytek
1375,42900,"17:07, 2 lutego 2021",6079999016,Firmy,Osobowe,Ford,Focus,Mk3 (2010-),2017,105 893 km,1 596 cm3,Benzyna,105 KM,Manualna,Na przednie koła,Kombi,5,5,Niebieski,Tak,Tak,Polska,Tak,Używane,True,True,True,,True,True,True,True,True,True,1.6 Trend,,,,,True,,,True,,,True,True,,True,,,Tak,True,True,,True,,,,True,,,,,True,,,,True,,,,,,,,True,,,,,136 g/km,,,28/06/2017,WE300PV,Tak,,,,,,,Tak,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1376,9700,"17:07, 2 lutego 2021",6080882074,Firmy,Osobowe,Ford,Transit,VI (2006-),2007,173 457 km,2 198 cm3,Diesel,140 KM,Manualna,Na przednie koła,Minivan,5,3,Biały,Tak,,Dania,,Używane,True,,,,,True,True,True,True,True,300 K TDCi,,,,,,,,,,,,True,,,,,,,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,200 g/km,Tak,,,,,,,,True,,True,,,,,,,,,,,,,True,,,,,,Tak,,,,,,,,,
1377,8500,"17:07, 2 lutego 2021",6081172782,Osoby prywatnej,Osobowe,Ford,Focus C-Max,,2006,281 581 km,1 560 cm3,Diesel,109 KM,Manualna,Na przednie koła,Minivan,5,5,Czarny,,,,,Używane,True,True,True,,True,True,True,True,True,True,,,,,,,,,,,,,True,,,,,Tak,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,14/11/2018,KBR9NL5,Tak,Tak,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378,29900,"17:07, 2 lutego 2021",6080385912,Firmy,Osobowe,Ford,Fiesta,Mk7 (2008-),2014,37 000 km,1 242 cm3,Benzyna,60 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Niebieski,Tak,,Niemcy,,Używane,True,True,True,,True,True,True,True,True,True,1.25,Tak,,,,True,,,,,,True,True,,True,,,,,,,True,True,,True,,,True,,,True,,,,True,,,,,,True,,True,,,,,120 g/km,Tak,,01/02/2014,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1379,49900,"17:07, 2 lutego 2021",6073596388,Firmy,Osobowe,Ford,Focus,Mk3 (2010-),2018,49 103 km,1 498 cm3,Diesel,95 KM,Manualna,Na przednie koła,Kompakt,5,5,Czerwony,Tak,Tak,Polska,Tak,Używane,True,True,True,,True,,True,True,True,True,1.5 TDCi Trend,Tak,,,,True,True,,,,,True,True,,True,,,Tak,True,True,,True,True,,,True,,True,,,True,,,,True,,,,,,,,True,,,,,105 g/km,,,20/09/2018,PO3HJ20,Tak,,True,,,,,Tak,,True,,,,,,,,,,,,,,,,,,150 000 km,,,31/07/2021,,,,
1380,13900,"17:07, 2 lutego 2021",6081322707,Firmy,Osobowe,Ford,Fiesta,Mk7 (2008-),2009,171 917 km,1 242 cm3,Benzyna,82 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Czarny,,,Niemcy,Tak,Używane,True,True,True,,True,True,True,True,True,True,1.25 Titanium,Tak,True,,True,True,True,,,,,True,True,True,True,,,,True,True,,True,True,,,,,,,,True,,,,True,,,,,,True,,True,,,,True,133 g/km,Tak,6 miesięcy,25/08/2009,FG-WE161,Tak,Tak,True,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1381,20900,"17:07, 2 lutego 2021",6080030470,Firmy,Osobowe,Ford,Galaxy,Mk2 (2006-2015),2006,229 000 km,1 999 cm3,Benzyna,145 KM,Manualna,Na przednie koła,Minivan,5,7,Szary,,,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,2.0 Ghia,Tak,True,True,True,,True,True,True,,True,,True,True,,,,,True,,,,True,,True,,,True,,True,,True,,True,,,,,,,,,True,,,,True,,Tak,,,,Tak,,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382,38900,"17:05, 2 lutego 2021",6080367046,Firmy,Osobowe,Ford,S-Max,I (2006-2015),2013,166 000 km,1 596 cm3,Benzyna,160 KM,Manualna,Na przednie koła,Minivan,5,7,Biały,,,,Tak,Używane,True,True,True,,True,True,True,True,True,True,,,True,True,True,,True,True,True,True,True,True,True,True,,,,,True,,,,True,True,True,True,,True,,,True,True,,,True,,,,,,True,,True,,True,,True,,,,,,Tak,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383,54900,"17:04, 2 lutego 2021",6081866739,Firmy,Osobowe,Ford,C-MAX,II (2010-),2017,68 283 km,1 498 cm3,Diesel,120 KM,Manualna,Na przednie koła,Minivan,5,5,Szary,Tak,Tak,Polska,,Używane,True,True,True,,,,,,True,True,1.5 TDCi Trend,Tak,True,,True,True,,,True,,,,True,,,,,Tak,,,,True,True,,,,,,,,True,,,True,True,True,,,,,,,True,,,,,,,,25/09/2017,SB4735U,,,,,,,,Tak,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1384,26900,"17:04, 2 lutego 2021",6081322635,Firmy,Osobowe,Ford,S-Max,I (2006-2015),2007,186 000 km,2 521 cm3,Benzyna,220 KM,Manualna,Na przednie koła,Minivan,5,7,Inny kolor,Tak,,Dania,,Używane,True,True,True,True,True,True,True,True,True,True,2.5 Titanium,,True,,True,True,True,True,True,,True,True,True,True,,,,Tak,True,True,,,,True,True,True,True,True,,True,True,True,,True,True,,,,,,True,,True,,True,,True,224 g/km,Tak,,,,,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385,48800,"17:03, 2 lutego 2021",6081866724,Firmy,Osobowe,Ford,Fiesta,Mk8 (2017-),2019,15 000 km,998 cm3,Benzyna,100 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Biały,,,Niemcy,,Używane,True,True,True,True,True,True,True,True,True,True,1.0 EcoBoost GPF Active 2 ASS,Tak,True,,,True,,True,True,,True,,True,True,True,True,,,True,True,,True,True,True,True,True,,True,,True,True,,,True,True,True,,True,True,True,True,,True,,True,,True,97 g/km,Tak,,15/05/2019,,,,True,,,True,True,,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,
1386,118000,"17:03, 2 lutego 2021",6081558542,Osoby prywatnej,Osobowe,Ford,Mustang,,2016,42 000 km,4 951 cm3,Benzyna,450 KM,Manualna,Na tylne koła,Coupe,2,4,Czarny,,,Polska,,Używane,True,True,True,,True,True,True,True,True,True,5.0 V8 GT,,True,,,True,True,True,True,True,True,True,True,True,True,True,,,True,True,,True,,,,True,True,True,,True,,True,,True,True,,,,,,True,True,True,,,,True,285 g/km,,,,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1387,17900,"17:02, 2 lutego 2021",6081866690,Firmy,Osobowe,Ford,C-MAX,II (2010-),2010,202 000 km,1 997 cm3,Diesel,140 KM,Automatyczna,Na przednie koła,Minivan,5,5,Czarny,,,Niemcy,Tak,Używane,True,True,True,True,True,True,True,True,True,True,2.0 TDCi,Tak,True,,,True,True,True,True,,True,True,True,True,,,,,True,True,,True,True,True,True,,,True,,True,True,True,,,,,,,,,True,,True,,True,,True,144 g/km,Tak,,24/06/2010,DWI16,,Tak,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388,19997,"17:02, 2 lutego 2021",6081265110,Osoby prywatnej,Osobowe,Ford,Mondeo,Mk4 (2007-2014),2011,226 000 km,1 560 cm3,Diesel,115 KM,Manualna,Na przednie koła,Kombi,5,5,Srebrny,,,,,Używane,True,True,True,,True,True,True,True,True,True,1.6 TDCi Trend,Tak,,,,,,,True,,True,True,True,,,,,Tak,True,,,True,,,,True,,True,,,True,True,,,True,,True,,,,,,True,,,,True,129 g/km,,,,WMA36073,,Tak,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,28900,"17:00, 2 lutego 2021",6081680152,Firmy,Osobowe,Ford,Focus,Mk3 (2010-),2015,61 000 km,999 cm3,Benzyna,100 KM,Manualna,Na przednie koła,Kompakt,5,5,Inny kolor,Tak,,,,Używane,True,True,True,,,,,True,True,True,1.0 EcoBoost Edition,Tak,,,,,True,,,,,True,True,,,,,Tak,,,,True,,,,True,,,,,True,,,True,,,,,,,,,True,,,,,112 g/km,Tak,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1390,84900,"16:59, 2 lutego 2021",6078965661,Firmy,Osobowe,Ford,Mondeo,Mk5 (2014-),2016,127 323 km,1 997 cm3,Diesel,180 KM,Automatyczna,,Sedan,5,5,Szary,Tak,Tak,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,Vignale 2.0 TDCi PowerShift,Tak,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,Tak,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,,True,,True,True,True,True,,,True,130 g/km,,,,VIGNALE !,Tak,Tak,True,,,True,,Tak,,,,True,True,,True,,,,,,,,True,,,,,,,,,,,,
1391,79948,"16:58, 2 lutego 2021",6080769544,Osoby prywatnej,Osobowe,Ford,Transit Custom,,2018,104 500 km,1 996 cm3,Diesel,130 KM,Manualna,Na przednie koła,Minivan,4,3,Biały,Tak,Tak,Polska,Tak,Używane,True,True,True,True,,True,True,True,True,True,,Tak,,True,,True,True,True,True,,,True,True,True,,,,Tak,True,True,,,True,,,True,,True,,,True,,,,True,,,,,,True,,True,,,,True,163 g/km,,,23/11/2018,,Tak,Tak,,,,True,,,,True,,,,,True,,,,,,,,,,,,,,,,23/11/2028,,,,
1392,13900,"16:55, 2 lutego 2021",6077044517,Osoby prywatnej,Osobowe,Ford,KA,II (2008-2018),2012,85 000 km,1 242 cm3,Benzyna,69 KM,Manualna,Na przednie koła,Auta miejskie,3,4,Czerwony,Tak,,Francja,,Używane,True,True,True,,True,True,True,True,True,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1393,59900,"16:55, 2 lutego 2021",6080855706,Osoby prywatnej,Osobowe,Ford,Mondeo,Mk5 (2014-),2017,205 000 km,1 997 cm3,Diesel,150 KM,Manualna,Na przednie koła,Kombi,5,5,Czarny,Tak,,Niemcy,,Używane,True,True,True,True,True,True,True,True,True,True,2.0 TDCi Titanium,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,,True,117 g/km,Tak,,,,,Tak,True,True,,True,True,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,
1394,44900,"16:55, 2 lutego 2021",6075899178,Firmy,Osobowe,Ford,C-MAX,II (2010-),2014,160 000 km,1 999 cm3,Hybryda,190 KM,Automatyczna,Na przednie koła,Minivan,5,5,Szary,Tak,,Stany Zjednoczone,Tak,Używane,True,True,True,True,True,True,True,True,True,True,,Tak,True,True,True,True,,True,True,True,,True,True,True,True,True,Tak,Tak,True,True,,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,,,True,,True,True,True,,True,,True,,Tak,,,,Tak,,True,,,True,,,,,,True,True,,,,,,,,,,True,True,,,,,,,,,,,
1395,45900,"16:55, 2 lutego 2021",6053771306,Firmy,Osobowe,Ford,Focus,Mk3 (2010-),2015,94 000 km,1 498 cm3,Diesel,120 KM,Manualna,Na przednie koła,Kombi,5,5,Srebrny,Tak,Tak,Polska,Tak,Używane,True,True,True,True,True,True,True,True,True,True,1.5 TDCi Gold X,Tak,True,,True,True,True,True,True,,True,True,True,True,True,,Tak,Tak,True,True,,True,True,True,True,True,,True,,,True,True,,True,True,True,True,,,,True,,True,,True,,True,,,36 miesięcy,05/11/2015,IDEAŁ NIE LAKIEROWANY,Tak,Tak,True,,,,,Tak,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1396,2100,"16:54, 2 lutego 2021",6081263783,Osoby prywatnej,Osobowe,Ford,Puma,,1999,196 276 km,1 388 cm3,Benzyna,90 KM,Manualna,Na przednie koła,Kompakt,3,4,Zielony,,,,,Używane,True,,True,,True,,True,,True,True,1.4 EFI,,,,,,,,,,,,True,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/07/2013,WR1325W,,Tak,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1397,56900,"16:53, 2 lutego 2021",6079259980,Firmy,Osobowe,Ford,Focus,Mk3 (2010-),2015,140 000 km,1 498 cm3,Benzyna,182 KM,Automatyczna,Na przednie koła,Kompakt,5,5,Beżowy,Tak,Tak,Polska,Tak,Używane,True,True,True,,,True,True,True,True,True,,Tak,True,,True,True,True,True,True,,True,True,True,True,True,,Tak,Tak,True,True,,True,True,True,True,True,,True,,True,True,True,True,,True,True,True,,,,True,,True,,,,True,,,36 miesięcy,15/05/2015,Moc 182KM AUTOMAT Titanium,Tak,Tak,True,,,True,,Tak,,,,True,True,,True,,,,,,,,,,,,,,,,,,,,
1398,32700,"16:52, 2 lutego 2021",6081257503,Firmy,Osobowe,Ford,Focus,Mk3 (2010-),2014,120 000 km,1 997 cm3,Diesel,140 KM,Automatyczna,Na przednie koła,Kombi,5,5,Szary,Tak,,Niemcy,Tak,Używane,True,True,True,,True,True,True,True,True,True,2.0 TDCi Gold X (Edition Start) MPS6,Tak,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,Tak,True,True,,True,True,,,True,True,True,True,True,True,True,,True,True,,,,,,True,True,True,,,,True,139 g/km,Tak,,16/06/2014,,Tak,Tak,True,True,,True,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399,18900,"16:52, 2 lutego 2021",6081558435,Osoby prywatnej,Osobowe,Ford,Fiesta,Mk7 (2008-),2012,150 000 km,1 242 cm3,Benzyna,82 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Brązowy,,,Niemcy,Tak,Używane,True,True,True,,True,True,True,True,True,True,1.25 Titanium,Tak,,,,,True,,,,True,True,True,,,,,,,True,,True,True,,,,,True,,True,True,,,True,True,,,,,,,,True,,,,True,120 g/km,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,31500,"16:52, 2 lutego 2021",6081558440,Osoby prywatnej,Osobowe,Ford,Kuga,II (2012-),2014,98 000 km,1 997 cm3,Diesel,180 KM,Manualna,4x4 (dołączany ręcznie),SUV,5,5,Inny kolor,,,Niemcy,Tak,Używane,True,True,True,,True,True,True,True,True,True,2.0 TDCi 4WD Titanium,Tak,True,True,,True,,True,True,,True,True,True,True,True,True,,,True,True,,True,,,,True,True,,True,,True,,,True,True,True,,,True,,True,,True,,True,,True,135 g/km,,,10/11/2014,,,,,True,True,True,True,,,,,,True,,,,,,,,Tak,,,,,,,,,,,,,,
1401,38007,"16:51, 2 lutego 2021",6079259571,Firmy,Osobowe,Ford,Focus,Mk3 (2010-),2017,136 000 km,1 596 cm3,Benzyna+LPG,105 KM,Manualna,Na przednie koła,Sedan,5,5,Niebieski,Tak,Tak,Polska,Tak,Używane,True,True,True,True,True,True,True,True,True,True,1.6 Trend,Tak,,,,True,,True,,,,True,True,True,True,,,Tak,True,,,True,True,True,,,,True,,True,True,,,,True,,,,,,True,,True,,True,,True,,,,,,Tak,Tak,True,,,,True,Tak,,True,,,True,,,,,,,,,,,,,,,,,,,,,,
1402,39900,"16:51, 2 lutego 2021",6080383512,Firmy,Osobowe,Ford,Focus,Mk3 (2010-),2016,96 120 km,1 596 cm3,Benzyna,105 KM,Manualna,Na przednie koła,Kompakt,5,5,Srebrny,Tak,Tak,Polska,Tak,Używane,True,True,True,,True,True,True,True,True,True,1.6 Trend,Tak,,,,True,,,True,,,True,True,,True,,,Tak,True,,,True,,,,True,,,,,True,,,,True,,,,,,,,True,,,,,136 g/km,,,20/05/2016,PO2FG11,,Tak,True,,,,,Tak,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1403,24990,"16:51, 2 lutego 2021",6079268364,Firmy,Osobowe,Ford,Mondeo,Mk4 (2007-2014),2007,102 000 km,2 000 cm3,Benzyna,140 KM,Manualna,Na przednie koła,Sedan,5,5,Inny kolor,,,,Tak,Używane,True,True,True,,True,True,True,True,True,True,,Tak,True,True,True,True,,,True,,True,True,True,,,,,,True,,,True,,,,,,,,,True,True,,True,True,,,,,,,,True,,True,,True,,Tak,,,,Tak,Tak,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404,36900,"16:50, 2 lutego 2021",6081866293,Firmy,Osobowe,Ford,Kuga,I (2008-2012),2010,134 302 km,1 997 cm3,Diesel,136 KM,Manualna,Na przednie koła,SUV,5,5,Czarny,Tak,,Belgia,Tak,Używane,True,True,True,,True,True,True,True,True,True,,Tak,True,,True,True,,True,True,,True,True,True,True,,,,Tak,,,,,,,True,True,True,,,,True,True,,True,True,,,,,,,,True,,,,True,,Tak,15 miesięcy,27/10/2010,,,Tak,,True,True,True,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405,31800,"16:50, 2 lutego 2021",6079732436,Osoby prywatnej,Osobowe,Ford,Fiesta,Mk7 (2008-),2017,47 000 km,1 242 cm3,Benzyna,82 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Złoty,Tak,,Niemcy,,Używane,True,True,True,,True,True,True,True,True,True,1.25 Gold X EU6,Tak,,,,True,True,True,,,,True,True,True,True,,Tak,,True,True,,True,True,True,,True,,True,,True,True,,,,,,,,,,True,,True,,,,,,Tak,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1406,13300,"16:49, 2 lutego 2021",6081558408,Osoby prywatnej,Osobowe,Ford,Mondeo,Mk4 (2007-2014),2007,220 000 km,1 753 cm3,Diesel,125 KM,Manualna,Na przednie koła,Kombi,5,5,Niebieski,,,,,Używane,True,True,True,,True,True,True,True,True,True,1.8 TDCi Ambiente,,True,,,True,True,,True,,True,True,True,,,True,,,True,,,True,True,,,,,True,,True,,,,,True,,,,,,,,True,,,,True,156 g/km,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1407,62500,"16:48, 2 lutego 2021",6079892461,Firmy,Osobowe,Ford,Kuga,II (2012-),2015,102 717 km,1 499 cm3,Benzyna,150 KM,Manualna,Na przednie koła,SUV,5,5,Złoty,,,Polska,Tak,Używane,True,True,True,,True,True,True,True,True,True,1.5 EcoBoost FWD Titanium ASS,Tak,True,True,True,True,True,True,True,True,,True,True,True,True,True,,Tak,True,True,,True,True,True,,True,True,,True,True,True,True,,True,True,True,,,,,,,True,,,,,143 g/km,Tak,,,,Tak,,True,,True,True,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1408,136234,"16:47, 2 lutego 2021",6081679525,Firmy,Osobowe,Ford,EDGE,,2017,109 415 km,1 997 cm3,Diesel,210 KM,Automatyczna,4x4 (stały),SUV,5,5,Bordowy,,Tak,,,Używane,True,True,True,,True,True,True,True,True,True,,Tak,,True,True,,,True,True,,True,True,True,True,True,True,,Tak,True,True,,,,,,True,,,,,True,,,,,,True,,,,,,True,,,,,,,,,GD494PX,,,True,,,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1409,53000,"16:46, 2 lutego 2021",6081172252,Osoby prywatnej,Osobowe,Ford,Fusion,,2016,78 000 km,1 999 cm3,Benzyna,240 KM,Automatyczna,Na przednie koła,Sedan,4,5,Szary,,,Stany Zjednoczone,,Używane,True,True,True,,True,True,True,True,True,True,2.0 EcoBoost Titanium,Tak,True,,True,True,,True,True,True,True,True,True,True,True,True,,Tak,True,True,,True,True,True,,True,True,True,,True,True,True,True,True,True,,True,,,,True,True,True,,True,,True,171 g/km,,,01/01/2016,LUB76546,,,True,,,True,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,
1410,13900,"16:45, 2 lutego 2021",6081866120,Firmy,Osobowe,Ford,Fiesta,Mk7 (2008-),2012,218 000 km,1 388 cm3,Benzyna,96 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Czarny,,,Niemcy,Tak,Używane,True,True,True,,True,True,True,True,True,True,1.4,Tak,,,,True,True,,,,,True,True,,,,,Tak,True,,,,True,,,,,True,,,True,,,True,True,,,,,,,,True,,True,,,,Tak,,,,,Tak,True,,,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1411,25500,"16:45, 2 lutego 2021",6081264511,Osoby prywatnej,Osobowe,Ford,Mondeo,Mk4 (2007-2014),2009,172 652 km,1 999 cm3,Benzyna,145 KM,Manualna,Na przednie koła,Sedan,5,,Srebrny,,,Niemcy,Tak,Używane,True,True,True,True,True,True,True,True,True,True,2.0 Ghia,Tak,True,,True,True,True,True,,True,,True,True,True,True,,Tak,,True,True,,True,True,True,,,,,,True,True,True,,True,True,,,,,,True,,True,,True,,True,,,,,,,Tak,True,,,True,True,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,
1412,15200,"16:45, 2 lutego 2021",6081558332,Osoby prywatnej,Osobowe,Ford,Mondeo,Mk4 (2007-2014),2008,180 500 km,1 596 cm3,Benzyna,125 KM,Manualna,Na przednie koła,Sedan,5,5,Czarny,,,Polska,,Używane,True,,True,,True,True,True,True,True,True,1.6 Ambiente,Tak,True,,,,,True,,,,True,True,,,,,Tak,True,,,,,,,,,True,,,,True,,,,,,,,,,,,,,,,177 g/km,,,05/05/2008,PP9504M,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1413,14900,"16:44, 2 lutego 2021",6080190651,Firmy,Osobowe,Ford,Focus,Mk2 (2004-2011),2010,186 000 km,1 560 cm3,Diesel,110 KM,Manualna,,Kompakt,5,5,Niebieski,Tak,,,Tak,Używane,True,True,True,,True,True,True,True,True,True,,Tak,,,,True,,True,True,,,True,True,,True,,,,True,,,,,,,,,True,,,True,,,,True,,,,,,,,True,,,,True,,Tak,3 miesięcy,,,,Tak,True,True,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1414,11500,"16:44, 2 lutego 2021",6081172245,Osoby prywatnej,Osobowe,Ford,Focus,Mk1 (1998-2004),2002,140 340 km,1 988 cm3,Benzyna,173 KM,Manualna,Na przednie koła,Kompakt,3,5,Szary,,,,,Używane,True,True,True,,True,True,True,True,True,True,ST170,Tak,True,,,True,,,,,True,True,True,,,,,Tak,True,,,,,,,,True,True,,,,,,,,,,,,,True,,,,,,True,,,,,KNS3506K,,Tak,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1415,33500,"16:41, 2 lutego 2021",6081498585,Osoby prywatnej,Osobowe,Ford,Focus,Mk3 (2010-),2012,163 000 km,1 581 cm3,Benzyna,184 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Czarny,,,Niemcy,Tak,Używane,True,True,True,True,True,True,True,True,True,True,,Tak,True,,True,True,True,True,,True,True,True,True,True,,True,Tak,,True,True,,True,True,True,True,True,True,True,,True,True,True,,True,True,True,True,,,,True,,True,,True,,,,,,,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1416,31900,"16:41, 2 lutego 2021",6081264384,Firmy,Osobowe,Ford,Focus,Mk3 (2010-),2017,171 383 km,1 498 cm3,Diesel,95 KM,Manualna,Na przednie koła,Kombi,5,5,Biały,,Tak,Polska,Tak,Używane,True,True,True,,True,,True,True,True,True,,,,,True,True,True,,,,True,True,True,,True,,,Tak,,True,,True,,,,,,,,,True,True,,,True,,,,,,,,True,,,,,,,,21/09/2017,SM89824,Tak,Tak,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1417,52700,"16:40, 2 lutego 2021",6081314429,Firmy,Osobowe,Ford,Mustang,,2018,35 118 km,2 300 cm3,Benzyna,317 KM,Automatyczna,Na tylne koła,Coupe,2,4,Żółty,,,Stany Zjednoczone,,Używane,True,,True,,,True,True,True,True,True,2.3 Eco Boost,Tak,True,True,,True,,True,True,,True,,,True,True,True,Tak,,True,True,,True,True,True,True,True,True,True,True,,True,True,,True,True,,True,True,True,,True,True,,True,True,,,225 g/km,Tak,,,,,,True,,,True,,,,,,True,True,,True,,,,,,Tak,,,,,Tak,,,,,,,,,
1418,34900,"16:38, 2 lutego 2021",6081865900,Firmy,Osobowe,Ford,Focus,Mk3 (2010-),2017,130 000 km,1 500 cm3,Diesel,120 KM,Manualna,Na przednie koła,Kompakt,5,5,Srebrny,Tak,Tak,Polska,Tak,Używane,True,True,True,,True,True,True,True,True,True,,Tak,,,True,,True,,,,,True,True,,,,,Tak,True,True,,,,,,True,,,,,,,,,True,,,,,,True,,True,,,,True,,,,,,Tak,Tak,,,,,,Tak,490 PLN,True,,True,,,,,,,,,,,True,,,,,,,,,,,,
1419,32900,"16:37, 2 lutego 2021",6081264146,Firmy,Osobowe,Ford,Kuga,I (2008-2012),2009,230 977 km,1 997 cm3,Diesel,136 KM,Manualna,Na przednie koła,SUV,5,5,Czarny,Tak,,Niemcy,Tak,Używane,True,True,True,,True,True,True,True,True,True,,Tak,True,,True,True,True,,,,,True,True,,True,True,Tak,,,True,,True,True,,True,,,,,,,,,True,True,,,,,,,,True,,,,True,,Tak,,30/07/2009,,,Tak,True,True,True,True,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,
