,price,offer date,ID,Oferta od,Kategoria,Marka pojazdu,Model pojazdu,Wersja,Generacja,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Typ,Liczba drzwi,Liczba miejsc,Kolor,Metalik,Kraj pochodzenia,Numer rejestracyjny pojazdu,Bezwypadkowy,Serwisowany w ASO,Stan,Klimatyzacja manualna,Emisja CO2,Zarejestrowany w Polsce,Pierwszy właściciel,ABS,Elektryczne szyby przednie,Poduszka powietrzna pasażera,Alarm,ESP (stabilizacja toru jazdy),Podgrzewana przednia szyba,Poduszki boczne przednie,Światła do jazdy dziennej,Tapicerka welurowa,CD,Immobilizer,Radio fabryczne,Bluetooth,Gniazdo AUX,Komputer pokładowy,Podgrzewane lusterka boczne,Poduszki boczne tylne,Światła LED,Tempomat,Centralny zamek,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,Czujniki parkowania tylne,Isofix,Kurtyny powietrzne,Podgrzewane przednie siedzenia,Przyciemniane szyby,Światła przeciwmgielne,Wielofunkcyjna kierownica,VAT marża,Pierwsza rejestracja,Elektrycznie ustawiane lusterka,Poduszka powietrzna chroniąca kolana,Możliwość finansowania,Faktura VAT,Asystent pasa ruchu,Czujniki parkowania przednie,Klimatyzacja automatyczna,Łopatki zmiany biegów,Alufelgi,Czujnik deszczu,Elektryczne szyby tylne,Klimatyzacja dwustrefowa,MP3,System Start-Stop,Asystent parkowania,Czujnik zmierzchu,Elektrochromatyczne lusterko wsteczne,Gniazdo USB,Kamera cofania,Filtr cząstek stałych,Perłowy,Leasing,Hak,Ogranicznik prędkości,Światła Xenonowe,Gniazdo SD,Nawigacja GPS,ASR (kontrola trakcji),Elektrochromatyczne lusterka boczne,Odtwarzacz DVD,Relingi dachowe,Gwarancja dealerska (w cenie),Elektrycznie ustawiane fotele,Czujnik martwego pola,Podgrzewane tylne siedzenia,Tempomat aktywny,Tuner TV,Tapicerka skórzana,Miesięczna rata,Dach panoramiczny,Uszkodzony,Szyberdach,lub do (przebieg km),Klimatyzacja czterostrefowa,Ogrzewanie postojowe,Zmieniarka CD,Akryl (niemetalizowany),Radio niefabryczne,Regulowane zawieszenie,HUD (wyświetlacz przezierny),Matowy,Homologacja ciężarowa,Okres gwarancji producenta,Tuning,Opłata początkowa,Liczba pozostałych rat,Wartość wykupu,Kierownica po prawej (Anglik),Zarejestrowany jako zabytek,VIN
1850,39999,"13:32, 6 lutego 2021",6082061281,Firmy,Osobowe,Ford,Focus,1.5 TDCi Gold X ASS,Mk3 (2010-),2016,91 654 km,1 498 cm3,Diesel,120 KM,Manualna,Na przednie koła,Kombi,5,5,Niebieski,,Polska,,Tak,Tak,Używane,True,,Tak,Tak,True,True,,,True,True,,True,,True,True,True,True,,True,True,,,,True,,True,True,True,,,,True,True,,27/07/2016,True,,Tak,Tak,,,,,,,,,,,,True,,True,,,,Tak,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851,78900,"13:32, 6 lutego 2021",6081588204,Firmy,Osobowe,Ford,Mondeo,2.0 TDCi Edition 4WD PowerShift,Mk4 (2007-2014),2018,141 105 km,1 997 cm3,Diesel,180 KM,Automatyczna,4x4 (dołączany ręcznie),Kombi,5,5,Srebrny,Tak,Polska,PO4GS79,Tak,Tak,Używane,,134 g/km,Tak,Tak,True,True,True,,True,True,True,True,,True,True,True,True,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,,26/07/2018,True,True,Tak,Tak,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,Tak,,True,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1852,349000,"13:31, 6 lutego 2021",6075619417,Firmy,Osobowe,Ford,Mustang,,,1966,4 649 km,4 700 cm3,Benzyna,272 KM,Manualna,Na tylne koła,Kabriolet,2,4,Czerwony,,,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,9900,"13:31, 6 lutego 2021",6080525192,Osoby prywatnej,Osobowe,Ford,Focus,1.6 Ambiente,Mk2 (2004-2011),2007,244 727 km,1 596 cm3,Benzyna,100 KM,Manualna,Na przednie koła,Kompakt,5,5,Niebieski,,,WGRYT91,Tak,,Używane,True,159 g/km,,,True,True,True,True,,,,True,,True,True,True,,True,,,,,,True,True,True,,True,,,,True,True,,07/12/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1854,7900,"13:31, 6 lutego 2021",6074793398,Firmy,Osobowe,Ford,Grand C-MAX,,,2003,297 000 km,1 800 cm3,Benzyna,110 KM,Manualna,Na przednie koła,Minivan,5,5,Szary,Tak,,,Tak,Tak,Używane,True,,Tak,,True,True,True,True,True,True,True,,True,True,True,True,,True,True,True,True,,,True,True,True,,True,True,,,,True,Tak,,True,,Tak,,,,,,,True,True,,True,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1855,79900,"13:30, 6 lutego 2021",6081149961,Firmy,Osobowe,Ford,EDGE,,,2017,35 000 km,1 997 cm3,Benzyna,210 KM,Automatyczna,4x4 (dołączany automatycznie),SUV,5,5,Srebrny,Tak,Stany Zjednoczone,,,,Używane,,177 g/km,Tak,,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,Tak,,True,True,Tak,,,True,True,,True,True,True,True,True,True,,True,True,True,True,,,,,,,True,True,True,True,,,,True,True,,,,True,,,,True,,,,,,,,,,,,,,,,,,
1856,69999,"13:29, 6 lutego 2021",6071881008,Firmy,Osobowe,Ford,Mondeo,2.0 EcoBoost Titanium,,2017,100 000 km,1 999 cm3,Benzyna,240 KM,Automatyczna,Na przednie koła,Sedan,5,5,Czarny,,Stany Zjednoczone,,,Tak,Używane,,,Tak,,True,True,True,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,True,True,True,,True,,True,True,True,True,Tak,,True,True,Tak,,True,,True,,True,,True,True,True,True,,True,True,,True,,,,,,,,True,True,True,,,,True,True,,,,True,,True,,True,,,True,,,,,,,,,,,,,,,
1857,28800,"13:29, 6 lutego 2021",6078259293,Firmy,Osobowe,Ford,Mustang,3.7 V6 Premium,,2014,82 000 km,3 731 cm3,Benzyna,305 KM,Automatyczna,Na tylne koła,Coupe,2,4,Biały,,,,,,Używane,,,Tak,,True,True,True,True,True,,,,,True,True,True,,True,True,True,,,True,True,True,True,,,,,,,True,,01/01/2014,True,,,Tak,,,True,,True,,,,True,,,,,True,,,,,,,,,,True,,,,,True,,,,,True,,,Tak,,,,,,Tak,,,,,,,,,,,,,
1858,22900,"13:28, 6 lutego 2021",6082061243,Firmy,Osobowe,Ford,S-Max,2.0 TDCi Gold X,I (2006-2015),2008,238 150 km,1 997 cm3,Diesel,115 KM,Manualna,Na przednie koła,Minivan,5,7,Biały,,,,Tak,Tak,Używane,,159 g/km,,Tak,True,True,True,,True,True,,,True,True,True,True,,,True,,,,,True,True,True,True,True,,,True,,True,Tak,,True,True,Tak,,,True,True,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,29900,"13:28, 6 lutego 2021",6081254977,Firmy,Osobowe,Ford,Focus,,Mk3 (2010-),2016,199 241 km,1 500 cm3,Diesel,120 KM,Manualna,Na przednie koła,Kombi,5,5,Srebrny,Tak,Polska,GD685LV,,Tak,Używane,,,Tak,Tak,True,True,,,True,,,,,,,,,,True,,,True,True,True,True,,,True,,,,,True,,25/07/2016,,,Tak,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,39150,"13:28, 6 lutego 2021",6081254285,Osoby prywatnej,Osobowe,Ford,Kuga,,I (2008-2012),2011,104 661 km,1 997 cm3,Diesel,163 KM,Automatyczna,4x4 (stały),SUV,5,5,Biały,,Szwajcaria,,,,Używane,True,,,,True,True,True,True,True,True,,,True,True,True,True,,,True,,,,True,True,True,True,True,True,True,,,,True,Tak,31/01/2011,True,,,,,True,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,4500,"13:26, 6 lutego 2021",6080509203,Osoby prywatnej,Osobowe,Ford,Focus,1.8 TDCi FX,Mk2 (2004-2011),2005,350 652 km,1 753 cm3,Diesel,115 KM,Manualna,Na przednie koła,Kombi,5,5,Srebrny,Tak,Niemcy,SKL03251,Tak,,Używane,True,,Tak,,True,True,True,,,True,,,True,True,True,True,True,,True,True,,,,True,True,True,,True,,True,True,,True,,12/01/2006,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,24800,"13:25, 6 lutego 2021",6081556722,Osoby prywatnej,Osobowe,Ford,Galaxy,Mk2 (2006-2015),Mk2 (2006-2015),2011,228 000 km,2 000 cm3,Diesel,140 KM,Manualna,Na przednie koła,Minivan,5,7,Czarny,Tak,Austria,,Tak,Tak,Używane,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,39999,"13:25, 6 lutego 2021",6077484004,Firmy,Osobowe,Ford,Fiesta,ST,Mk7 (2008-),2014,99 000 km,1 596 cm3,Benzyna,182 KM,Manualna,Na przednie koła,Auta miejskie,3,5,Biały,,Niemcy,,Tak,Tak,Używane,True,138 g/km,Tak,Tak,True,True,True,,True,,True,True,True,True,,True,True,True,True,,True,True,True,True,True,True,,True,,,,,True,Tak,,True,True,Tak,,,,,,True,,True,,,,,True,True,True,,,,,,,,,,True,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1864,22900,"13:23, 6 lutego 2021",6078377455,Firmy,Osobowe,Ford,C-MAX,1.6 TDCi Titanium,II (2010-),2011,232 000 km,1 560 cm3,Diesel,115 KM,Manualna,Na przednie koła,Minivan,5,5,Czarny,Tak,Niemcy,,Tak,Tak,Używane,,,,Tak,True,True,True,,True,True,True,True,,True,,True,True,,True,True,,,True,True,True,True,,True,True,,True,True,True,Tak,03/04/2011,True,,Tak,,,,True,,,True,True,True,True,,True,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,23000,"13:23, 6 lutego 2021",6082060985,Osoby prywatnej,Osobowe,Ford,Mondeo,2.0,Mk4 (2007-2014),2008,134 000 km,1 999 cm3,Benzyna,145 KM,Manualna,Na przednie koła,Kombi,4,5,Czarny,,,,,,Używane,,184 g/km,,,True,True,True,,,True,True,,,True,True,True,True,,,,True,,,True,True,True,True,True,,,True,True,True,,16/01/2009,True,True,,,,True,,,True,True,True,True,,,,,True,,,,,,True,,,True,,True,,,True,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1866,91900,"13:23, 6 lutego 2021",6081410758,Firmy,Osobowe,Ford,Mondeo,2.0 EcoBlue Edition,Mk5 (2014-),2019,31 222 km,1 997 cm3,Diesel,150 KM,Manualna,Na przednie koła,Kompakt,5,5,Beżowy,Tak,Polska,WZ0527Y,Tak,Tak,Używane,,,Tak,Tak,True,True,True,True,True,True,True,True,,True,True,True,True,,True,True,,True,True,True,True,True,True,True,True,True,,True,True,,19/09/2019,True,True,Tak,Tak,,True,True,,True,True,True,True,True,True,,True,True,True,True,,,Tak,,True,,,True,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1867,41900,"13:22, 6 lutego 2021",6076414422,Firmy,Osobowe,Ford,Focus,1.6 Trend,Mk3 (2010-),2018,69 833 km,1 596 cm3,Benzyna,105 KM,Manualna,Na przednie koła,Kompakt,5,5,Niebieski,Tak,Polska,RZ1594U,Tak,Tak,Używane,True,136 g/km,Tak,Tak,True,True,True,,True,True,True,True,,True,True,True,True,,True,,,,,True,True,True,,True,True,,,True,True,,23/05/2018,True,,Tak,Tak,,,,,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,200000,"13:22, 6 lutego 2021",6075618246,Firmy,Osobowe,Ford,Mustang,,,1967,329 577 km,4 687 cm3,Benzyna,195 KM,Automatyczna,Na tylne koła,Coupe,2,4,Czarny,,,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,27900,"13:22, 6 lutego 2021",6082058910,Firmy,Osobowe,Ford,C-MAX,2.0 TDCi,II (2010-),2013,143 735 km,1 997 cm3,Diesel,115 KM,Automatyczna,Na przednie koła,Minivan,5,5,Biały,,Niemcy,,,,Używane,,144 g/km,Tak,,True,True,True,,True,True,True,True,,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,Tak,,True,,Tak,,,,True,,True,True,True,True,True,True,,True,,True,,,,,,,,,True,True,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1870,26900,"13:22, 6 lutego 2021",6081410680,Firmy,Osobowe,Ford,Grand C-MAX,,,2011,169 100 km,1 560 cm3,Diesel,90 KM,Manualna,Na przednie koła,Minivan,5,7,Biały,,,,Tak,Tak,Używane,,,Tak,,True,True,True,True,True,True,True,,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,,True,True,True,Tak,,True,,,,,True,True,,True,True,True,,True,,True,True,True,True,,,,,,True,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,49999,"13:21, 6 lutego 2021",6082060318,Firmy,Osobowe,Ford,Focus,1.5 EcoBoost ST-Line Black ASS,Mk3 (2010-),2016,81 000 km,1 499 cm3,Benzyna,182 KM,Manualna,Na przednie koła,Kombi,5,5,Czarny,Tak,Niemcy,,Tak,Tak,Używane,,128 g/km,,Tak,True,True,,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Tak,,True,True,Tak,,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,Tak,,,,True,True,True,True,,,True,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1872,8900,"13:21, 6 lutego 2021",6081585986,Firmy,Osobowe,Ford,C-MAX,,I (2003-2010),2005,217 000 km,1 800 cm3,Benzyna,125 KM,Manualna,Na przednie koła,Minivan,5,5,Niebieski,,,,,Tak,Używane,,,,Tak,True,True,True,True,True,,True,,True,True,True,True,,,True,True,True,,True,True,True,True,True,,True,,,True,,Tak,,True,True,,,,True,True,,True,,,True,True,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,28500,"13:20, 6 lutego 2021",6080889533,Firmy,Osobowe,Ford,Fiesta,,Mk7 (2008-),2014,90 000 km,1 000 cm3,Benzyna,100 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Niebieski,Tak,Niemcy,,Tak,Tak,Używane,,,,Tak,True,True,True,,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,True,Tak,,,True,Tak,,,True,,,True,True,,True,True,True,,,True,True,,,Tak,,,,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,45900,"13:20, 6 lutego 2021",6081255227,Firmy,Osobowe,Ford,Focus,1.6 Trend,Mk3 (2010-),2018,65 000 km,1 596 cm3,Benzyna,105 KM,Manualna,Na przednie koła,Kompakt,5,5,Srebrny,Tak,Polska,,,Tak,Używane,True,136 g/km,Tak,Tak,True,True,True,True,,True,True,True,,True,True,True,,,True,,,,,True,True,True,,True,True,,,,True,,,True,,,Tak,,,,,,,,,True,,,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,76500,"13:20, 6 lutego 2021",6082060789,Osoby prywatnej,Osobowe,Ford,Kuga,2.0 TDCi AWD ST-Line,II (2012-),2017,92 000 km,1 997 cm3,Diesel,150 KM,Automatyczna,4x4 (dołączany ręcznie),SUV,5,5,Czarny,Tak,,,,Tak,Używane,,161 g/km,Tak,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,,,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,Tak,,,True,True,,True,True,True,True,True,True,,,True,True,True,,True,,,,,,True,,,,,,,,,,,,,,,,
1876,21900,"13:20, 6 lutego 2021",6078748171,Osoby prywatnej,Osobowe,Ford,Focus,1.0 EcoBoost Edition,,2013,127 000 km,999 cm3,Benzyna,100 KM,Manualna,,Kombi,5,,Biały,,,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,19900,"13:20, 6 lutego 2021",6080898089,Firmy,Osobowe,Ford,Grand C-MAX,,,2011,189 000 km,1 560 cm3,Diesel,115 KM,Manualna,Na przednie koła,Minivan,5,7,Inny kolor,Tak,Belgia,,,,Używane,True,,,Tak,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,,,True,True,Tak,,True,True,,,,,,,True,True,True,,,True,,True,True,True,,,,,,,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,18900,"13:19, 6 lutego 2021",6081113149,Firmy,Osobowe,Ford,Fiesta,1.25 Ghia,Mk7 (2008-),2009,146 600 km,1 242 cm3,Benzyna,82 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Fioletowy,Tak,Niemcy,KLJ453,,Tak,Używane,,133 g/km,,Tak,True,True,True,,True,,True,,,True,True,True,True,True,True,True,,,True,True,True,True,True,True,,,,True,True,Tak,05/03/2009,True,,Tak,,,True,True,,True,True,,,True,,,True,True,True,,,Tak,,,,,,,,True,,,3 miesięcy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,47000,"13:19, 6 lutego 2021",6078485604,Firmy,Osobowe,Ford,Mondeo,2.0 TDCi Titanium,Mk5 (2014-),2015,201 900 km,1 997 cm3,Diesel,150 KM,Automatyczna,Na przednie koła,Kombi,5,5,Srebrny,Tak,,,Tak,Tak,Używane,,,Tak,Tak,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,Tak,,True,True,Tak,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,18900,"13:19, 6 lutego 2021",6081479519,Osoby prywatnej,Osobowe,Ford,Focus,1.6 TDCi Trend,Mk3 (2010-),2012,186 000 km,1 560 cm3,Diesel,115 KM,Manualna,,Kompakt,4,5,Czarny,,,TK6736S,,Tak,Używane,,109 g/km,Tak,,True,True,True,,True,True,True,,,True,True,True,,True,True,,,,,True,True,True,,True,True,True,,True,True,,10/01/2013,True,,,,,,True,,True,True,,True,True,,,True,True,True,,Tak,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,13500,"13:19, 6 lutego 2021",6080919178,Osoby prywatnej,Osobowe,Ford,S-Max,1.8 TDCi Silver X,I (2006-2015),2008,165 000 km,1 753 cm3,Diesel,125 KM,Manualna,Na przednie koła,Minivan,5,5,Inny kolor,,Niemcy,,Tak,,Używane,,164 g/km,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,26999,"13:19, 6 lutego 2021",6081410532,Osoby prywatnej,Osobowe,Ford,Grand C-MAX,,,2011,117 905 km,1 600 cm3,Benzyna,150 KM,Manualna,,Kombi,5,5,Czarny,Tak,Szwajcaria,,Tak,Tak,Używane,,,Tak,Tak,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,,True,True,,,True,True,,,True,,True,,True,True,True,True,True,True,True,True,True,True,,,Tak,,,,,True,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
1883,14900,"13:18, 6 lutego 2021",6081409218,Firmy,Osobowe,Ford,C-MAX,,I (2003-2010),2007,137 000 km,1 600 cm3,Benzyna,101 KM,Manualna,Na przednie koła,Minivan,5,5,Czarny,Tak,,,,Tak,Używane,,,,,True,True,True,,,True,True,,True,True,True,True,,True,True,True,,,,True,True,True,,True,True,,True,True,True,Tak,,,,,,,,True,,True,,True,True,,,,,,,,,Tak,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884,64999,"13:18, 6 lutego 2021",6081665764,Osoby prywatnej,Osobowe,Ford,Ranger,2.2 TDCi 4x4 DC Limited EU6,,2016,78 483 km,2 198 cm3,Diesel,160 KM,Manualna,4x4 (dołączany ręcznie),SUV,4,5,Czarny,Tak,,,,Tak,Używane,,,,Tak,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Tak,,True,,,,,True,True,,True,True,True,True,True,True,,True,True,True,,,,,True,True,,True,True,True,,,,,True,True,,True,,True,,,Tak,,,,,,,,,,,,,,,,,,,
1885,15900,"13:17, 6 lutego 2021",6081789614,Osoby prywatnej,Osobowe,Ford,Focus,1.6 Ambiente,Mk2 (2004-2011),2010,237 000 km,1 596 cm3,Benzyna,100 KM,Manualna,Na przednie koła,Kompakt,5,5,Biały,,Polska,,Tak,Tak,Używane,True,159 g/km,Tak,,True,True,True,True,,,,True,True,True,True,True,True,,,,,,,True,True,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,
1886,42900,"13:17, 6 lutego 2021",6081666890,Firmy,Osobowe,Ford,Kuga,2.0 TDCi Titanium,I (2008-2012),2011,147 000 km,1 997 cm3,Diesel,140 KM,Manualna,Na przednie koła,SUV,5,5,Srebrny,Tak,,,Tak,Tak,Używane,,,,,True,True,True,,True,,,,,True,True,True,,,True,True,,,True,True,True,True,True,True,True,,,True,True,Tak,,True,,,,,,True,,True,,True,True,True,,,,,,,,Tak,,,,,,,True,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1887,16900,"13:16, 6 lutego 2021",6081343890,Osoby prywatnej,Osobowe,Ford,Focus,2.0 TDCi Sport DPF,Mk2 (2004-2011),2009,225 000 km,1 997 cm3,Diesel,136 KM,Manualna,Na przednie koła,Kompakt,3,,Biały,,Niemcy,,,,Używane,,,Tak,,True,True,True,True,True,,True,,True,True,True,True,,True,True,True,,,,True,True,,,,True,,,,,,,True,,,,,,True,,True,True,,True,,,,True,True,,,Tak,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888,117999,"13:16, 6 lutego 2021",6081084937,Firmy,Osobowe,Ford,Ranger,,,2016,198 000 km,3 198 cm3,Diesel,200 KM,Automatyczna,4x4 (dołączany automatycznie),SUV,4,5,Inny kolor,Tak,Polska,,,,Używane,,,Tak,,True,True,True,,True,True,,,,True,True,True,True,,True,True,,,True,True,True,True,True,True,True,True,,,True,,21/12/2016,True,True,,Tak,,True,True,,True,,,,True,,,,,,True,,,,True,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,25400,"13:16, 6 lutego 2021",6081587178,Firmy,Osobowe,Ford,C-MAX,1.0 EcoBoost Start-Stopp-System,II (2010-),2013,113 979 km,998 cm3,Benzyna,125 KM,Manualna,Na przednie koła,Minivan,5,5,Szary,Tak,Niemcy,,Tak,Tak,Używane,True,117 g/km,,,True,True,True,,True,True,True,,True,,True,True,,True,True,,,,,True,True,True,True,True,True,True,True,,True,Tak,,,,,,,,,,,,True,,,True,,,True,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890,17300,"13:16, 6 lutego 2021",6080761505,Firmy,Osobowe,Ford,Focus,1.6 Silver X,Mk2 (2004-2011),2009,190 000 km,1 596 cm3,Benzyna,115 KM,Manualna,Na przednie koła,Kompakt,5,5,Czarny,Tak,Niemcy,,,Tak,Używane,,157 g/km,,Tak,True,True,True,,True,True,True,,,True,True,True,,True,,True,,,,True,True,True,,True,True,,,True,,Tak,,True,True,Tak,,,,,,True,True,True,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,20900,"13:16, 6 lutego 2021",6080689158,Firmy,Osobowe,Ford,S-Max,2.0 TDCi Gold X,I (2006-2015),2008,292 000 km,1 997 cm3,Diesel,140 KM,Manualna,Na przednie koła,Minivan,5,7,Czarny,Tak,Niemcy,,Tak,,Używane,,169 g/km,,Tak,True,True,True,,True,True,True,,,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,Tak,,True,True,Tak,,,True,True,,True,True,True,True,True,,,True,True,,,,,,,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892,26700,"13:16, 6 lutego 2021",6081015897,Firmy,Osobowe,Ford,Mondeo,2.2 TDCi Titanium X,Mk4 (2007-2014),2008,174 914 km,2 179 cm3,Diesel,175 KM,Manualna,Na przednie koła,Kombi,5,5,Szary,Tak,Niemcy,,Tak,Tak,Używane,,165 g/km,Tak,Tak,True,True,True,True,True,,,,True,True,True,True,True,True,True,True,,,True,True,True,True,,True,True,True,True,True,True,Tak,01/06/2008,True,,Tak,,,,True,,True,True,True,True,True,True,,True,True,True,True,Tak,Tak,,,,True,True,True,True,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1893,145900,"13:15, 6 lutego 2021",6082060826,Firmy,Osobowe,Ford,Kuga,,III (2019 - ),2020,5 km,1 995 cm3,Diesel,190 KM,Automatyczna,4x4 (dołączany automatycznie),SUV,5,5,Biały,Tak,Polska,,Tak,,Używane,,,,,True,True,True,,True,True,True,True,,,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,,Tak,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,True,,,True,,,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,,
1894,58900,"13:15, 6 lutego 2021",6081788887,Firmy,Osobowe,Ford,Mondeo,,Mk5 (2014-),2016,65 000 km,1 997 cm3,Diesel,150 KM,Manualna,Na przednie koła,Sedan,5,5,Czarny,Tak,Polska,WB1154N,Tak,Tak,Używane,,125 g/km,Tak,Tak,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,True,True,True,True,True,True,,,True,True,,22/08/2016,True,,Tak,Tak,,True,True,,True,,True,True,True,True,True,True,True,True,,,,Tak,,,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1895,19500,"13:15, 6 lutego 2021",6080163776,Firmy,Osobowe,Ford,Mondeo,2.0 TDCi Titanium X,Mk4 (2007-2014),2009,248 000 km,1 997 cm3,Diesel,140 KM,Manualna,Na przednie koła,Kombi,5,5,Szary,Tak,Niemcy,,Tak,Tak,Używane,,156 g/km,,Tak,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,Tak,,True,True,Tak,Tak,,True,True,,True,True,True,True,True,,True,True,True,True,,Tak,Tak,Tak,True,,True,,True,True,True,True,True,,True,,,,,,,,,True,,,True,,,,True,,,,,,,,,,,
