,price,offer date,ID,Oferta od,Kategoria,Marka pojazdu,Model pojazdu,Wersja,Generacja,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Emisja CO2,Filtr cząstek stałych,Typ,Liczba drzwi,Liczba miejsc,Kolor,Akryl (niemetalizowany),Zarejestrowany w Polsce,Stan,ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,Bluetooth,Czujniki parkowania tylne,Gniazdo AUX,Klimatyzacja dwustrefowa,Podgrzewane lusterka boczne,Przyciemniane szyby,Światła LED,Tapicerka skórzana,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alufelgi,Czujnik deszczu,Elektrochromatyczne lusterko wsteczne,Isofix,Komputer pokładowy,Podgrzewane przednie siedzenia,Relingi dachowe,Światła przeciwmgielne,Tempomat,Centralny zamek,Immobilizer,Radio fabryczne,ASR (kontrola trakcji),Czujnik zmierzchu,Elektryczne szyby tylne,Klimatyzacja automatyczna,Kurtyny powietrzne,Poduszki boczne przednie,Światła do jazdy dziennej,Światła Xenonowe,Wielofunkcyjna kierownica,Metalik,Perłowy,Możliwość finansowania,Bezwypadkowy,Serwisowany w ASO,Elektrochromatyczne lusterka boczne,ESP (stabilizacja toru jazdy),Hak,Alarm,Tapicerka welurowa,Gniazdo USB,Pierwszy właściciel,Klimatyzacja manualna,MP3,Poduszki boczne tylne,VAT marża,Kraj pochodzenia,Gniazdo SD,Ogrzewanie postojowe,Poduszka powietrzna chroniąca kolana,Asystent parkowania,Kamera cofania,Nawigacja GPS,Podgrzewana przednia szyba,Czujniki parkowania przednie,Odtwarzacz DVD,System Start-Stop,Faktura VAT,Leasing,Pierwsza rejestracja,Numer rejestracyjny pojazdu,Ogranicznik prędkości,Asystent pasa ruchu,Czujnik martwego pola,lub do (przebieg km),Gwarancja dealerska (w cenie),Tuner TV,Dach panoramiczny,Szyberdach,Uszkodzony,Elektrycznie ustawiane fotele,Homologacja ciężarowa,Radio niefabryczne,Klimatyzacja czterostrefowa,Regulowane zawieszenie,Tempomat aktywny,Miesięczna rata,Podgrzewane tylne siedzenia,Łopatki zmiany biegów,Okres gwarancji producenta,Zmieniarka CD,Zarejestrowany jako zabytek,HUD (wyświetlacz przezierny),Kierownica po prawej (Anglik),Tuning,Opłata początkowa,Liczba pozostałych rat,Wartość wykupu,VIN,Matowy,Warranty if agreed with the buyer
1886,83900,"17:12, 8 lutego 2021",6081865651,Firmy,Osobowe,Opel,Insignia,,B (2017-),2017,75 913 km,1 490 cm3,Benzyna,165 KM,Automatyczna,Na przednie koła,,,Kombi,5,5,Czarny,,Tak,Używane,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,,True,Tak,,Tak,,Tak,True,True,,,,True,Tak,True,True,True,,Polska,,,,True,True,True,,True,,True,Tak,,08/02/2018,,,True,True,,,,,,,True,,,,,,,True,,,,,True,,,,,,,,
1887,84900,"17:11, 8 lutego 2021",6079182497,Firmy,Osobowe,Opel,Grandland X,1.2 T GPF Enjoy S&S,,2020,7 811 km,1 199 cm3,Benzyna,130 KM,Manualna,Na przednie koła,,,SUV,5,5,Biały,,Tak,Używane,True,True,True,True,True,True,,,True,,,,,True,True,True,True,,True,True,,,,True,True,True,True,True,True,True,,True,True,True,,True,,Tak,Tak,Tak,Tak,,True,,,,,Tak,True,,,,Polska,,,,,,,,True,,True,Tak,Tak,20/03/2020,,True,True,,,,,,,,,,,,,,,,,19/03/2022,,,,,,,,,,,
1888,9500,"17:11, 8 lutego 2021",6081768631,Osoby prywatnej,Osobowe,Opel,Signum,1.9 CDTI Elegance,,2005,230 000 km,1 910 cm3,Diesel,150 KM,Manualna,Na przednie koła,162 g/km,,Kombi,5,5,Inny kolor,,,Używane,True,True,True,True,,True,True,,True,True,,,True,True,True,True,True,True,,True,True,,,True,True,True,True,True,True,True,True,,True,,True,True,,,,,,True,True,,,,,,,True,True,,Polska,,,,True,,True,,True,,,,,20/06/2014,OP3776F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,16900,"17:11, 8 lutego 2021",6081499779,Osoby prywatnej,Osobowe,Opel,Astra,1.6,H (2004-2014),2009,179 356 km,1 598 cm3,Benzyna,115 KM,Manualna,Na przednie koła,155 g/km,,Kompakt,5,5,Niebieski,,,Używane,True,True,True,True,True,,True,True,True,,,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,Tak,,,Tak,,True,True,,True,,,,,True,True,,Niemcy,,,True,,,,,,,,,,,,True,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,
1890,9900,"17:10, 8 lutego 2021",6081768588,Osoby prywatnej,Osobowe,Opel,Astra,III 1.6 Enjoy,H (2004-2014),2005,205 000 km,1 598 cm3,Benzyna,105 KM,Manualna,Na przednie koła,,,Kombi,5,5,Czarny,,Tak,Używane,True,True,True,True,,,,,,,,,True,,True,True,,,,True,,True,,,True,True,True,,,,,,,,,,Tak,,,Tak,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,26900,"17:10, 8 lutego 2021",6081768580,Firmy,Osobowe,Opel,Astra,IV 1.4 T Cosmo,J (2009-2015),2011,197 000 km,1 364 cm3,Benzyna,140 KM,Manualna,Na przednie koła,139 g/km,,Kombi,5,5,Niebieski,,,Używane,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Tak,,,,Tak,,True,True,,,True,Tak,,,True,Tak,Niemcy,,,,,,,,,,,,,24/05/2011,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892,49990,"17:09, 8 lutego 2021",6079503340,Osoby prywatnej,Osobowe,Opel,Astra,IV 1.4 T EU6,J (2009-2015),2018,67 000 km,1 364 cm3,Benzyna+LPG,140 KM,Manualna,Na przednie koła,,,Kompakt,4,5,Beżowy,,Tak,Używane,True,True,True,True,True,True,True,,,,,,True,True,True,,True,,True,True,,,,True,True,True,True,True,,True,,,True,True,,True,Tak,,,Tak,Tak,,True,,,,True,Tak,True,True,True,,Polska,,,True,True,,,,,,,Tak,,22/01/2019,SZ1966M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893,147900,"17:08, 8 lutego 2021",6078245941,Firmy,Osobowe,Opel,Insignia,2.0 CDTI 4x4 GSi S&S,,2019,19 155 km,1 956 cm3,Diesel,210 KM,Automatyczna,4x4 (stały),,,Sedan,5,5,Biały,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Tak,Tak,Tak,Tak,Tak,,True,,True,,True,Tak,,True,True,,Polska,True,,True,True,True,True,True,True,,True,Tak,Tak,20/11/2019,,True,True,True,,,,True,True,,True,,,,True,True,,True,True,,,,,,,,,,,,
1894,34900,"17:08, 8 lutego 2021",6082116888,Firmy,Osobowe,Opel,Astra,,J (2009-2015),2014,189 511 km,1 598 cm3,Benzyna,170 KM,Automatyczna,Na przednie koła,,,Sedan,5,5,Szary,,Tak,Używane,True,True,True,True,True,True,,True,True,,True,True,,True,True,True,,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,,True,Tak,,Tak,Tak,Tak,,True,,,,True,,,,,Tak,Polska,,,,,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1895,8900,"17:08, 8 lutego 2021",6081768503,Firmy,Osobowe,Opel,Combo,1.7 CDTI,C (2001-2011),2004,194 500 km,1 686 cm3,Diesel,100 KM,Manualna,Na przednie koła,140 g/km,,Minivan,5,5,Czarny,,,Używane,True,True,True,True,,,,,,,,True,True,True,True,,,,,,,,,,True,True,True,True,,,,,,,,,Tak,,,,Tak,,,,True,,,Tak,True,,,Tak,Niemcy,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1896,71750,"17:07, 8 lutego 2021",6081499773,Firmy,Osobowe,Opel,Astra,V 1.4 T Dynamic S&S,K (2015-),2019,16 500 km,1 399 cm3,Benzyna,150 KM,Automatyczna,Na przednie koła,130 g/km,,Kompakt,5,5,Szary,,Tak,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,Tak,Tak,Tak,,,,,,,,,,,,Polska,,,,,,,,,,,Tak,Tak,20/03/2019,WD4465M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897,32900,"17:07, 8 lutego 2021",6081767067,Osoby prywatnej,Osobowe,Opel,Astra,J (2009-2015),K (2015-),2015,141 920 km,1 400 cm3,Benzyna+LPG,,Manualna,,,,Sedan,5,5,Czarny,,Tak,Używane,True,True,True,True,True,,True,,,,,,True,True,True,True,True,,,,,,,,True,True,True,True,,True,True,,,,,True,Tak,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898,14900,"17:06, 8 lutego 2021",6081866792,Firmy,Osobowe,Opel,Astra,,H (2004-2014),2008,194 113 km,1 598 cm3,Benzyna+LPG,115 KM,Manualna,Na przednie koła,,,Sedan,4,5,Srebrny,,Tak,Używane,True,True,True,True,,,,,,,,,,True,True,,,,,True,,,,,True,True,True,,,,,,True,,,,,,Tak,,,,,,,,,Tak,True,,,Tak,Polska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,62500,"17:06, 8 lutego 2021",6081499752,Firmy,Osobowe,Opel,Insignia,2.0 CDTI Innovation S&S,B (2017-),2017,153 900 km,1 956 cm3,Diesel,170 KM,Manualna,Na przednie koła,,,Sedan,5,5,Srebrny,,Tak,Używane,True,True,True,True,True,True,,True,True,,,,,True,True,True,True,True,True,True,,,True,True,True,True,True,,True,True,True,True,,True,,True,Tak,,Tak,Tak,Tak,,,,,,True,Tak,,True,,,Polska,,,,,,,,True,,True,Tak,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,18900,"17:04, 8 lutego 2021",6080904778,Firmy,Osobowe,Opel,Zafira,,B (2005-2014),2008,146 000 km,1 796 cm3,Benzyna,140 KM,Manualna,Na przednie koła,,,Minivan,5,7,Szary,,,Używane,True,True,True,True,,True,True,,,,,,True,True,True,True,,,,True,,True,True,True,True,True,True,,True,,,True,True,,,True,,,Tak,Tak,Tak,,True,,,,,Tak,True,True,,Tak,Niemcy,,,,,,,,,,,,,09/02/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901,52900,"17:04, 8 lutego 2021",6080557051,Firmy,Osobowe,Opel,Astra,IV 1.4 T EU6,J (2009-2015),2018,68 000 km,1 364 cm3,Benzyna+LPG,140 KM,Manualna,Na przednie koła,147 g/km,,Sedan,4,5,Zielony,,Tak,Używane,True,True,True,True,True,True,True,True,,,,,True,True,True,True,,,True,True,,,True,True,True,True,True,True,,,True,True,True,True,,True,Tak,,Tak,Tak,Tak,,True,,,True,True,Tak,,True,,,Polska,,,,,,,,,,,Tak,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,5900,"17:04, 8 lutego 2021",6081762964,Osoby prywatnej,Osobowe,Opel,Astra,II 1.7 DTI,G (1998-2009),2002,229 000 km,1 686 cm3,Diesel,75 KM,Manualna,Na przednie koła,,,Kompakt,5,5,Srebrny,,Tak,Używane,True,True,True,True,,,,True,True,,,True,True,True,True,,,,,,True,,True,,True,True,True,,,True,,True,True,,,True,Tak,Tak,,Tak,,,,,,,,,,,True,Tak,,,,,,,,True,,,,,,20/03/2002,KR893PX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,32300,"17:03, 8 lutego 2021",6081768030,Osoby prywatnej,Osobowe,Opel,Insignia,2.0 CDTI ecoFLEX Start/Stop,A (2008-2017),2014,280 000 km,1 956 cm3,Diesel,120 KM,Manualna,Na przednie koła,98 g/km,Tak,Kombi,5,5,Czarny,,Tak,Używane,True,True,True,True,True,True,True,,True,,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,Tak,,Tak,Tak,True,True,,True,,True,Tak,,True,True,,,,,True,True,,True,,True,,True,,,,,True,,,,,,,,,True,,,True,,True,,,,,,,,,,,,,,,
1904,14500,"17:02, 8 lutego 2021",6081768198,Osoby prywatnej,Osobowe,Opel,Frontera,B (1998-2004),B (1998-2004),1999,138 250 km,2 196 cm3,Diesel,115 KM,Manualna,4x4 (dołączany ręcznie),,,SUV,3,5,Zielony,,,Używane,True,True,True,True,,,,,True,,,,True,True,True,True,,,,,,,,,True,True,,,,,,,,,,,Tak,,,,Tak,,,True,,,,Tak,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,69900,"17:02, 8 lutego 2021",6081495747,Firmy,Osobowe,Opel,Astra,1.4 Turbo Start/Stop Sports Tourer,K (2015-),2019,28 000 km,1 399 cm3,Benzyna,150 KM,Manualna,Na przednie koła,127 g/km,,Kombi,5,5,Czarny,,Tak,Używane,True,True,True,True,True,,,True,,,True,,True,True,True,True,,,True,True,,True,,True,True,True,True,,,True,True,,,True,,True,Tak,,Tak,Tak,Tak,,True,,,,True,Tak,,,,,Polska,,,,,,True,,,,True,Tak,Tak,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,68900,"17:01, 8 lutego 2021",6077116328,Firmy,Osobowe,Opel,Astra,,K (2015-),2019,33 530 km,1 399 cm3,Benzyna,150 KM,Automatyczna,Na przednie koła,,,Kombi,5,5,Szary,,Tak,Używane,True,True,True,True,True,True,True,True,True,,,,,True,True,,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,,Tak,,,Tak,,,,,,True,,,True,,,Polska,,,,,,,,True,,True,Tak,,17/05/2019,WW659YT,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,54900,"17:01, 8 lutego 2021",6082116628,Firmy,Osobowe,Opel,Astra,V 1.4 T Enjoy,K (2015-),2018,22 077 km,1 399 cm3,Benzyna,125 KM,Manualna,Na przednie koła,,,Kompakt,5,5,Szary,,,Używane,True,True,True,True,True,True,True,,,,True,,,True,True,True,,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,,True,Tak,,Tak,Tak,Tak,,True,,,True,True,Tak,,True,,,Polska,,,,,,True,,True,,True,Tak,Tak,05/12/2018,WT93591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,39800,"17:01, 8 lutego 2021",6081767783,Firmy,Osobowe,Opel,Astra,V 1.4 Enjoy,K (2015-),2016,120 000 km,1 399 cm3,Benzyna,100 KM,Manualna,Na przednie koła,131 g/km,,Kompakt,5,5,Złoty,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,,,True,True,True,,,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,,True,Tak,,,Tak,Tak,True,True,,True,,True,Tak,,True,True,Tak,Polska,True,,,,,,,True,,True,,,17/03/2016,SL5136F,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,39900,"17:01, 8 lutego 2021",6081680139,Firmy,Osobowe,Opel,Corsa,,E (2014-2019),2018,38 667 km,1 400 cm3,Benzyna,90 KM,Manualna,Na przednie koła,,,Kompakt,5,,Czerwony,,,Używane,True,True,True,True,,True,,,,,,,True,True,True,,,,True,True,,,,,True,True,True,True,,,,True,True,True,,True,,,,Tak,Tak,,True,,,True,True,Tak,True,,,,Polska,,,,,,,,,,True,Tak,Tak,01/05/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,15500,"17:00, 8 lutego 2021",6080765146,Osoby prywatnej,Osobowe,Opel,Zafira,1.9 CDTI Cosmo ActiveSelect,B (2005-2014),2008,234 786 km,1 910 cm3,Diesel,150 KM,Automatyczna,Na przednie koła,194 g/km,Tak,Minivan,5,7,Szary,,Tak,Używane,True,True,True,True,True,True,True,,True,True,,,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,,,True,Tak,,,Tak,,True,True,True,,,,,,True,True,,,True,,,,,True,,True,,,,,27/02/2008,CB242FH,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1911,19900,"17:00, 8 lutego 2021",6079883912,Osoby prywatnej,Osobowe,Opel,Vectra,1.9 CDTI Sport / GTS,C (2002-2008),2007,150 300 km,1 910 cm3,Diesel,150 KM,Manualna,Na przednie koła,157 g/km,,Kompakt,5,5,Czarny,,Tak,Używane,True,True,True,True,,True,True,True,True,,,True,True,True,True,True,True,,,True,,,True,True,True,True,True,True,,True,True,True,,True,True,True,,,,Tak,Tak,,True,,True,,,,,True,,,Polska,,,True,,,,,,,,,,04/03/2008,Eop JN49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,23900,"17:00, 8 lutego 2021",6081427726,Firmy,Osobowe,Opel,Astra,,J (2009-2015),2010,154 000 km,1 598 cm3,Benzyna,116 KM,Manualna,Na przednie koła,,,Kompakt,5,5,Szary,,,Używane,True,True,True,True,True,,True,True,True,,,,True,True,True,True,,,True,True,,,True,True,True,True,True,,True,,True,,True,,,True,Tak,,,Tak,Tak,,True,,,,,,,True,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,38900,"16:59, 8 lutego 2021",6074412648,Osoby prywatnej,Osobowe,Opel,Vivaro,,I (2001-2014),2013,198 500 km,1 995 cm3,Diesel,115 KM,Manualna,Na przednie koła,,,Minivan,4,5,Biały,Tak,Tak,Używane,True,True,True,True,True,,,,,,,,,True,True,,,,,True,,,,,True,,True,,,,,,,,,,,,,Tak,Tak,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,18900,"16:58, 8 lutego 2021",6081427621,Osoby prywatnej,Osobowe,Opel,Corsa,1.3 CDTI Enjoy ecoFLEX,D (2006-2014),2014,99 000 km,1 248 cm3,Diesel,95 KM,Manualna,Na przednie koła,94 g/km,,Auta miejskie,5,5,Srebrny,,,Używane,True,True,True,True,,True,True,,,,,,True,,True,True,,,True,,,,,True,True,True,True,,,,,True,True,True,,True,Tak,,,,,,True,,True,True,True,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915,72586,"16:57, 8 lutego 2021",6081322504,Firmy,Osobowe,Opel,Mokka,,,2019,37 500 km,1 400 cm3,Benzyna,140 KM,Automatyczna,Na przednie koła,,,SUV,5,5,Srebrny,,,Używane,True,True,True,True,True,True,,True,,,,,,True,True,,True,,True,True,True,,,True,True,,True,,,True,True,True,True,,,True,Tak,,,Tak,,,True,,,,,Tak,True,,,,Polska,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,12915,"16:57, 8 lutego 2021",6081499371,Osoby prywatnej,Osobowe,Opel,Combo,1.7 CDTI,C (2001-2011),2010,242 300 km,1 686 cm3,Diesel,100 KM,Manualna,Na przednie koła,140 g/km,,Kombi,5,5,Srebrny,,Tak,Używane,True,True,True,True,,True,,,,,,,True,True,True,,,,,True,,True,,,True,True,True,,,,,,,,,,Tak,,,Tak,Tak,,,,,,,Tak,True,,,,,,,,,,,,,,,Tak,,23/08/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,9500,"16:56, 8 lutego 2021",6074718383,Osoby prywatnej,Osobowe,Opel,Astra,III GTC 1.9 CDTI Cosmo,H (2004-2014),2006,225 747 km,1 910 cm3,Diesel,120 KM,Manualna,Na przednie koła,,,Coupe,3,5,Srebrny,,Tak,Używane,True,True,True,True,,,,,True,,,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,,True,,True,True,,True,Tak,,,,,,True,,,,,,,,,,Belgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918,13500,"16:55, 8 lutego 2021",6082102904,Osoby prywatnej,Osobowe,Opel,Zafira,1.9 CDTI Elegance,B (2005-2014),2006,188 052 km,1 910 cm3,Diesel,150 KM,Manualna,Na przednie koła,187 g/km,,Minivan,5,7,Srebrny,,,Używane,True,True,True,True,,,True,,True,,,,True,True,True,True,,,True,True,,True,True,,True,True,True,True,,,True,True,True,,,True,Tak,,,Tak,Tak,,,,True,True,,,,,,,,,,,,,,,,,,,,30/06/2006,SO6734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919,43000,"16:55, 8 lutego 2021",6081499330,Firmy,Osobowe,Opel,Corsa,1.4 Enjoy,E (2014-2019),2019,20 500 km,1 398 cm3,Benzyna,90 KM,Manualna,Na przednie koła,,,Auta miejskie,5,5,Srebrny,,Tak,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,Tak,Tak,Tak,,,,,,,,,,,,Polska,,,,,,,,,,,Tak,Tak,08/07/2019,WD7572M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,43000,"16:55, 8 lutego 2021",6081499330,Firmy,Osobowe,Opel,Corsa,1.4 Enjoy,E (2014-2019),2019,20 500 km,1 398 cm3,Benzyna,90 KM,Manualna,Na przednie koła,,,Auta miejskie,5,5,Srebrny,,Tak,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,Tak,Tak,Tak,,,,,,,,,,,,Polska,,,,,,,,,,,Tak,Tak,08/07/2019,WD7572M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921,3200,"16:55, 8 lutego 2021",6082003879,Osoby prywatnej,Osobowe,Opel,Corsa,1.2 16V Comfort,C (2000-2006),2004,160 287 km,1 199 cm3,Benzyna,75 KM,Manualna,Na przednie koła,,,Auta miejskie,3,5,Czerwony,,,Używane,True,True,True,True,True,,True,,,,,,True,True,True,,,,,,,,,,True,True,,,,,,,True,,,,,,,,,,,,,,True,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1922,18900,"16:55, 8 lutego 2021",6081499105,Osoby prywatnej,Osobowe,Opel,Astra,III 1.7 CDTI,J (2009-2015),2010,193 000 km,1 686 cm3,Diesel,110 KM,Manualna,Na przednie koła,135 g/km,,Kompakt,5,5,Niebieski,,,Używane,True,True,True,True,,True,True,,,,,,True,True,True,,True,True,True,True,True,,True,True,True,True,True,True,,,True,True,,True,,True,Tak,,,,,,,,True,,True,,,,,Tak,Niemcy,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923,14500,"16:54, 8 lutego 2021",6081767622,Osoby prywatnej,Osobowe,Opel,Astra,III 1.6 Enjoy,H (2004-2014),2007,238 112 km,1 598 cm3,Benzyna,115 KM,Manualna,Na przednie koła,158 g/km,,Kompakt,5,5,Niebieski,,,Używane,True,True,True,True,,,True,True,True,,,,True,True,True,True,,,,True,,,True,True,True,True,True,,,True,,,,,,True,,Tak,,Tak,,,True,,,True,,,,True,,,Niemcy,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924,28999,"16:53, 8 lutego 2021",6081679834,Osoby prywatnej,Osobowe,Opel,Astra,IV 1.4 T Cosmo,J (2009-2015),2010,227 000 km,1 364 cm3,Benzyna,140 KM,Manualna,Na przednie koła,139 g/km,,Kompakt,5,5,Czarny,,,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,Tak,,Tak,Tak,True,True,True,True,,True,,,True,,Tak,Holandia,,,,,,True,,True,True,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1925,13900,"16:53, 8 lutego 2021",6081767791,Osoby prywatnej,Osobowe,Opel,Zafira,2.0 OPC,A (1999-2005),2004,227 000 km,1 998 cm3,Benzyna,200 KM,Manualna,Na przednie koła,,,Minivan,5,7,Niebieski,,Tak,Używane,True,True,True,True,True,True,True,,True,True,,True,True,True,True,True,,,True,True,,True,True,True,True,True,,True,,True,,True,True,,True,True,Tak,,,,,,True,True,,,True,,True,True,,,,,,,,,,,,,,,,01/06/2017,LU960FS,,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,
1926,8500,"16:53, 8 lutego 2021",6082116302,Osoby prywatnej,Osobowe,Opel,Meriva,1.8 16V Essentia,I (2002-2010),2005,161 000 km,1 796 cm3,Benzyna,125 KM,Manualna,Na przednie koła,,,Minivan,5,5,Inny kolor,,,Używane,True,True,True,True,,True,,,,True,,,True,True,True,True,,,True,True,,,True,,True,True,True,True,,,True,,,,,True,Tak,,,Tak,,,True,,True,,,,,True,,Tak,Niemcy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927,20990,"16:53, 8 lutego 2021",6080526415,Osoby prywatnej,Osobowe,Opel,Insignia,2.0 CDTI Cosmo,A (2008-2017),2011,228 000 km,1 956 cm3,Diesel,160 KM,Manualna,Na przednie koła,144 g/km,,Kombi,5,5,Biały,,,Używane,True,True,True,True,True,True,True,,True,True,,,True,True,True,True,,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,,True,,Tak,,Tak,Tak,True,True,,True,True,,,True,,True,,Niemcy,,,True,,,True,,,,,,,10/09/2011,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1928,26490,"16:53, 8 lutego 2021",6081767794,Firmy,Osobowe,Opel,Astra,,J (2009-2015),2011,168 532 km,1 598 cm3,Benzyna,116 KM,Automatyczna,Na przednie koła,,,Kombi,5,5,Srebrny,,,Używane,True,True,True,True,,,True,,,True,,,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,True,,,True,True,True,,True,Tak,,,,,,True,,,,,,True,True,True,Tak,Niemcy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929,18500,"16:53, 8 lutego 2021",6082116334,Firmy,Osobowe,Opel,Zafira,1.7 CDTI Enjoy EU5,B (2005-2014),2011,227 000 km,1 686 cm3,Diesel,125 KM,Manualna,Na przednie koła,149 g/km,Tak,Minivan,5,7,Srebrny,,Tak,Używane,True,True,True,True,,True,True,,True,,,,True,True,True,True,True,True,True,True,,,True,,True,True,True,,True,,True,,True,,,True,Tak,,Tak,,Tak,,True,,True,,,,True,True,,,Polska,,,,,,,,True,,,,,26/09/2011,WM4272N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,12900,"16:53, 8 lutego 2021",6058398695,Firmy,Osobowe,Opel,Vectra,C (2002-2008),,2006,174 000 km,1 910 cm3,Diesel,150 KM,Manualna,Na przednie koła,,,Kombi,5,5,Szary,,Tak,Używane,True,True,True,True,,,,,True,,,,True,True,True,True,True,,True,True,,,True,,True,True,True,,,True,True,True,True,,,True,Tak,,Tak,Tak,,,,,True,,,Tak,,,,,Polska,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,5900,"16:52, 8 lutego 2021",6052058211,Firmy,Osobowe,Opel,Astra,G (1998-2009),,2002,175 000 km,1 598 cm3,Benzyna,84 KM,Manualna,Na przednie koła,,,Kompakt,5,5,Niebieski,,Tak,Używane,,True,True,True,,,,,,,,,True,,,True,,,,,,,,,True,True,,,,,,,,,,,Tak,,Tak,Tak,,,,,True,,,Tak,,,,Tak,Polska,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
