,price,offer date,ID,Oferta od,Kategoria,Marka pojazdu,Model pojazdu,Wersja,Generacja,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Emisja CO2,Typ,Liczba drzwi,Liczba miejsc,Kolor,Perłowy,Kraj pochodzenia,Pierwsza rejestracja,Zarejestrowany w Polsce,Pierwszy właściciel,Bezwypadkowy,Serwisowany w ASO,Stan,ABS,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Asystent parkowania,Czujnik deszczu,Czujniki parkowania przednie,Elektryczne szyby tylne,Gniazdo AUX,Isofix,Klimatyzacja dwustrefowa,MP3,Podgrzewane przednie siedzenia,Poduszki boczne tylne,System Start-Stop,Światła przeciwmgielne,Tempomat aktywny,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Asystent pasa ruchu,Czujnik martwego pola,Czujniki parkowania tylne,Elektrycznie ustawiane fotele,Gniazdo SD,Kamera cofania,Komputer pokładowy,Nawigacja GPS,Poduszka powietrzna chroniąca kolana,Przyciemniane szyby,Światła do jazdy dziennej,Tapicerka skórzana,Wielofunkcyjna kierownica,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Bluetooth,Czujnik zmierzchu,Elektrochromatyczne lusterko wsteczne,ESP (stabilizacja toru jazdy),Gniazdo USB,Klimatyzacja automatyczna,Kurtyny powietrzne,Podgrzewane lusterka boczne,Poduszki boczne przednie,Relingi dachowe,Światła LED,Tempomat,Metalik,Możliwość finansowania,CD,Tapicerka welurowa,Hak,Podgrzewana przednia szyba,Zmieniarka CD,HUD (wyświetlacz przezierny),Ogranicznik prędkości,Odtwarzacz DVD,Faktura VAT,VAT marża,Łopatki zmiany biegów,Elektrochromatyczne lusterka boczne,Światła Xenonowe,Klimatyzacja manualna,Numer rejestracyjny pojazdu,Leasing,Miesięczna rata,Okres gwarancji producenta,Gwarancja dealerska (w cenie),Szyberdach,Klimatyzacja czterostrefowa,Dach panoramiczny,lub do (przebieg km),Tuner TV,Akryl (niemetalizowany),Regulowane zawieszenie,Filtr cząstek stałych,Radio niefabryczne,Matowy,Uszkodzony,Ogrzewanie postojowe,Opłata początkowa,Liczba pozostałych rat,Wartość wykupu,Tuning,Homologacja ciężarowa,Podgrzewane tylne siedzenia,Zarejestrowany jako zabytek,Kierownica po prawej (Anglik),VIN,Warranty if agreed with the buyer
7405,74500,"10:13, 2 lutego 2021",6081839449,Osoby prywatnej,Osobowe,Toyota,Auris,Hybrid 135 Premium,II (2012-),2018,44 350 km,1 798 cm3,Hybryda,99 KM,Automatyczna,,,Kompakt,5,5,Beżowy,,Polska,,Tak,Tak,Tak,Tak,Używane,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,,,True,True,,True,True,True,,,True,True,True,True,True,,True,True,True,True,,True,True,True,True,True,Tak,Tak,True,True,,,,,,,Tak,,,True,True,,,,,,,,,,100 000 km,,,,,,,,,,,,,,,,,,
7406,54000,"10:12, 2 lutego 2021",6080549605,Firmy,Osobowe,Toyota,Highlander,,,2016,98 484 km,3 500 cm3,Benzyna,270 KM,Automatyczna,4x4 (stały),,SUV,5,8,Biały,,,,,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,
7407,8500,"10:12, 2 lutego 2021",6067290123,Osoby prywatnej,Osobowe,Toyota,Corolla Verso,,,2004,275 000 km,1 995 cm3,Diesel,115 KM,Manualna,Na przednie koła,,Minivan,5,5,Zielony,,,15/03/2005,Tak,,,,Używane,True,True,True,,,,,True,,,,,,,,True,,True,True,True,,,,,,,,,,,,,,True,True,True,True,True,,,,True,,True,True,True,,,,True,Tak,,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7408,75850,"10:11, 2 lutego 2021",6076103953,Firmy,Osobowe,Toyota,Corolla,,Seria E21 (2019-),2019,22 714 km,1 598 cm3,Benzyna,132 KM,Manualna,Na przednie koła,,Sedan,4,5,Niebieski,,Polska,27/06/2019,Tak,Tak,,Tak,Używane,True,True,True,,,True,True,True,True,True,True,,,,,True,True,True,True,True,True,True,,,,,True,True,,True,,True,,True,True,True,True,True,True,True,,True,True,True,True,True,True,,True,,Tak,Tak,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7409,74850,"10:11, 2 lutego 2021",6075689766,Firmy,Osobowe,Toyota,Auris,,II (2012-),2018,93 888 km,1 798 cm3,Benzyna+LPG,136 KM,Automatyczna,Na przednie koła,,Kombi,5,5,Inny kolor,,Polska,07/06/2018,Tak,Tak,,,Używane,True,True,True,,True,True,True,True,True,True,,True,True,,True,True,,True,True,True,True,True,,True,,,True,True,,True,,True,,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,Tak,Tak,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7410,152850,"10:11, 2 lutego 2021",6075354121,Firmy,Osobowe,Toyota,Camry,,,2019,7 282 km,2 487 cm3,Hybryda,218 KM,Automatyczna,Na przednie koła,,Sedan,4,5,Brązowy,,Polska,25/10/2019,Tak,Tak,,Tak,Używane,True,True,True,,,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,,Tak,Tak,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7411,101850,"10:11, 2 lutego 2021",6074903772,Firmy,Osobowe,Toyota,C-HR,,,2019,47 204 km,1 798 cm3,Hybryda,122 KM,Automatyczna,Na przednie koła,,SUV,5,5,Srebrny,,Polska,21/05/2019,Tak,Tak,,Tak,Używane,True,True,True,,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,True,True,,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,,Tak,Tak,True,,,,,,True,,Tak,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7412,73850,"10:11, 2 lutego 2021",6074322912,Firmy,Osobowe,Toyota,Avensis,,III (2009-),2017,92 402 km,1 798 cm3,Benzyna,147 KM,Automatyczna,Na przednie koła,,Kombi,5,5,Czarny,,Polska,01/02/2017,Tak,Tak,,,Używane,True,True,True,,,True,True,True,True,True,True,True,,,,True,,True,True,True,True,True,,,,,True,True,,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Tak,Tak,True,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7413,64900,"10:10, 2 lutego 2021",6081849693,Firmy,Osobowe,Toyota,Avensis,1.8 Premium,III (2009-),2016,66 871 km,1 798 cm3,Benzyna,147 KM,Manualna,Na przednie koła,140 g/km,Kombi,5,5,Czarny,,Polska,20/04/2016,Tak,Tak,,Tak,Używane,True,True,True,,,,,True,True,True,True,,,,,True,,True,True,True,True,,,,,True,True,True,,,,True,,True,True,True,True,True,True,,,True,True,True,True,,True,,True,True,Tak,,True,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7414,36900,"10:09, 2 lutego 2021",6081657579,Firmy,Osobowe,Toyota,Auris,,II (2012-),2017,153 763 km,1 329 cm3,Benzyna,99 KM,Manualna,Na przednie koła,,Kompakt,5,5,Srebrny,,Polska,07/06/2017,Tak,Tak,,Tak,Używane,True,,,,,,,,,True,,,,,,,,True,True,,,,,,,,,True,,True,,,,True,True,True,True,,,,,True,,True,,,,,True,,Tak,Tak,,,,,,,,,Tak,,,,,,WU1115F,,,,,,,,,,,,,,,,,,,,,,,,,,
7415,36900,"10:08, 2 lutego 2021",6081305885,Firmy,Osobowe,Toyota,Yaris,,III (2011-),2017,91 356 km,1 329 cm3,Benzyna,100 KM,Manualna,Na przednie koła,,Kompakt,5,5,Biały,,Polska,01/08/2017,Tak,Tak,Tak,Tak,Używane,True,True,True,,,,,,,True,,,,,,True,,True,True,,,,,True,,,,,,,,,,True,,True,True,,,,,True,,,,,True,,,,,Tak,,,,,,,,,Tak,,,,,True,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,
7416,33500,"10:06, 2 lutego 2021",6081849285,Osoby prywatnej,Osobowe,Toyota,Yaris,1.33 Business Edition,III (2011-),2015,125 000 km,1 329 cm3,Benzyna,99 KM,Manualna,Na przednie koła,123 g/km,Auta miejskie,5,5,Czarny,,Dania,06/03/2015,,,,,Używane,True,True,True,True,,True,,True,True,True,True,True,True,,,True,,True,True,True,True,,,,,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,,True,True,Tak,,,,True,,,,,,,,,,,,------,,,,,,,,,,,,,,,,,,,,,,,,,,
7417,46900,"10:05, 2 lutego 2021",6081479514,Firmy,Osobowe,Toyota,Avensis,III (2009-),III (2009-),2016,197 000 km,1 998 cm3,Diesel,143 KM,Manualna,Na przednie koła,,Sedan,,,Czarny,,Polska,,Tak,Tak,Tak,,Używane,True,True,True,True,,True,True,True,True,True,True,,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,Tak,Tak,,,,,,,True,,Tak,,,True,True,,WE867LV,,,,1 miesięcy,,,,,,,,,,,,,,,,,,,,,,
7418,67000,"10:05, 2 lutego 2021",6081479459,Firmy,Osobowe,Toyota,Corolla,,Seria E16 (2012-2019),2019,76 500 km,1 598 cm3,Benzyna,132 KM,Automatyczna,Na przednie koła,,Sedan,4,5,Czarny,,Polska,18/02/2019,Tak,Tak,,Tak,Używane,True,True,True,,,,,True,True,True,True,,True,,,True,,True,True,True,True,True,,,,,True,True,,True,,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,,Tak,Tak,True,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7419,43900,"10:05, 2 lutego 2021",6081658022,Firmy,Osobowe,Toyota,Yaris,,III (2011-),2019,29 800 km,998 cm3,Benzyna,72 KM,Manualna,Na przednie koła,,Kompakt,5,5,Inny kolor,,Polska,,Tak,Tak,,Tak,Używane,True,True,True,,,True,,,True,True,,True,,,,,,True,True,True,,True,,,,,,True,,True,,True,,True,True,True,True,True,True,,,True,True,,True,,True,,,,Tak,Tak,True,,,,,,,,Tak,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
7420,49000,"10:05, 2 lutego 2021",6080527622,Firmy,Osobowe,Toyota,Auris,,II (2012-),2015,82 439 km,1 598 cm3,Benzyna,132 KM,Manualna,Na przednie koła,,Kompakt,5,5,Biały,,Polska,15/01/2016,Tak,,Tak,Tak,Używane,True,True,True,,,,,True,True,True,,True,True,,,True,,True,True,True,True,,,,,,True,True,,True,,True,,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,,Tak,True,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7421,99999,"10:05, 2 lutego 2021",6080527614,Firmy,Osobowe,Toyota,C-HR,,,2019,28 700 km,1 798 cm3,Hybryda,122 KM,Automatyczna,Na przednie koła,,SUV,5,5,Czerwony,,Polska,13/08/2019,Tak,Tak,Tak,Tak,Używane,True,True,True,,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,True,True,,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,,Tak,Tak,True,,,,,,,,Tak,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7422,88900,"10:05, 2 lutego 2021",6078684946,Firmy,Osobowe,Toyota,Corolla,,Seria E21 (2019-),2019,12 897 km,1 798 cm3,Hybryda,122 KM,Automatyczna,Na przednie koła,,Sedan,4,5,Biały,,Polska,06/06/2019,,Tak,Tak,Tak,Używane,True,True,True,,,,,True,True,True,True,,,,True,True,True,True,True,True,True,True,,,,,True,True,,True,,True,,True,True,True,True,True,True,True,,True,True,True,True,True,True,,True,,,Tak,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7423,47900,"10:05, 2 lutego 2021",6058946438,Firmy,Osobowe,Toyota,Avensis,,III (2009-),2016,67 577 km,1 598 cm3,Diesel,112 KM,Manualna,Na przednie koła,,Kombi,5,5,Srebrny,,Polska,06/12/2016,Tak,Tak,Tak,Tak,Używane,True,True,True,,,,,,True,True,,True,,,,True,,,,,,,,,,,,,,True,,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,,,Tak,True,,,,,,,,Tak,,,,,True,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,
7424,47900,"10:05, 2 lutego 2021",6058946438,Firmy,Osobowe,Toyota,Avensis,,III (2009-),2016,67 577 km,1 598 cm3,Diesel,112 KM,Manualna,Na przednie koła,,Kombi,5,5,Srebrny,,Polska,06/12/2016,Tak,Tak,Tak,Tak,Używane,True,True,True,,,,,,True,True,,True,,,,True,,,,,,,,,,,,,,True,,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,,,Tak,True,,,,,,,,Tak,,,,,True,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,
7425,68900,"10:05, 2 lutego 2021",6054761762,Firmy,Osobowe,Toyota,Avensis,,III (2009-),2017,25 300 km,1 798 cm3,Benzyna,147 KM,Automatyczna,Na przednie koła,,Sedan,4,5,Srebrny,,Polska,22/11/2017,Tak,Tak,Tak,Tak,Używane,True,True,True,,,True,,True,True,True,True,True,,,,True,,,,True,True,True,,,,,True,,,True,,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,Tak,Tak,True,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7426,25800,"10:04, 2 lutego 2021",6081849474,Firmy,Osobowe,Toyota,Auris,1.33 VVT-i,I (2006-2012),2010,143 988 km,1 329 cm3,Benzyna,99 KM,Manualna,Na przednie koła,136 g/km,Kompakt,5,5,Srebrny,,Polska,21/03/2011,Tak,Tak,Tak,,Używane,True,True,True,,,,,,True,True,,,,,,,,True,True,True,,,,,,,,True,,,,True,,True,True,True,True,,,,,,,,,,,,,,Tak,,True,,,,,,,,,Tak,,,,True,WGR72V3,,,,,,,,,,,,,,,,,,,,,,,,,,
7427,90999,"10:04, 2 lutego 2021",6081849435,Firmy,Osobowe,Toyota,Corolla,1.2 T Selection,Seria E21 (2019-),2019,6 000 km,1 197 cm3,Benzyna,116 KM,Manualna,Na przednie koła,116 g/km,Kompakt,5,5,Biały,,,30/12/2019,,Tak,Tak,Tak,Używane,True,True,True,,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,,,True,True,,True,,True,,True,True,True,True,True,True,True,,True,,True,True,True,True,,True,True,,Tak,,,,True,,,,,Tak,,,,,,GND95M8,,,29/09/2023,,,,,100 000 km,,,,,,,,,,,,,,,,,,
7428,19800,"10:03, 2 lutego 2021",6079287895,Firmy,Osobowe,Toyota,Auris,2.0 D-4D Sol,I (2006-2012),2009,130 680 km,1 998 cm3,Diesel,126 KM,Manualna,Na przednie koła,144 g/km,Kompakt,5,5,Szary,,Niemcy,15/04/2009,,,Tak,Tak,Używane,True,True,True,,,True,,True,,True,,True,,True,,True,,True,True,True,True,,,True,,,,,,,,,,True,True,True,True,True,,,,True,,,,,True,,,,Tak,,True,,,,,,,,,Tak,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
7429,96850,"10:03, 2 lutego 2021",6072440246,Firmy,Osobowe,Toyota,RAV4,,IV (2012-2018),2016,79 417 km,2 494 cm3,Hybryda,197 KM,Automatyczna,4x4 (stały),,SUV,5,5,Biały,Tak,Polska,13/07/2016,Tak,Tak,,,Używane,True,True,True,True,,True,,True,True,True,,True,True,,,True,,True,,True,True,,,,,,True,True,,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,,True,True,,Tak,True,,True,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7430,58850,"10:03, 2 lutego 2021",6072246208,Firmy,Osobowe,Toyota,Auris,,II (2012-),2017,43 828 km,1 598 cm3,Benzyna,132 KM,Manualna,Na przednie koła,,Kombi,5,5,Szary,,Polska,25/01/2018,Tak,Tak,,,Używane,True,True,True,,,,,,True,True,,True,,,,,,True,True,True,,,,,,,,True,,True,,True,,True,True,True,True,True,True,,,True,True,True,True,True,True,,True,,,Tak,True,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7431,74900,"10:00, 2 lutego 2021",6074675738,Firmy,Osobowe,Toyota,C-HR,,,2017,137 677 km,1 797 cm3,Hybryda,122 KM,Automatyczna,Na przednie koła,,SUV,5,5,Srebrny,,Polska,24/04/2017,Tak,Tak,Tak,Tak,Używane,True,True,True,True,,True,,True,True,True,True,,True,,True,True,True,True,True,True,True,True,,,,,True,True,,True,True,True,True,True,True,True,True,True,,True,True,True,,True,True,True,True,,True,True,Tak,Tak,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7432,27900,"09:59, 2 lutego 2021",6080580353,Firmy,Osobowe,Toyota,Prius,,III (2009-2015),2009,203 216 km,1 798 cm3,Hybryda,99 KM,Automatyczna,Na przednie koła,,Kompakt,5,5,Czarny,,,,Tak,Tak,,,Używane,True,True,True,True,,True,True,True,True,,True,True,True,,True,True,,True,True,True,True,,,True,,,,True,True,,,,,True,True,True,True,True,,True,True,True,True,True,True,True,,,,True,Tak,Tak,True,True,True,,True,,,,,Tak,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
7433,63900,"09:59, 2 lutego 2021",6081166839,Firmy,Osobowe,Toyota,Avensis,2.0 D-4D Premium,III (2009-),2018,101 774 km,1 995 cm3,Diesel,143 KM,Manualna,Na przednie koła,120 g/km,Kombi,5,5,Srebrny,,Polska,24/08/2018,Tak,Tak,Tak,Tak,Używane,True,True,True,,,True,,True,,True,,,,,,True,,,,True,True,True,,,,,True,,,True,True,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Tak,Tak,True,,,,,,,,Tak,,,,,,WE752UE,Tak,,,,,,,,,,,,,,,,,,,,,,,,,
7434,11000,"09:57, 2 lutego 2021",6079841333,Osoby prywatnej,Osobowe,Toyota,Corolla Verso,2.2 D-4D Sol Sport 7os,,2006,356 000 km,2 231 cm3,Diesel,177 KM,Manualna,Na przednie koła,178 g/km,Minivan,5,7,Srebrny,,,,Tak,,,,Używane,True,True,True,,,True,,True,,True,,,,True,,True,,True,True,True,True,,,,,,True,True,True,True,True,,,True,True,True,True,True,True,,True,True,,,True,True,True,,,True,,,True,True,,,,,,,,,,,,True,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,
7435,25900,"09:57, 2 lutego 2021",6081551156,Osoby prywatnej,Osobowe,Toyota,Prius,1.8 HSD Luna,III (2009-2015),2011,300 000 km,1 798 cm3,Hybryda,99 KM,Automatyczna,Na przednie koła,,Kompakt,5,5,Biały,,Hiszpania,21/12/2011,,,Tak,Tak,Używane,True,True,True,True,,True,,True,True,True,,True,,True,True,True,,True,True,True,True,,,,,,,True,,True,,,,True,True,True,True,True,True,True,True,True,,True,True,,True,,,,,,True,True,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
7436,23400,"09:56, 2 lutego 2021",6078164098,Firmy,Osobowe,Toyota,Corolla,1.4 D-4D 2010,Seria E15 (2007-2013),2010,179 800 km,1 364 cm3,Diesel,90 KM,Manualna,Na przednie koła,122 g/km,Sedan,4,5,Szary,,Polska,28/04/2010,Tak,,Tak,,Używane,True,True,True,True,,,,True,,,,True,True,,,,,True,True,True,True,,,True,,,,True,,,,,,True,True,True,True,True,,,,,,True,,,,,,,Tak,Tak,,,,,,,,,,Tak,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
7437,39900,"09:55, 2 lutego 2021",6081305631,Firmy,Osobowe,Toyota,Auris,,II (2012-),2015,176 500 km,1 600 cm3,Benzyna,132 KM,Manualna,Na przednie koła,,Kombi,5,5,Biały,,Polska,01/02/2015,Tak,Tak,Tak,Tak,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,
7438,13999,"09:53, 2 lutego 2021",6078843835,Osoby prywatnej,Osobowe,Toyota,Yaris,,II (2005-2011),2006,99 138 km,998 cm3,Benzyna,69 KM,Manualna,Na przednie koła,,Auta miejskie,5,5,Niebieski,,,,,,Tak,Tak,Używane,True,True,True,,,,,,,True,,True,,,,,,True,True,True,,,,,,,,,,True,,,,True,True,True,True,True,,,,True,,,,,True,,,,Tak,,True,True,,,,,,,,Tak,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
7439,84900,"09:52, 2 lutego 2021",6072651035,Firmy,Osobowe,Toyota,Corolla,,Seria E16 (2012-2019),2019,7 554 km,1 598 cm3,Benzyna,132 KM,Manualna,Na przednie koła,,Sedan,4,5,Biały,Tak,Polska,29/04/2019,Tak,Tak,Tak,Tak,Używane,True,True,True,,,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,,True,,,True,True,,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,,,Tak,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7440,118900,"09:52, 2 lutego 2021",6081106487,Firmy,Osobowe,Toyota,ProAce,,,2019,55 948 km,1 997 cm3,Diesel,150 KM,Manualna,Na przednie koła,,Kombi,4,9,Srebrny,,Polska,12/08/2019,Tak,Tak,Tak,Tak,Używane,True,True,True,,,True,,,True,True,,True,,,,True,,True,True,True,,,,,,,,True,,,True,True,,True,True,True,True,True,True,True,,True,True,,True,True,True,,,True,Tak,Tak,,True,,,,,,,Tak,,,,,True,RZE72914,,,,,,,,,,,,,,,,,,,,,,,,,,
7441,134900,"09:52, 2 lutego 2021",6081144457,Firmy,Osobowe,Toyota,Camry,,,2019,34 379 km,2 487 cm3,Hybryda,218 KM,Automatyczna,Na przednie koła,,Sedan,4,5,Czarny,,Polska,12/09/2019,Tak,Tak,,Tak,Używane,True,True,True,,,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,,Tak,Tak,True,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7442,48900,"09:52, 2 lutego 2021",6081848520,Firmy,Osobowe,Toyota,Corolla,1.6 Active,Seria E16 (2012-2019),2017,127 000 km,1 598 cm3,Benzyna,132 KM,Manualna,Na przednie koła,139 g/km,Sedan,4,5,Czarny,,Polska,13/02/2018,,Tak,Tak,Tak,Używane,True,True,True,True,,,True,,,True,,True,,,,True,,True,True,True,,,,True,,,,True,,True,,True,,True,True,True,True,True,,,,,,,,True,True,,,,Tak,Tak,True,,,,,,,,Tak,,,,,True,WE598SN,Tak,,,,,,,,,,,,,,,,,,,,,,,,,
7443,3400,"09:52, 2 lutego 2021",6081848557,Osoby prywatnej,Osobowe,Toyota,Yaris,1.0 Base,I (1999-2005),2003,260 000 km,998 cm3,Benzyna,68 KM,Manualna,Na przednie koła,,Auta miejskie,3,5,Szary,,,18/03/2003,,,,,Używane,True,,True,True,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KR986ER,,,,,,,,,,,,,,,,,,,,,,,,,,
7444,121850,"09:51, 2 lutego 2021",6075892318,Firmy,Osobowe,Toyota,RAV4,,IV (2012-2018),2018,38 035 km,2 494 cm3,Hybryda,197 KM,Automatyczna,4x4 (stały),,SUV,5,5,Szary,Tak,Polska,25/06/2018,Tak,,,Tak,Używane,True,True,True,True,,True,True,True,True,True,,True,True,,,True,True,True,True,True,True,True,,True,,,True,True,,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Tak,Tak,True,,,True,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7445,65900,"09:51, 2 lutego 2021",6081479170,Firmy,Osobowe,Toyota,Auris,,II (2012-),2016,78 111 km,1 798 cm3,Hybryda,136 KM,Automatyczna,Na przednie koła,,Kompakt,5,5,Niebieski,,Polska,16/11/2016,Tak,,,Tak,Używane,True,True,True,,,,,True,True,True,,True,True,,,True,,True,True,True,True,,,,,,True,True,,True,,True,,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,Tak,Tak,True,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7446,93900,"09:50, 2 lutego 2021",6080443303,Firmy,Osobowe,Toyota,Corolla,,,2020,17 338 km,1 798 cm3,Hybryda,122 KM,Automatyczna,Na przednie koła,,Kombi,5,5,Zielony,,Polska,10/03/2020,Tak,Tak,Tak,Tak,Używane,True,True,True,,,,,,,True,,,,,True,True,,True,True,,True,,,,,,True,True,,,,True,,True,,True,,,True,True,,True,True,True,,True,True,True,True,True,Tak,Tak,,,,,,,,,Tak,,,,,,WN6094M,,,,,,,,,,,,,,,,,,,,,,,,,,
7447,114900,"09:50, 2 lutego 2021",6081479184,Firmy,Osobowe,Toyota,Camry,,,2019,41 200 km,2 487 cm3,Hybryda,177 KM,Automatyczna,Na przednie koła,,Sedan,4,5,Biały,,Polska,,Tak,Tak,,Tak,Używane,True,True,True,True,,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,,True,,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,,Tak,Tak,True,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7448,79900,"09:48, 2 lutego 2021",6079776351,Firmy,Osobowe,Toyota,Yaris,,III (2011-),2020,15 000 km,1 497 cm3,Hybryda,116 KM,Automatyczna,Na przednie koła,,Kompakt,5,5,Niebieski,,Polska,01/10/2020,Tak,Tak,Tak,Tak,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,
7449,29900,"09:48, 2 lutego 2021",6080559132,Firmy,Osobowe,Toyota,Yaris,,III (2011-),2016,144 760 km,998 cm3,Benzyna,69 KM,Manualna,,,Auta miejskie,5,5,Biały,,,,Tak,Tak,,Tak,Używane,True,True,True,True,,,,,,,,,,,,,,True,True,True,,,,,,,,True,,,,True,,True,True,True,True,,True,,,True,True,,,,True,,,,,Tak,True,,,,,,,,Tak,,,,,True,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,
7450,4699,"09:45, 2 lutego 2021",6081551249,Firmy,Osobowe,Toyota,Corolla,,Seria E12 (2001-2007),2003,213 654 km,1 995 cm3,Diesel,90 KM,Manualna,Na przednie koła,,Kombi,5,5,Szary,,,,Tak,,,,Używane,True,True,True,,,,,,,True,,,,,,,,True,True,True,,,,,,,,,,,,,,,True,True,True,True,,,,True,,True,,,,,,,Tak,,,,True,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
