,price,offer date,ID,Oferta od,Kategoria,Marka pojazdu,Model pojazdu,Wersja,Generacja,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Emisja CO2,Typ,Liczba drzwi,Liczba miejsc,Kolor,Metalik,Możliwość finansowania,Faktura VAT,Kraj pochodzenia,Pierwsza rejestracja,Numer rejestracyjny pojazdu,Zarejestrowany w Polsce,Pierwszy właściciel,Serwisowany w ASO,Stan,ABS,Poduszka powietrzna kierowcy,Bluetooth,Klimatyzacja automatyczna,Tempomat,Centralny zamek,Wspomaganie kierownicy,Czujnik deszczu,System Start-Stop,Immobilizer,Alarm,Elektrochromatyczne lusterko wsteczne,Światła LED,VAT marża,Gwarancja dealerska (w cenie),Elektryczne szyby przednie,Czujniki parkowania przednie,Elektryczne szyby tylne,Gniazdo SD,Kurtyny powietrzne,Podgrzewane lusterka boczne,Przyciemniane szyby,Światła do jazdy dziennej,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alufelgi,Czujniki parkowania tylne,ESP (stabilizacja toru jazdy),Gniazdo USB,Klimatyzacja dwustrefowa,MP3,Podgrzewane przednie siedzenia,Relingi dachowe,Wielofunkcyjna kierownica,Radio fabryczne,ASR (kontrola trakcji),Czujnik zmierzchu,Gniazdo AUX,Isofix,Komputer pokładowy,Ogranicznik prędkości,Poduszki boczne przednie,Światła Xenonowe,Tapicerka welurowa,Filtr cząstek stałych,Bezwypadkowy,Asystent parkowania,Klimatyzacja czterostrefowa,Poduszki boczne tylne,Elektrycznie ustawiane fotele,Kamera cofania,Nawigacja GPS,Poduszka powietrzna chroniąca kolana,Światła przeciwmgielne,Odtwarzacz DVD,Podgrzewane tylne siedzenia,Szyberdach,Tapicerka skórzana,Elektrochromatyczne lusterka boczne,Hak,Tempomat aktywny,Podgrzewana przednia szyba,Łopatki zmiany biegów,Zmieniarka CD,Klimatyzacja manualna,Leasing,Asystent pasa ruchu,Czujnik martwego pola,Dach panoramiczny,Perłowy,Kierownica po prawej (Anglik),Ogrzewanie postojowe,Uszkodzony,Okres gwarancji producenta,lub do (przebieg km),Regulowane zawieszenie,Akryl (niemetalizowany),HUD (wyświetlacz przezierny),Tuner TV,Radio niefabryczne,Opłata początkowa,Miesięczna rata,Liczba pozostałych rat,Wartość wykupu,Tuning,VIN,Matowy,Homologacja ciężarowa,Zarejestrowany jako zabytek
2113,211000,"09:11, 6 lutego 2021",6081577459,Firmy,Osobowe,Audi,S3,,8V (2012-),2021,10 km,1 984 cm3,Benzyna,310 KM,Automatyczna,4x4 (stały),165 g/km,Kompakt,4,5,Zielony,Tak,Tak,Tak,,,,,,,Nowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2114,267900,"09:08, 6 lutego 2021",6079345411,Firmy,Osobowe,Audi,A6,50 TFSI e quattro S tronic,C8 (2018-),2020,5 km,1 984 cm3,Hybryda,252 KM,Automatyczna,4x4 (stały),39 g/km,Kombi,4,4,Czarny,Tak,Tak,Tak,Polska,,,,,,Nowe,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,True,True,,,,Tak,,True,,,True,True,,True,,,,,True,,True,,True,,,Tak,,,,,,,,,,,,,,,,,,,,,,,
2115,264200,"09:08, 6 lutego 2021",6079345163,Firmy,Osobowe,Audi,A6,50 TFSI e quattro S tronic,C8 (2018-),2020,5 km,1 984 cm3,Hybryda,252 KM,Automatyczna,4x4 (stały),39 g/km,Kombi,4,4,Szary,,Tak,Tak,Polska,,,,,,Nowe,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,True,True,,,,Tak,,True,,,True,True,,True,,,,,True,,True,,True,,,Tak,,,,Tak,,,,,,,,,,,,,,,,,,,
2116,309000,"09:08, 6 lutego 2021",6081577357,Firmy,Osobowe,Audi,RS Q3,,,2021,10 km,2 480 cm3,Benzyna,400 KM,Automatyczna,,,SUV,5,5,Srebrny,Tak,Tak,Tak,,,,,,,Nowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2117,285000,"09:06, 6 lutego 2021",6081577322,Firmy,Osobowe,Audi,RS Q3,2.5 TFSI quattro S tronic,,2021,10 km,2 480 cm3,Benzyna,400 KM,Automatyczna,4x4 (stały),201 g/km,SUV,5,5,Szary,,Tak,Tak,,,,,,,Nowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,
2118,94900,"09:06, 6 lutego 2021",6081245051,Firmy,Osobowe,Audi,A6,Avant 3.0 TDI DPF quattro tiptronic,C7 (2011-2018),2014,238 000 km,2 967 cm3,Diesel,313 KM,Automatyczna,4x4 (stały),169 g/km,Kombi,5,5,Niebieski,,Tak,Tak,Niemcy,04/07/2014,KMY-10986,Tak,Tak,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,,Tak,,True,True,True,,True,True,True,True,True,,True,True,True,True,,,True,True,,,True,,True,Tak,,True,,,,True,,True,,,,,,,,,,,
2119,21000,"09:04, 6 lutego 2021",6079887521,Osoby prywatnej,Osobowe,Audi,A3,,8P (2003-2012),2008,216 000 km,1 968 cm3,Diesel,140 KM,Manualna,Na przednie koła,,Kompakt,5,5,Srebrny,Tak,,,,13/03/2008,,Tak,,,Używane,True,True,,,,True,True,,,True,True,,,,,True,,True,,,True,,,True,True,True,True,True,True,,True,,True,True,,True,True,,,True,,True,,,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
2120,109900,"09:04, 6 lutego 2021",6082052028,Osoby prywatnej,Osobowe,Audi,A6,2.0 TDI ultra S tronic,C7 (2011-2018),2016,92 901 km,1 968 cm3,Diesel,190 KM,Automatyczna,Na przednie koła,118 g/km,Sedan,5,5,Czarny,Tak,,,,,RLA45279,Tak,Tak,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,,,True,True,True,True,True,True,True,,True,,,Tak,,,True,True,,,True,True,True,True,,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,
2121,297000,"09:03, 6 lutego 2021",6081577298,Firmy,Osobowe,Audi,RS Q3,,,2021,10 km,2 480 cm3,Benzyna,400 KM,Automatyczna,4x4 (stały),201 g/km,SUV,5,5,Czarny,Tak,Tak,Tak,,,,,,,Nowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2122,29999,"09:01, 6 lutego 2021",6082052036,Firmy,Osobowe,Audi,A4,,B8 (2007-2015),2009,190 000 km,1 998 cm3,Benzyna,274 KM,Manualna,Na przednie koła,,Kombi,5,,Srebrny,,,,Niemcy,,,,,Tak,Używane,True,,True,,,True,,,,,True,,,,,,,,,,,,,True,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,
2123,174900,"09:01, 6 lutego 2021",6081151498,Firmy,Osobowe,Audi,A7,2.0 TFSI S tronic,C7 (2011-2018),2016,22 751 km,1 984 cm3,Benzyna,251 KM,Automatyczna,4x4 (stały),139 g/km,Sedan,5,4,Czarny,Tak,Tak,Tak,Polska,24/03/2017,BI7333W,Tak,Tak,Tak,Używane,True,True,True,True,,True,True,True,True,True,True,,True,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,,True,,,,Tak,True,True,True,True,True,True,True,,,True,,True,True,,True,,,,,Tak,True,True,,,,,,,,,,,,,,,,,,,,,
2124,59999,"09:01, 6 lutego 2021",6082051724,Osoby prywatnej,Osobowe,Audi,A4,Avant 2.0 TDI 116g DPF,B8 (2007-2015),2015,190 km,1 968 cm3,Diesel,136 KM,Automatyczna,,,Kombi,5,,Srebrny,,,,Niemcy,,PZ 248VT,Tak,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2125,229500,"09:01, 6 lutego 2021",6081130165,Firmy,Osobowe,Audi,A4 Allroad,,,2020,13 269 km,1 968 cm3,Diesel,190 KM,Automatyczna,4x4 (stały),,Kombi,5,5,Szary,,Tak,Tak,Polska,22/05/2020,BI760EC,Tak,,Tak,Używane,True,True,True,True,,True,True,True,True,True,True,True,True,,,True,True,True,,True,True,True,True,,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,,True,,,,Tak,,,True,True,True,True,,,,,,True,True,,True,True,True,,,Tak,True,True,,,,,,03/04/2023,90 000 km,,Tak,,,,,,,,,,,,
2126,93500,"09:00, 6 lutego 2021",6080240316,Firmy,Osobowe,Audi,Q3,,,2017,48 209 km,1 400 cm3,Benzyna,150 KM,Manualna,Na przednie koła,,SUV,5,,Czarny,,,Tak,Polska,01/11/2017,,,Tak,Tak,Używane,True,True,True,True,,True,True,True,True,True,True,True,True,,,True,True,True,,True,,,,True,True,True,True,True,True,True,,,True,,True,True,True,,True,True,True,,True,True,True,,Tak,,,,,,True,,,,,,,True,,,,,,True,Tak,,,,,,,,,,,,,,,,,,,,,,,
2127,19999,"08:59, 6 lutego 2021",6080462465,Osoby prywatnej,Osobowe,Audi,A3,,8P (2003-2012),2005,205 000 km,1 968 cm3,Diesel,140 KM,Manualna,Na przednie koła,,Auta małe,5,5,Srebrny,Tak,,,Niemcy,,,Tak,,,Używane,True,True,,,,True,True,,,True,,True,,,,True,,True,,,True,True,True,True,,True,True,,True,,True,,True,,,True,True,,,True,True,,True,True,,,,,,,,,,,True,,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2128,565000,"08:59, 6 lutego 2021",6081577263,Firmy,Osobowe,Audi,RS6,Avant 4.0 TFSI quattro tiptronic,,2021,10 km,3 996 cm3,Benzyna,600 KM,Automatyczna,4x4 (stały),163 g/km,Kombi,5,5,Żółty,,Tak,Tak,,,,,,,Nowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2129,164900,"08:57, 6 lutego 2021",6074451429,Firmy,Osobowe,Audi,A4,,B9 (2015-),2019,8 838 km,1 968 cm3,Diesel,136 KM,Automatyczna,Na przednie koła,,Sedan,4,5,Szary,,Tak,Tak,Polska,07/11/2019,,Tak,Tak,Tak,Używane,,True,True,True,True,,True,,,,True,,,,,,,,,,True,,True,,True,True,True,,,,,,,,True,,,,,True,True,,True,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2130,234000,"08:56, 6 lutego 2021",6081577240,Firmy,Osobowe,Audi,Q5,40 TDI quattro S tronic,FY (2017-),2021,10 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (stały),135 g/km,SUV,5,5,Srebrny,Tak,Tak,Tak,,,,,,,Nowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2131,119000,"08:54, 6 lutego 2021",6080233951,Firmy,Osobowe,Audi,A6,2.0 TDI ultra,C7 (2011-2018),2018,71 700 km,1 968 cm3,Diesel,190 KM,Automatyczna,Na przednie koła,,Sedan,5,5,Czarny,Tak,,Tak,Polska,25/09/2018,DL8365C,Tak,Tak,Tak,Używane,True,True,True,True,True,True,True,True,True,True,,,True,,,True,True,True,True,True,,,True,,True,True,True,True,True,,True,True,,,True,True,True,True,,True,True,,True,,,Tak,,True,,True,True,,True,,,,,,True,,,,,,,,,,True,,,,,,25/09/2021,90 000 km,,,,,,,,,,,,,,
2132,22800,"08:53, 6 lutego 2021",6082051605,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro Tiptronic,C6 (2004-2011),2004,203 000 km,2 967 cm3,Diesel,224 KM,Automatyczna,4x4 (dołączany automatycznie),,Sedan,4,5,Czarny,,,,,,,Tak,Tak,Tak,Używane,True,True,,True,True,True,True,True,,True,,,,,,True,,,,True,,True,,True,True,True,True,True,True,,True,,,,True,True,True,True,True,,True,,True,True,,,,,,True,True,,True,,True,True,,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2133,236000,"08:53, 6 lutego 2021",6081577205,Firmy,Osobowe,Audi,Q5,40 TDI quattro S tronic,FY (2017-),2021,10 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (stały),135 g/km,SUV,5,5,Czarny,,Tak,Tak,,,,,,,Nowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,
2134,62500,"08:52, 6 lutego 2021",6082034242,Osoby prywatnej,Osobowe,Audi,A6,2.0 TDI,C7 (2011-2018),2008,124 200 km,1 968 cm3,Diesel,140 KM,Manualna,Na przednie koła,161 g/km,SUV,4,5,Czarny,,,,,01/05/2013,SD9601E,Tak,,Tak,Używane,True,True,,True,True,True,True,True,True,True,,,True,,,True,,,,,,,True,True,True,True,True,True,True,,True,,True,True,,True,True,,,True,,,True,True,,,Tak,,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
2135,17800,"08:51, 6 lutego 2021",6082051551,Osoby prywatnej,Osobowe,Audi,A6,,C5 (1997-2004),2003,317 700 km,4 172 cm3,Benzyna,299 KM,Automatyczna,4x4 (stały),,Kombi,5,5,Inny kolor,Tak,,,,29/04/2003,,,,,Używane,True,True,True,True,True,True,True,,,True,,True,,,,True,,True,,True,True,,,True,,True,True,True,True,True,True,,True,True,True,,True,,True,,True,,True,True,,,,,,True,True,,True,,True,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2136,48900,"08:50, 6 lutego 2021",6072212144,Osoby prywatnej,Osobowe,Audi,A3,,8V (2012-),2014,78 000 km,1 968 cm3,Diesel,150 KM,Manualna,Na przednie koła,,Kompakt,5,5,Brązowy,Tak,,,Belgia,,,Tak,Tak,Tak,Używane,True,True,True,True,True,True,True,True,True,True,,,True,,,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,True,,True,,,,True,,True,True,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,
2137,215800,"08:50, 6 lutego 2021",6081577200,Firmy,Osobowe,Audi,Q5,40 TDI quattro S tronic,FY (2017-),2021,10 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (stały),135 g/km,SUV,5,5,Czarny,,,Tak,,,,,,,Nowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,
2138,29700,"08:50, 6 lutego 2021",6081433373,Osoby prywatnej,Osobowe,Audi,A4,2.0 TDI,B8 (2007-2015),2008,234 100 km,1 968 cm3,Diesel,143 KM,Manualna,Na przednie koła,149 g/km,Kombi,5,5,Czarny,,,,,,,Tak,,,Używane,True,True,,,,True,True,,,True,True,,,,,True,True,True,,True,True,,True,True,True,True,True,True,True,,,True,True,True,,True,True,True,True,True,True,True,True,,True,,,,,True,,,,True,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
2139,30999,"08:48, 6 lutego 2021",6076760681,Osoby prywatnej,Osobowe,Audi,A3,,8P (2003-2012),2009,153 600 km,1 596 cm3,Benzyna,102 KM,Manualna,Na przednie koła,,Kompakt,5,5,Czarny,,Tak,,Niemcy,,,,,Tak,Używane,True,True,,,,True,True,,,True,,,True,Tak,,True,,True,,,True,True,,True,True,True,True,,True,,,,,,,True,True,,,,,,,True,True,,Tak,,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
2140,175000,"08:47, 6 lutego 2021",6081577174,Firmy,Osobowe,Audi,Q5,40 TDI quattro S tronic,FY (2017-),2021,10 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (stały),135 g/km,SUV,5,5,Czarny,,Tak,Tak,,,,,,,Nowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,
2141,339900,"08:47, 6 lutego 2021",6080660688,Firmy,Osobowe,Audi,A8,,D5 (2017-),2019,51 577 km,2 995 cm3,Benzyna,340 KM,Automatyczna,4x4 (dołączany automatycznie),,Sedan,4,5,Szary,,Tak,Tak,Polska,19/06/2019,,Tak,Tak,Tak,Używane,True,True,True,True,True,True,True,True,True,True,,True,True,,,True,True,True,,,,,True,,,True,True,True,True,True,,True,True,,True,True,True,True,,True,True,True,,,,,Tak,,True,,True,True,True,,,,True,True,True,,,True,,,,,,True,True,True,,,True,,,,True,,True,,,,,,,,,,,
2142,5500,"08:47, 6 lutego 2021",6057809885,Firmy,Osobowe,Audi,A3,,8L (1996-2003),1997,240 000 km,1 896 cm3,Diesel,90 KM,Manualna,Na przednie koła,,Auta miejskie,3,5,Niebieski,Tak,Tak,,Niemcy,,,Tak,,,Używane,True,True,,True,,True,True,,,True,,,,Tak,,True,,,,,,,,True,True,True,True,,,,,,,,,True,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2143,98700,"08:46, 6 lutego 2021",6080717091,Firmy,Osobowe,Audi,A6,Avant 3.0 TDI competition quattro tiptronic,C7 (2011-2018),2017,185 000 km,2 967 cm3,Diesel,326 KM,Automatyczna,4x4 (stały),169 g/km,Kombi,5,5,Szary,,,Tak,,,,Tak,,Tak,Używane,True,True,True,True,,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,,,,,True,True,True,True,True,True,True,True,,,True,True,True,True,,True,,,,True,True,,Tak,,,Tak,,,True,,True,,,,,,,,,,,
2144,174500,"08:45, 6 lutego 2021",6081577151,Firmy,Osobowe,Audi,Q3,35 TDI Advanced S tronic,,2021,10 km,1 968 cm3,Diesel,150 KM,Automatyczna,Na przednie koła,123 g/km,SUV,5,5,Niebieski,Tak,Tak,Tak,,,,,,,Nowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2145,88999,"08:44, 6 lutego 2021",6079771456,Firmy,Osobowe,Audi,A4,1.4 TFSI S tronic,B9 (2015-),2017,70 144 km,1 395 cm3,Benzyna,150 KM,Automatyczna,Na przednie koła,119 g/km,Sedan,4,5,Biały,,Tak,Tak,Polska,,,Tak,Tak,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,,,,True,True,True,True,True,True,,True,,True,True,True,True,True,True,,True,True,,True,True,True,True,,True,True,,True,True,,,Tak,,,,,,True,True,,,,,,True,,,,True,,,,,,,,,,,30/10/2022,150 000 km,,,,,,,,,,,,,,
2146,54900,"08:43, 6 lutego 2021",6080254049,Firmy,Osobowe,Audi,A4 Allroad,2.0 TFSI Quattro S tronic,,2012,182 800 km,1 984 cm3,Benzyna,211 KM,Automatyczna,4x4 (stały),189 g/km,Kombi,5,5,Brązowy,Tak,Tak,Tak,Polska,25/04/2012,,Tak,,Tak,Używane,True,True,,True,True,True,True,True,True,True,True,True,,,,True,,True,,True,True,,True,True,True,True,True,True,True,,True,,,True,,True,True,True,,,True,,True,True,,,,,,,,,,,True,,,,True,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,
2147,37500,"08:41, 6 lutego 2021",6082051240,Osoby prywatnej,Osobowe,Audi,A6,2.0 TDIe DPF,C6 (2004-2011),2009,199 000 km,1 968 cm3,Diesel,136 KM,Manualna,Na przednie koła,139 g/km,Kombi,4,5,Szary,Tak,,,,24/08/2009,BLM39421,Tak,Tak,,Używane,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2148,303000,"08:41, 6 lutego 2021",6081577123,Firmy,Osobowe,Audi,A7,40 TDI Quattro S tronic,C8 (2018-),2021,10 km,1 968 cm3,Diesel,204 KM,Automatyczna,4x4 (stały),124 g/km,Sedan,5,4,Niebieski,,Tak,Tak,,,,,,,Nowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2149,26700,"08:40, 6 lutego 2021",6081655664,Osoby prywatnej,Osobowe,Audi,A4,B8 (2007-2015),B8 (2007-2015),2008,315 000 km,1 968 cm3,Diesel,120 KM,Manualna,Na przednie koła,,Kombi,5,5,Inny kolor,Tak,,,Niemcy,,,Tak,,,Używane,True,True,True,True,True,True,True,True,,True,,,True,,,True,,True,True,True,True,True,,True,True,True,True,True,,,,True,True,,True,True,True,True,True,True,True,True,True,True,,Tak,,True,,True,True,,True,True,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150,172200,"08:40, 6 lutego 2021",6075618225,Firmy,Osobowe,Audi,A4,,B9 (2015-),2021,5 km,1 968 cm3,Diesel,163 KM,Automatyczna,Na przednie koła,,Kombi,5,5,Niebieski,,Tak,Tak,Polska,,,,,,Nowe,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,,,,Tak,,,,,True,True,,,,,,,,,,,True,,,Tak,,,,,,,,,,,,,,,,,,,,,,,
2151,38900,"08:40, 6 lutego 2021",6082051171,Osoby prywatnej,Osobowe,Audi,A6,2.7 TDI,C6 (2004-2011),2011,265 000 km,2 698 cm3,Diesel,190 KM,Manualna,Na przednie koła,164 g/km,Kombi,5,5,Czarny,Tak,,,Niemcy,,,Tak,,Tak,Używane,True,True,,True,True,True,True,True,,True,True,True,True,,,True,,True,True,True,True,,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,,True,True,True,,True,,,Tak,,,,,,True,True,True,,,True,True,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2152,7900,"08:39, 6 lutego 2021",6082050555,Osoby prywatnej,Osobowe,Audi,A4,1.6,B6 (2000-2004),2001,250 000 km,1 595 cm3,Benzyna,102 KM,Manualna,Na przednie koła,,Kombi,4,5,Srebrny,,,,,,,Tak,,,Używane,True,True,,,,True,True,,,True,True,,,,,True,,,,,,,,True,True,True,True,,,,True,True,,,,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2153,45000,"08:38, 6 lutego 2021",6069142804,Osoby prywatnej,Osobowe,Audi,A5,Cabrio 2.0 TFSI quattro S tronic,8T (2007-2016),2009,225 000 km,1 984 cm3,Benzyna,211 KM,Automatyczna,4x4 (stały),,Coupe,2,4,Biały,,,,,,,Tak,Tak,Tak,Używane,True,True,True,True,True,True,True,True,,True,True,True,,,,True,,True,True,,,,,True,True,True,True,True,True,True,,,True,,True,True,True,True,True,True,True,,True,True,,,,True,,,,,True,,True,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2154,226400,"08:38, 6 lutego 2021",6078032895,Firmy,Osobowe,Audi,A5,,F5 (2016-),2020,5 km,1 968 cm3,Diesel,190 KM,Automatyczna,4x4 (stały),,Coupe,5,5,Czerwony,,Tak,Tak,Polska,,,,,,Nowe,True,True,True,True,,True,True,True,True,True,True,True,True,,,True,True,True,,True,True,True,True,,True,True,True,True,True,True,True,True,True,,True,True,True,True,,True,True,True,True,,,,Tak,,,,,True,True,,,,,,,True,,True,,,,,Tak,True,,,,,,,,,,,,,,,,,,,,,,
2155,62700,"08:37, 6 lutego 2021",6079027710,Osoby prywatnej,Osobowe,Audi,Q5,3.2 FSI quattro S tronic,8R (2008-2016),2012,177 000 km,3 197 cm3,Benzyna,270 KM,Automatyczna,4x4 (stały),218 g/km,SUV,5,5,Inny kolor,Tak,,,,,,Tak,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,,Tak,,True,True,True,True,True,True,True,True,True,,True,True,True,,True,,,True,,,,,True,,,True,,,,,,,,,,,,,,,,,
2156,204100,"08:36, 6 lutego 2021",6080756631,Firmy,Osobowe,Audi,Q3,,,2020,200 km,1 968 cm3,Diesel,200 KM,Automatyczna,4x4 (stały),,SUV,5,5,Czarny,Tak,Tak,Tak,Polska,,,Tak,,,Nowe,True,True,True,True,True,True,True,,True,True,True,True,True,,,True,True,True,,True,True,True,True,,True,True,True,True,True,True,True,True,True,,True,True,True,True,,True,True,True,True,,,,Tak,,,,True,True,,,,,,,True,,,,,,,,Tak,,True,,,,,,,,,,,,,,,,,,,,,
2157,153600,"08:36, 6 lutego 2021",6080192111,Firmy,Osobowe,Audi,A4,,B9 (2015-),2020,5 km,1 984 cm3,Benzyna,150 KM,Automatyczna,Na przednie koła,,Kombi,5,5,Szary,Tak,Tak,Tak,Polska,,,,,,Nowe,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,,,,Tak,,,,,True,True,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,
2158,180700,"08:35, 6 lutego 2021",6080865273,Firmy,Osobowe,Audi,A6,,C8 (2018-),2020,5 km,1 968 cm3,Diesel,204 KM,Automatyczna,Na przednie koła,,Sedan,5,5,Czarny,Tak,Tak,Tak,Polska,,,,,,Nowe,True,True,True,True,True,True,True,,True,,True,True,True,,,True,True,True,,True,True,,True,,True,True,True,True,True,True,True,True,True,,True,True,True,True,,True,True,True,True,,,,Tak,,,,True,True,True,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,
2159,32000,"08:35, 6 lutego 2021",6081097936,Osoby prywatnej,Osobowe,Audi,A6,3.0 TDI Quattro Tiptronic,C6 (2004-2011),2007,158 000 km,2 967 cm3,Diesel,233 KM,Automatyczna,4x4 (stały),224 g/km,Sedan,4,5,Srebrny,Tak,,,Niemcy,,,Tak,,,Używane,True,True,,True,True,True,True,True,,True,True,True,,,,True,True,True,,True,True,,True,True,True,True,True,True,True,,True,,True,,True,True,True,True,,,True,True,True,True,True,Tak,Tak,,,,,,True,,True,,,,,,True,,,,True,,,,,,,,True,,,,True,,,,,,,,,,,,,
