,price,offer date,ID,Oferta od,Kategoria,Marka pojazdu,Model pojazdu,Wersja,Generacja,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Emisja CO2,Typ,Liczba drzwi,Liczba miejsc,Kolor,Metalik,VAT marża,Pierwszy właściciel,Bezwypadkowy,Serwisowany w ASO,Stan,ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Czujnik deszczu,ESP (stabilizacja toru jazdy),Hak,Klimatyzacja automatyczna,Kurtyny powietrzne,Odtwarzacz DVD,Podgrzewane lusterka boczne,Poduszki boczne tylne,Światła do jazdy dziennej,Wielofunkcyjna kierownica,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Asystent parkowania,Czujnik zmierzchu,Gniazdo AUX,Isofix,Klimatyzacja dwustrefowa,MP3,Ogranicznik prędkości,Poduszka powietrzna chroniąca kolana,Przyciemniane szyby,Światła przeciwmgielne,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Bluetooth,Elektryczne szyby tylne,Gniazdo SD,Kamera cofania,Komputer pokładowy,Nawigacja GPS,Podgrzewana przednia szyba,Poduszki boczne przednie,System Start-Stop,Tempomat,Możliwość finansowania,Faktura VAT,Leasing,Kraj pochodzenia,Pierwsza rejestracja,Numer rejestracyjny pojazdu,Zarejestrowany w Polsce,Elektrochromatyczne lusterko wsteczne,Czujniki parkowania przednie,Podgrzewane przednie siedzenia,Czujniki parkowania tylne,Gniazdo USB,Klimatyzacja manualna,Filtr cząstek stałych,Tapicerka welurowa,Światła LED,Dach panoramiczny,Relingi dachowe,Elektrochromatyczne lusterka boczne,Elektrycznie ustawiane fotele,Łopatki zmiany biegów,Asystent pasa ruchu,Czujnik martwego pola,Światła Xenonowe,Tempomat aktywny,Perłowy,Tuning,Tapicerka skórzana,Regulowane zawieszenie,Tuner TV,Uszkodzony,Okres gwarancji producenta,lub do (przebieg km),Podgrzewane tylne siedzenia,HUD (wyświetlacz przezierny),Klimatyzacja czterostrefowa,Zmieniarka CD,Szyberdach,Ogrzewanie postojowe,Radio niefabryczne,Gwarancja dealerska (w cenie),VIN,Akryl (niemetalizowany),Miesięczna rata,Matowy,Homologacja ciężarowa,Opłata początkowa,Liczba pozostałych rat,Wartość wykupu,Zarejestrowany jako zabytek,Kierownica po prawej (Anglik)
3430,28900,"19:58, 3 lutego 2021",6081542993,Osoby prywatnej,Osobowe,Ford,Galaxy,2.0 TDCi Ghia,Mk2 (2006-2015),2011,269 000 km,1 997 cm3,Diesel,140 KM,Manualna,Na przednie koła,159 g/km,Minivan,5,7,Czarny,Tak,,,Tak,Tak,Używane,True,True,True,True,True,,True,True,,,,,True,,True,True,True,True,True,,True,True,,,True,,True,,True,True,True,True,True,,True,,,True,,True,True,,,,,,,14/04/2011,AA12345,,True,,True,,,,,True,,,True,True,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
3431,29900,"19:58, 3 lutego 2021",6079863763,Firmy,Osobowe,Ford,Focus,1.6 EcoBoost Titanium,Mk3 (2010-),2011,92 000 km,1 596 cm3,Benzyna,150 KM,Manualna,Na przednie koła,139 g/km,Kompakt,5,5,Inny kolor,Tak,Tak,Tak,,Tak,Używane,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,,,True,,True,True,True,True,,,,,,,,True,True,True,True,True,True,,True,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3432,38500,"19:57, 3 lutego 2021",6081006830,Osoby prywatnej,Osobowe,Ford,Focus,1.6 Titanium PowerShift,,2015,96 100 km,1 596 cm3,Benzyna,125 KM,Automatyczna,,,Kompakt,5,,Szary,,,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3433,27500,"19:56, 3 lutego 2021",6077380955,Osoby prywatnej,Osobowe,Ford,Focus,1.5 TDCi Trend,Mk3 (2010-),2015,189 800 km,1 498 cm3,Diesel,95 KM,Manualna,Na przednie koła,105 g/km,Kompakt,5,5,Srebrny,Tak,,,Tak,,Używane,True,True,True,True,True,,True,,,,,True,True,,True,True,True,True,,,,True,,,,True,,,,True,True,True,,True,,,,True,,,,True,True,,,,Niemcy,09/04/2015,OPR6L60,Tak,,,,,True,True,Tak,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3434,23500,"19:55, 3 lutego 2021",6081921471,Osoby prywatnej,Osobowe,Ford,Grand C-MAX,,,2011,260 000 km,1 997 cm3,Diesel,140 KM,Manualna,,,Minivan,5,,Czarny,,,,,,Używane,True,True,True,True,,,,,,,,,,,True,True,True,True,True,,,True,,,,,,,,True,,True,,,,,,,,,,,,,,,,09/02/2012,EZG69784,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3435,53800,"19:55, 3 lutego 2021",6080524246,Osoby prywatnej,Osobowe,Ford,Mondeo,,Mk5 (2014-),2016,57 456 km,2 486 cm3,Benzyna,175 KM,Automatyczna,,,Sedan,4,,Inny kolor,,Tak,,,,Używane,True,True,True,True,True,,True,,True,True,,True,,True,True,True,True,True,True,,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,,True,,True,Tak,,,,,,,,,True,True,True,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3436,6900,"19:55, 3 lutego 2021",6081298231,Osoby prywatnej,Osobowe,Ford,Fiesta,1.3 Ambiente,Mk6 (2002-2008),2007,175 000 km,1 299 cm3,Benzyna,60 KM,Manualna,Na przednie koła,140 g/km,Auta miejskie,3,5,Inny kolor,,Tak,,,,Używane,,,True,True,,,,,,,,,,True,True,True,,True,,,,,,,,,,,True,,True,True,,,,,,,,,,,,,,,Niemcy,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3437,51900,"19:55, 3 lutego 2021",6080189105,Firmy,Osobowe,Ford,Focus,1.0 EcoBoost Platinium X ASS,Mk3 (2010-),2017,21 368 km,999 cm3,Benzyna,125 KM,Manualna,Na przednie koła,108 g/km,Kompakt,5,5,Bordowy,Tak,,Tak,Tak,Tak,Używane,True,True,True,True,True,True,True,,True,True,,True,,True,,True,True,True,,,,True,True,,,True,,True,True,True,True,True,True,True,True,True,,True,,True,True,,True,Tak,Tak,,Polska,30/08/2018,,Tak,,,,True,,,,,,,,,,,,,,,,,,,,,,50 000 km,,,,,,,,12 miesięcy,,,,,,,,,,
3438,65900,"19:54, 3 lutego 2021",6081542876,Firmy,Osobowe,Ford,EcoSport,,,2018,43 800 km,998 cm3,Benzyna,125 KM,Manualna,Na przednie koła,,SUV,5,5,Czerwony,,,Tak,,Tak,Używane,True,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,,,True,,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Tak,Tak,Tak,Polska,,,Tak,True,True,True,True,True,,,,True,True,True,,,,,,,,Tak,,,,,,,,,,,,True,,,,,,,,,,,,,
3439,65000,"19:54, 3 lutego 2021",6081010817,Osoby prywatnej,Osobowe,Ford,Kuga,2.0 TDCi AWD Titanium,II (2012-),2018,180 000 km,1 997 cm3,Diesel,150 KM,Automatyczna,4x4 (dołączany ręcznie),161 g/km,SUV,5,5,Srebrny,Tak,,Tak,Tak,Tak,Używane,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,,,True,,True,True,True,,True,,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,,,,Szwajcaria,02/12/2017,,,,True,True,True,,,Tak,True,True,,True,True,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
3440,14900,"19:53, 3 lutego 2021",6077978795,Firmy,Osobowe,Ford,Fiesta,1.25 Ambiente,Mk7 (2008-),2009,94 800 km,1 242 cm3,Benzyna,60 KM,Manualna,Na przednie koła,128 g/km,Auta miejskie,3,5,Fioletowy,Tak,Tak,,,,Używane,True,True,True,True,True,,True,,,,,,,,True,,True,True,,,,,,,,,,,,True,True,True,True,,,,,,,,True,,,Tak,,,,23/06/2009,,Tak,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3441,18800,"19:52, 3 lutego 2021",6081726914,Osoby prywatnej,Osobowe,Ford,Focus,1.6 TDCi Ambiente,Mk3 (2010-),2011,146 500 km,1 560 cm3,Diesel,95 KM,Manualna,Na przednie koła,109 g/km,Kombi,4,5,Niebieski,,Tak,,Tak,,Używane,True,True,True,True,True,,,,,,,True,,,True,True,True,True,True,,,,True,,,,,,,True,True,True,,,,,,True,,,,,True,,,,Polska,08/08/2011,WD5765C,Tak,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3442,17499,"19:51, 3 lutego 2021",6081298057,Osoby prywatnej,Osobowe,Ford,Focus,1.6 Trend,Mk2 (2004-2011),2009,81 000 km,1 596 cm3,Benzyna,115 KM,Manualna,Na przednie koła,157 g/km,Kombi,5,5,Czarny,,,,,,Używane,True,,True,True,,,,,True,,,,,,True,True,,,,,,,,,,,,True,True,True,True,True,,,,,,,,True,,,,,,,Niemcy,,,Tak,,,,,,,,,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,Tak,,,,,,,,
3443,15900,"19:50, 3 lutego 2021",6081910490,Osoby prywatnej,Osobowe,Ford,Fiesta,1.25 Ambiente,Mk7 (2008-),2010,62 000 km,1 242 cm3,Benzyna,82 KM,Manualna,,,Auta miejskie,5,,Niebieski,Tak,,Tak,Tak,,Używane,True,True,True,True,True,True,True,,True,True,,True,True,,True,True,True,True,True,,True,True,,,True,True,True,,,True,True,True,True,True,,,,,,True,True,True,,,,,,07/04/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
3444,26000,"19:50, 3 lutego 2021",6080889757,Osoby prywatnej,Osobowe,Ford,Focus,1.6 TDCi Trend,Mk3 (2010-),2013,154 000 km,1 560 cm3,Diesel,115 KM,Manualna,Na przednie koła,117 g/km,Kombi,5,5,Srebrny,,,,,,Używane,True,True,True,True,,True,True,,,,,True,True,True,True,True,True,True,True,,,True,True,,True,,,,True,True,True,True,,True,,,,True,,True,True,,,,,,,11/09/2013,,,,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3445,51900,"19:49, 3 lutego 2021",6081542273,Firmy,Osobowe,Ford,Kuga,1.6 EcoBoost FWD Titanium ASS,II (2012-),2014,131 174 km,1 596 cm3,Benzyna,150 KM,Manualna,Na przednie koła,154 g/km,SUV,5,5,Czarny,Tak,Tak,,Tak,Tak,Używane,True,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,True,,True,True,True,True,True,,,True,True,True,True,True,True,True,True,,,True,,True,True,True,True,Tak,,,,31/03/2014,GHA390,,True,,True,,True,,,,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
3446,20900,"19:49, 3 lutego 2021",6081921234,Firmy,Osobowe,Ford,Focus,,Mk3 (2010-),2012,108 000 km,1 000 cm3,Benzyna,125 KM,Manualna,Na przednie koła,,Kombi,5,5,Szary,Tak,Tak,,,,Używane,True,True,True,True,,True,True,,True,True,,,,,True,True,True,True,True,,True,,,,,,,True,True,True,True,True,True,True,True,,,True,,True,True,,,Tak,,,Niemcy,29/01/2013,,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3447,17000,"19:48, 3 lutego 2021",6080432599,Osoby prywatnej,Osobowe,Ford,Fiesta,1.25,Mk7 (2008-),2011,79 000 km,1 242 cm3,Benzyna,82 KM,Manualna,Na przednie koła,129 g/km,Auta miejskie,3,5,Czarny,Tak,,,,,Używane,True,True,,,,True,,,,,,,,,True,True,True,,True,,True,,True,,True,,,,,True,True,,True,,,,,,,,,,True,,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448,17900,"19:47, 3 lutego 2021",6077039995,Firmy,Osobowe,Ford,Mondeo,1.8 TDCi Silver X,Mk4 (2007-2014),2011,262 000 km,1 753 cm3,Diesel,125 KM,Manualna,Na przednie koła,,Kombi,5,5,Inny kolor,Tak,Tak,,Tak,Tak,Używane,True,True,True,True,,,True,,True,,,True,,,True,True,True,True,True,,,,True,True,True,,,,True,True,True,True,,,True,,True,True,,True,,,,Tak,,,Polska,,,Tak,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3449,70900,"19:47, 3 lutego 2021",6079867920,Firmy,Osobowe,Ford,Kuga,2.0 TDCi AWD Edition,II (2012-),2017,136 000 km,1 997 cm3,Diesel,150 KM,Automatyczna,4x4 (dołączany automatycznie),,SUV,5,5,Szary,Tak,,Tak,Tak,Tak,Używane,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,,True,True,True,True,True,True,True,True,,,True,True,,True,True,True,,,,Francja,,,Tak,,,,True,True,,Tak,,True,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3450,9999,"19:45, 3 lutego 2021",6081918723,Osoby prywatnej,Osobowe,Ford,Focus,1.4 16V,Mk2 (2004-2011),2007,168 248 km,1 388 cm3,Benzyna,80 KM,Manualna,Na przednie koła,157 g/km,Kompakt,3,5,Szary,Tak,Tak,,Tak,Tak,Używane,True,True,True,True,,,True,,,True,,True,True,,True,True,True,True,True,,True,,True,,True,,,,True,True,True,True,,True,,,,True,,True,True,,True,,,,Niemcy,11/12/2007,,,True,,,,,True,,True,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,
3451,10900,"19:45, 3 lutego 2021",6081188197,Osoby prywatnej,Osobowe,Ford,KA,1.2 Ambiente,II (2008-2018),2011,166 500 km,1 242 cm3,Benzyna+LPG,69 KM,Manualna,Na przednie koła,125 g/km,Auta małe,3,4,Biały,,,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niemcy,18/07/2011,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3452,43900,"19:43, 3 lutego 2021",6080561274,Firmy,Osobowe,Ford,Focus,1.5 EcoBoost Start-Stopp-System,Mk3 (2010-),2017,81 402 km,1 498 cm3,Benzyna,150 KM,Manualna,Na przednie koła,127 g/km,Kompakt,5,5,Srebrny,Tak,,Tak,,Tak,Używane,True,True,True,,,,True,,,,,,,True,True,,,,,,,,True,,,,,,,True,,,,,,,,True,,,,,,Tak,Tak,,Polska,06/10/2017,FZ8903J,Tak,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453,22900,"19:43, 3 lutego 2021",6080111489,Osoby prywatnej,Osobowe,Ford,Focus,,Mk3 (2010-),2012,198 000 km,1 560 cm3,Diesel,95 KM,Manualna,Na przednie koła,,Kombi,5,5,Inny kolor,Tak,,Tak,Tak,Tak,Używane,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,,,True,,True,True,True,True,,,,,,,,True,,,,,,,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454,16500,"19:42, 3 lutego 2021",6081569967,Osoby prywatnej,Osobowe,Ford,C-MAX,1.6 Platinium X,I (2003-2010),2008,162 000 km,1 596 cm3,Benzyna,100 KM,Manualna,Na przednie koła,175 g/km,Minivan,5,5,Zielony,Tak,,Tak,Tak,Tak,Używane,True,True,True,True,True,True,,,,True,,,,,,True,True,True,True,,True,,True,,True,,,,,True,True,True,True,,True,,,True,,,True,,,,,,,,DSWLY28,Tak,,,,,,True,,,,,True,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
3455,54500,"19:42, 3 lutego 2021",6081920838,Osoby prywatnej,Osobowe,Ford,Escape,2.0 EcoBoost AWD Titanium,,2015,62 000 km,1 992 cm3,Benzyna,237 KM,Automatyczna,4x4 (dołączany ręcznie),,SUV,5,5,Bordowy,Tak,,Tak,,Tak,Używane,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,,,,Polska,,,Tak,True,True,True,True,True,,,,True,True,True,True,True,,True,True,True,,Tak,,True,,,,,,,,,,True,True,,,,,,,,,,,,
3456,42000,"19:41, 3 lutego 2021",6076981727,Osoby prywatnej,Osobowe,Ford,Fiesta,ST,Mk7 (2008-),2015,50 083 km,1 596 cm3,Benzyna,182 KM,Manualna,Na przednie koła,,Auta miejskie,3,5,Inny kolor,Tak,,,,Tak,Używane,True,True,True,True,True,True,,,True,True,,,,,,True,True,True,,,,,,,True,,True,,True,True,True,True,True,True,,,,True,,,,,,,,,,20/03/2015,,Tak,,,,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
3457,89900,"19:41, 3 lutego 2021",6081726389,Firmy,Osobowe,Ford,Kuga,Vignale 2.0 TDCi AWD,II (2012-),2017,148 000 km,1 997 cm3,Diesel,180 KM,Automatyczna,4x4 (dołączany automatycznie),160 g/km,SUV,5,5,Czarny,Tak,,Tak,Tak,Tak,Używane,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,Niemcy,,,,True,True,True,True,True,,Tak,,True,True,True,,True,True,True,True,True,,,,True,,,,,,,,,True,True,,,,,,,,,,,,,
3458,19900,"19:40, 3 lutego 2021",6080366182,Osoby prywatnej,Osobowe,Ford,Mondeo,2.0 Ambiente,Mk4 (2007-2014),2009,215 000 km,1 999 cm3,Benzyna+LPG,145 KM,Manualna,Na przednie koła,,Sedan,5,5,Czarny,Tak,,Tak,Tak,Tak,Używane,True,True,True,,True,True,True,,True,,,,,,True,True,True,True,True,,,,True,,,,,,True,True,True,True,,,,,,,,,,,,Tak,,,,,,Tak,True,,,True,,,,True,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3459,34400,"19:40, 3 lutego 2021",6074122003,Firmy,Osobowe,Ford,Focus,1.5 TDCi Trend,Mk3 (2010-),2017,102 000 km,1 498 cm3,Diesel,120 KM,Manualna,Na przednie koła,105 g/km,Kompakt,5,5,Biały,,,,,,Używane,True,True,True,True,True,,True,,,True,,True,,True,,True,True,True,,,,True,True,,True,,,,True,True,True,True,,True,,,,True,,True,True,True,True,,Tak,,Polska,,,Tak,,,,True,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3460,41900,"19:40, 3 lutego 2021",6080561353,Firmy,Osobowe,Ford,Focus,,Mk3 (2010-),2016,61 498 km,1 600 cm3,Benzyna,125 KM,Manualna,Na przednie koła,,Sedan,4,5,Szary,Tak,,Tak,,Tak,Używane,True,True,True,,,,True,,,,,,,True,True,,,,,,,,True,,,,,,,True,,,,,,,,True,,,,,,Tak,Tak,,Polska,07/12/2016,SK346KJ,Tak,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3461,46890,"19:36, 3 lutego 2021",6081569897,Osoby prywatnej,Osobowe,Ford,Mondeo,2.0 TDCi Titanium,Mk5 (2014-),2016,185 000 km,1 997 cm3,Diesel,150 KM,Manualna,Na przednie koła,109 g/km,Kombi,5,5,Szary,Tak,,,Tak,Tak,Używane,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,Tak,Tak,,Niemcy,,,,True,True,True,True,True,,Tak,True,True,,True,True,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
3462,14500,"19:35, 3 lutego 2021",6081297715,Osoby prywatnej,Osobowe,Ford,Fiesta,1.25 Ambiente,Mk7 (2008-),2009,159 473 km,1 242 cm3,Benzyna,82 KM,Manualna,Na przednie koła,120 g/km,Auta miejskie,3,5,Czarny,Tak,Tak,,,Tak,Używane,True,True,True,True,,,True,,True,,,True,,True,True,,True,True,,,,True,True,,,,True,True,,True,True,True,True,True,,,,,,,True,,,,,,Niemcy,16/10/2009,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3463,57999,"19:35, 3 lutego 2021",6080414212,Osoby prywatnej,Osobowe,Ford,S-Max,2.0 TDCi,II (2015-),2016,236 172 km,1 998 cm3,Diesel,180 KM,Manualna,Na przednie koła,,Minivan,5,5,Biały,,,,Tak,Tak,Używane,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Tak,,,Niemcy,,,,True,True,True,True,True,,Tak,True,True,True,,True,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3464,17800,"19:35, 3 lutego 2021",6079523735,Firmy,Osobowe,Ford,S-Max,,I (2006-2015),2009,212 000 km,1 753 cm3,Diesel,125 KM,Manualna,,,Minivan,5,5,Szary,Tak,Tak,Tak,Tak,Tak,Używane,True,True,True,True,,,True,,True,,,,True,,True,True,True,True,True,,True,True,True,True,,,True,,True,True,True,True,True,,True,,,True,,True,True,,True,Tak,,,Belgia,,,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3465,15300,"19:35, 3 lutego 2021",6078490932,Firmy,Osobowe,Ford,S-Max,,I (2006-2015),2006,207 000 km,1 753 cm3,Diesel,125 KM,Manualna,,,Minivan,5,7,Srebrny,Tak,Tak,Tak,Tak,Tak,Używane,True,True,True,True,,,True,,True,,,,,,True,True,True,True,True,,,True,True,True,,,True,True,True,True,True,True,True,,True,,,True,,True,True,,True,Tak,,,Belgia,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3466,115000,"19:32, 3 lutego 2021",6081569853,Firmy,Osobowe,Ford,F150,,,2020,3 470 km,2 700 cm3,Benzyna,250 KM,Automatyczna,4x4 (dołączany automatycznie),,SUV,4,5,Czarny,,,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,
3467,24900,"19:32, 3 lutego 2021",6081920378,Firmy,Osobowe,Ford,Focus,1.6 TDCi DPF Start-Stopp-System,Mk3 (2010-),2013,221 000 km,1 560 cm3,Diesel,115 KM,Manualna,Na przednie koła,109 g/km,Kombi,5,5,Niebieski,Tak,Tak,Tak,Tak,Tak,Używane,True,True,True,True,True,True,True,,,True,,True,True,,True,True,True,True,True,,,True,True,,True,,,,,True,True,True,True,True,,,,True,True,,True,,True,,,,,,,,True,,,True,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3468,10900,"19:32, 3 lutego 2021",6077343122,Firmy,Osobowe,Ford,Focus,Mk2 (2004-2011),Mk2 (2004-2011),2008,258 000 km,1 596 cm3,Benzyna,100 KM,Manualna,Na przednie koła,,Kombi,5,5,Srebrny,Tak,,,,,Używane,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,,,,,,,,True,,,,,,,,,,Tak,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
3469,5500,"19:31, 3 lutego 2021",6080157733,Osoby prywatnej,Osobowe,Ford,Mondeo,2.0 TDCi Ghia,Mk3 (2000-2006),2006,370 000 km,1 998 cm3,Diesel,130 KM,Manualna,Na przednie koła,,Sedan,4,5,Inny kolor,,,,Tak,,Używane,True,True,True,True,,True,,,True,,,,,,,,True,True,,,,,,,,,,,True,,,True,,,,,,,,True,,,True,Tak,,,Polska,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3470,11000,"19:31, 3 lutego 2021",6081919749,Osoby prywatnej,Osobowe,Ford,Escape,2.3 XLS 4WD,,2006,219 434 km,2 261 cm3,Benzyna+LPG,153 KM,Manualna,4x4 (dołączany automatycznie),,SUV,5,5,Czarny,Tak,,Tak,Tak,,Używane,True,True,True,True,,,,True,,,,,,True,,True,True,True,,,,,True,,,,,True,True,True,,True,True,,True,,,,,,True,,,,,,,26/10/2006,,Tak,,,True,,,True,,,,,True,,True,,,,,,,,True,,,,,,,,,,True,,,,,,,,,,,,,
3471,34200,"19:31, 3 lutego 2021",6080104112,Osoby prywatnej,Osobowe,Ford,Kuga,2.0 TDCi Titanium,I (2008-2012),2009,210 000 km,1 997 cm3,Diesel,136 KM,Manualna,4x4 (dołączany automatycznie),169 g/km,SUV,5,5,Szary,Tak,Tak,,Tak,Tak,Używane,True,True,True,True,True,,True,True,True,,,,,True,True,True,True,True,,,,True,True,True,True,,True,,True,True,True,True,True,,True,,,True,True,True,True,,,,,,Niemcy,24/09/2009,,,,True,True,True,True,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
3472,33800,"19:29, 3 lutego 2021",6079719656,Firmy,Osobowe,Ford,Kuga,,I (2008-2012),2011,222 000 km,1 997 cm3,Diesel,140 KM,Manualna,Na przednie koła,,SUV,5,5,Szary,Tak,Tak,,Tak,,Używane,True,True,True,True,True,True,,,True,True,,True,,,True,True,True,True,,,True,,,True,,,,True,True,True,True,True,True,,True,,,True,,True,True,,,,,,,,,,True,,True,True,,,,,,,True,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
3473,25900,"19:29, 3 lutego 2021",6081281505,Osoby prywatnej,Osobowe,Ford,Mondeo,2.0 TDCi,Mk4 (2007-2014),2013,215 000 km,1 997 cm3,Diesel,140 KM,Automatyczna,Na przednie koła,149 g/km,Kombi,5,5,Czarny,Tak,,,Tak,Tak,Używane,True,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,True,True,True,True,True,True,True,True,,True,True,True,True,,True,,,,Niemcy,23/05/2013,GWE9923H,Tak,,True,True,True,True,,Tak,True,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
3474,11900,"19:29, 3 lutego 2021",6081920039,Osoby prywatnej,Osobowe,Ford,Focus,,Mk2 (2004-2011),2006,178 600 km,1 596 cm3,Benzyna,100 KM,Manualna,Na przednie koła,,Kombi,5,5,Zielony,,,,Tak,,Używane,True,True,True,True,,,,,,,,,,,,,,True,,,,,,,True,,,,,True,True,,,True,,,,,,,,,,,,,Polska,12/07/2006,,Tak,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
3475,25900,"19:27, 3 lutego 2021",6080669488,Firmy,Osobowe,Ford,Focus,1.6 TDCi Edition Start,Mk3 (2010-),2013,222 000 km,1 560 cm3,Diesel,115 KM,Manualna,Na przednie koła,117 g/km,Kompakt,5,5,Srebrny,Tak,,,Tak,Tak,Używane,True,True,True,True,,True,True,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,,,True,True,True,True,,,,,,Niemcy,14/09/2013,,,True,True,True,True,True,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
